,observer_cond,demonstrator_cond,teacher_id,trialnum,grid,tf,response,confidence,video_plays,correct,correct_confidence,incorrect_confidence,learner_id
2788,show,do,dpZ2msfz,4,WNW,W,S,100,1,False,,100.0,XcyISauEXXuifGZ
2789,show,do,dpZ2msfz,5,NWS,W,W,100,1,True,100.0,,XcyISauEXXuifGZ
2790,show,do,dpZ2msfz,6,NWS,S,W,100,1,False,,100.0,XcyISauEXXuifGZ
2791,show,do,dpZ2msfz,7,WNS,W,W,100,1,True,100.0,,XcyISauEXXuifGZ
2792,show,do,dpZ2msfz,8,SNS,S,W,100,1,False,,100.0,XcyISauEXXuifGZ
2793,show,do,dpZ2msfz,9,SNW,S,S,100,1,True,100.0,,XcyISauEXXuifGZ
2794,do,do,dpZ2msfz,0,NSW,W,W,75,2,True,75.0,,jQuCLggDKiDulxK
2795,do,do,dpZ2msfz,1,WSN,W,S,100,2,False,,100.0,jQuCLggDKiDulxK
2796,do,do,dpZ2msfz,10,SNS,W,W,67,3,True,67.0,,jQuCLggDKiDulxK
2797,do,do,dpZ2msfz,11,SWN,W,S,93,1,False,,93.0,jQuCLggDKiDulxK
2798,do,do,dpZ2msfz,12,NSW,S,S,95,1,True,95.0,,jQuCLggDKiDulxK
2799,do,do,dpZ2msfz,13,SNW,W,W,90,3,True,90.0,,jQuCLggDKiDulxK
2800,do,do,dpZ2msfz,14,WSN,S,S,97,1,True,97.0,,jQuCLggDKiDulxK
2801,do,do,dpZ2msfz,15,WNS,S,S,100,1,True,100.0,,jQuCLggDKiDulxK
2802,do,do,dpZ2msfz,2,WNW,S,W,73,3,False,,73.0,jQuCLggDKiDulxK
2803,do,do,dpZ2msfz,3,SWN,S,S,82,2,True,82.0,,jQuCLggDKiDulxK
2804,do,do,dpZ2msfz,4,WNW,W,S,87,2,False,,87.0,jQuCLggDKiDulxK
2805,do,do,dpZ2msfz,5,NWS,W,W,91,2,True,91.0,,jQuCLggDKiDulxK
2806,do,do,dpZ2msfz,6,NWS,S,W,93,1,False,,93.0,jQuCLggDKiDulxK
2807,do,do,dpZ2msfz,7,WNS,W,W,96,2,True,96.0,,jQuCLggDKiDulxK
2808,do,do,dpZ2msfz,8,SNS,S,W,77,2,False,,77.0,jQuCLggDKiDulxK
2809,do,do,dpZ2msfz,9,SNW,S,S,85,2,True,85.0,,jQuCLggDKiDulxK
2810,show,show,MDrODjrc,0,NWS,W,W,100,1,True,100.0,,ZEOSVCtOrMewVzp
2811,show,show,MDrODjrc,1,SWN,S,S,100,1,True,100.0,,ZEOSVCtOrMewVzp
2812,show,show,MDrODjrc,10,WNS,W,W,81,1,True,81.0,,ZEOSVCtOrMewVzp
2813,show,show,MDrODjrc,11,NSW,S,S,91,1,True,91.0,,ZEOSVCtOrMewVzp
2814,show,show,MDrODjrc,12,WNW,W,S,93,1,False,,93.0,ZEOSVCtOrMewVzp
2815,show,show,MDrODjrc,13,WNS,S,S,100,1,True,100.0,,ZEOSVCtOrMewVzp
2816,show,show,MDrODjrc,14,WSN,W,S,100,1,False,,100.0,ZEOSVCtOrMewVzp
2817,show,show,MDrODjrc,15,WSN,S,S,100,2,True,100.0,,ZEOSVCtOrMewVzp
2818,show,show,MDrODjrc,2,SNW,W,W,100,1,True,100.0,,ZEOSVCtOrMewVzp
2819,show,show,MDrODjrc,3,NWS,S,S,100,2,True,100.0,,ZEOSVCtOrMewVzp
2820,show,show,MDrODjrc,4,SNS,W,W,81,1,True,81.0,,ZEOSVCtOrMewVzp
2821,show,show,MDrODjrc,5,SNS,S,S,100,1,True,100.0,,ZEOSVCtOrMewVzp
2822,show,show,MDrODjrc,6,NSW,W,W,87,1,True,87.0,,ZEOSVCtOrMewVzp
2823,show,show,MDrODjrc,7,SWN,W,S,100,1,False,,100.0,ZEOSVCtOrMewVzp
2824,show,show,MDrODjrc,8,WNW,S,S,100,2,True,100.0,,ZEOSVCtOrMewVzp
2825,show,show,MDrODjrc,9,SNW,S,S,100,1,True,100.0,,ZEOSVCtOrMewVzp
2826,do,show,MDrODjrc,0,NWS,W,W,79,2,True,79.0,,RjQhHalcrGOhlaa
2827,do,show,MDrODjrc,1,SWN,S,S,86,2,True,86.0,,RjQhHalcrGOhlaa
2828,do,show,MDrODjrc,10,WNS,W,W,73,1,True,73.0,,RjQhHalcrGOhlaa
2829,do,show,MDrODjrc,11,NSW,S,S,75,1,True,75.0,,RjQhHalcrGOhlaa
2830,do,show,MDrODjrc,12,WNW,W,S,71,1,False,,71.0,RjQhHalcrGOhlaa
2831,do,show,MDrODjrc,13,WNS,S,S,79,1,True,79.0,,RjQhHalcrGOhlaa
2832,do,show,MDrODjrc,14,WSN,W,S,87,1,False,,87.0,RjQhHalcrGOhlaa
2833,do,show,MDrODjrc,15,WSN,S,S,87,1,True,87.0,,RjQhHalcrGOhlaa
2834,do,show,MDrODjrc,2,SNW,W,W,86,2,True,86.0,,RjQhHalcrGOhlaa
2835,do,show,MDrODjrc,3,NWS,S,W,94,2,False,,94.0,RjQhHalcrGOhlaa
2836,do,show,MDrODjrc,4,SNS,W,W,73,2,True,73.0,,RjQhHalcrGOhlaa
2837,do,show,MDrODjrc,5,SNS,S,S,65,2,True,65.0,,RjQhHalcrGOhlaa
2838,do,show,MDrODjrc,6,NSW,W,W,74,2,True,74.0,,RjQhHalcrGOhlaa
2839,do,show,MDrODjrc,7,SWN,W,S,61,1,False,,61.0,RjQhHalcrGOhlaa
2840,do,show,MDrODjrc,8,WNW,S,W,60,2,False,,60.0,RjQhHalcrGOhlaa
2841,do,show,MDrODjrc,9,SNW,S,S,78,1,True,78.0,,RjQhHalcrGOhlaa
2842,do,show,MDrODjrc,0,NWS,W,W,63,1,True,63.0,,oNaUFudoESVQvqE
2843,do,show,MDrODjrc,1,SWN,S,S,67,1,True,67.0,,oNaUFudoESVQvqE
2844,do,show,MDrODjrc,10,WNS,W,W,66,1,True,66.0,,oNaUFudoESVQvqE
2845,do,show,MDrODjrc,11,NSW,S,S,64,1,True,64.0,,oNaUFudoESVQvqE
2846,do,show,MDrODjrc,12,WNW,W,S,61,1,False,,61.0,oNaUFudoESVQvqE
2847,do,show,MDrODjrc,13,WNS,S,S,74,1,True,74.0,,oNaUFudoESVQvqE
2848,do,show,MDrODjrc,14,WSN,W,S,100,1,False,,100.0,oNaUFudoESVQvqE
2849,do,show,MDrODjrc,15,WSN,S,S,66,1,True,66.0,,oNaUFudoESVQvqE
2850,do,show,MDrODjrc,2,SNW,W,W,73,1,True,73.0,,oNaUFudoESVQvqE
2851,do,show,MDrODjrc,3,NWS,S,W,100,1,False,,100.0,oNaUFudoESVQvqE
2852,do,show,MDrODjrc,4,SNS,W,W,44,1,True,44.0,,oNaUFudoESVQvqE
2853,do,show,MDrODjrc,5,SNS,S,S,100,1,True,100.0,,oNaUFudoESVQvqE
2854,do,show,MDrODjrc,6,NSW,W,W,67,1,True,67.0,,oNaUFudoESVQvqE
2855,do,show,MDrODjrc,7,SWN,W,S,67,1,False,,67.0,oNaUFudoESVQvqE
2856,do,show,MDrODjrc,8,WNW,S,W,30,1,False,,30.0,oNaUFudoESVQvqE
2857,do,show,MDrODjrc,9,SNW,S,S,68,1,True,68.0,,oNaUFudoESVQvqE
2858,show,show,MDrODjrc,0,NWS,W,W,50,2,True,50.0,,UrGtRPoIfnOWhgQ
2859,show,show,MDrODjrc,1,SWN,S,S,50,1,True,50.0,,UrGtRPoIfnOWhgQ
2860,show,show,MDrODjrc,10,WNS,W,W,50,1,True,50.0,,UrGtRPoIfnOWhgQ
2861,show,show,MDrODjrc,11,NSW,S,S,50,1,True,50.0,,UrGtRPoIfnOWhgQ
2862,show,show,MDrODjrc,12,WNW,W,S,50,1,False,,50.0,UrGtRPoIfnOWhgQ
2863,show,show,MDrODjrc,13,WNS,S,S,50,1,True,50.0,,UrGtRPoIfnOWhgQ
2864,show,show,MDrODjrc,14,WSN,W,S,50,1,False,,50.0,UrGtRPoIfnOWhgQ
2865,show,show,MDrODjrc,15,WSN,S,S,50,1,True,50.0,,UrGtRPoIfnOWhgQ
2866,show,show,MDrODjrc,2,SNW,W,W,50,1,True,50.0,,UrGtRPoIfnOWhgQ
2867,show,show,MDrODjrc,3,NWS,S,W,68,1,False,,68.0,UrGtRPoIfnOWhgQ
2868,show,show,MDrODjrc,4,SNS,W,W,50,1,True,50.0,,UrGtRPoIfnOWhgQ
2869,show,show,MDrODjrc,5,SNS,S,S,50,1,True,50.0,,UrGtRPoIfnOWhgQ
2870,show,show,MDrODjrc,6,NSW,W,W,50,1,True,50.0,,UrGtRPoIfnOWhgQ
2871,show,show,MDrODjrc,7,SWN,W,S,50,1,False,,50.0,UrGtRPoIfnOWhgQ
2872,show,show,MDrODjrc,8,WNW,S,W,50,2,False,,50.0,UrGtRPoIfnOWhgQ
2873,show,show,MDrODjrc,9,SNW,S,S,50,1,True,50.0,,UrGtRPoIfnOWhgQ
2874,show,do,ZUoglheM,0,WSN,S,S,90,1,True,90.0,,OIIxrPHdIkjiKUW
2875,show,do,ZUoglheM,1,WSN,W,S,88,1,False,,88.0,OIIxrPHdIkjiKUW
2876,show,do,ZUoglheM,10,SNS,S,W,95,1,False,,95.0,OIIxrPHdIkjiKUW
2877,show,do,ZUoglheM,11,SNS,W,W,93,1,True,93.0,,OIIxrPHdIkjiKUW
2878,show,do,ZUoglheM,12,NWS,S,W,88,1,False,,88.0,OIIxrPHdIkjiKUW
2879,show,do,ZUoglheM,13,SNW,W,W,85,1,True,85.0,,OIIxrPHdIkjiKUW
2880,show,do,ZUoglheM,14,SWN,S,W,87,2,False,,87.0,OIIxrPHdIkjiKUW
2881,show,do,ZUoglheM,15,NWS,W,S,80,1,False,,80.0,OIIxrPHdIkjiKUW
2882,show,do,ZUoglheM,2,WNS,S,S,92,1,True,92.0,,OIIxrPHdIkjiKUW
2883,show,do,ZUoglheM,3,WNW,W,S,88,1,False,,88.0,OIIxrPHdIkjiKUW
2884,show,do,ZUoglheM,4,NSW,S,S,85,1,True,85.0,,OIIxrPHdIkjiKUW
2885,show,do,ZUoglheM,5,WNS,W,S,85,1,False,,85.0,OIIxrPHdIkjiKUW
2886,show,do,ZUoglheM,6,SNW,S,S,91,1,True,91.0,,OIIxrPHdIkjiKUW
2887,show,do,ZUoglheM,7,WNW,S,S,87,1,True,87.0,,OIIxrPHdIkjiKUW
2888,show,do,ZUoglheM,8,SWN,W,S,91,1,False,,91.0,OIIxrPHdIkjiKUW
2889,show,do,ZUoglheM,9,NSW,W,W,91,1,True,91.0,,OIIxrPHdIkjiKUW
2890,do,do,ZUoglheM,0,WSN,S,S,73,1,True,73.0,,yBwvNVNxXveLVKN
2891,do,do,ZUoglheM,1,WSN,W,S,78,1,False,,78.0,yBwvNVNxXveLVKN
2892,do,do,ZUoglheM,10,SNS,S,W,88,1,False,,88.0,yBwvNVNxXveLVKN
2893,do,do,ZUoglheM,11,SNS,W,W,88,1,True,88.0,,yBwvNVNxXveLVKN
2894,do,do,ZUoglheM,12,NWS,S,W,78,1,False,,78.0,yBwvNVNxXveLVKN
2895,do,do,ZUoglheM,13,SNW,W,W,89,1,True,89.0,,yBwvNVNxXveLVKN
2896,do,do,ZUoglheM,14,SWN,S,S,84,1,True,84.0,,yBwvNVNxXveLVKN
2897,do,do,ZUoglheM,15,NWS,W,W,93,1,True,93.0,,yBwvNVNxXveLVKN
2898,do,do,ZUoglheM,2,WNS,S,S,73,1,True,73.0,,yBwvNVNxXveLVKN
2899,do,do,ZUoglheM,3,WNW,W,S,75,1,False,,75.0,yBwvNVNxXveLVKN
2900,do,do,ZUoglheM,4,NSW,S,S,74,1,True,74.0,,yBwvNVNxXveLVKN
2901,do,do,ZUoglheM,5,WNS,W,W,80,1,True,80.0,,yBwvNVNxXveLVKN
2902,do,do,ZUoglheM,6,SNW,S,S,79,1,True,79.0,,yBwvNVNxXveLVKN
2903,do,do,ZUoglheM,7,WNW,S,W,83,1,False,,83.0,yBwvNVNxXveLVKN
2904,do,do,ZUoglheM,8,SWN,W,S,80,1,False,,80.0,yBwvNVNxXveLVKN
2905,do,do,ZUoglheM,9,NSW,W,W,82,1,True,82.0,,yBwvNVNxXveLVKN
2906,show,do,ZUoglheM,0,WSN,S,S,100,1,True,100.0,,yYmPazMvkcHUbBX
2907,show,do,ZUoglheM,1,WSN,W,S,35,2,False,,35.0,yYmPazMvkcHUbBX
2908,show,do,ZUoglheM,10,SNS,S,W,25,1,False,,25.0,yYmPazMvkcHUbBX
2909,show,do,ZUoglheM,11,SNS,W,W,17,1,True,17.0,,yYmPazMvkcHUbBX
2910,show,do,ZUoglheM,12,NWS,S,W,68,2,False,,68.0,yYmPazMvkcHUbBX
2911,show,do,ZUoglheM,13,SNW,W,W,65,1,True,65.0,,yYmPazMvkcHUbBX
2912,show,do,ZUoglheM,14,SWN,S,S,58,1,True,58.0,,yYmPazMvkcHUbBX
2913,show,do,ZUoglheM,15,NWS,W,W,42,1,True,42.0,,yYmPazMvkcHUbBX
2914,show,do,ZUoglheM,2,WNS,S,S,100,1,True,100.0,,yYmPazMvkcHUbBX
2915,show,do,ZUoglheM,3,WNW,W,S,93,2,False,,93.0,yYmPazMvkcHUbBX
2916,show,do,ZUoglheM,5,WNS,W,W,74,1,True,74.0,,yYmPazMvkcHUbBX
2917,show,do,ZUoglheM,6,SNW,S,S,69,1,True,69.0,,yYmPazMvkcHUbBX
2918,show,do,ZUoglheM,7,WNW,S,W,54,1,False,,54.0,yYmPazMvkcHUbBX
2919,show,do,ZUoglheM,8,SWN,W,S,75,1,False,,75.0,yYmPazMvkcHUbBX
2920,show,do,ZUoglheM,9,NSW,W,W,96,1,True,96.0,,yYmPazMvkcHUbBX
2921,do,do,ZUoglheM,0,WSN,S,S,100,2,True,100.0,,WqpAJLLzzHJlzsc
2922,do,do,ZUoglheM,1,WSN,W,S,75,4,False,,75.0,WqpAJLLzzHJlzsc
2923,do,do,ZUoglheM,10,SNS,S,W,100,1,False,,100.0,WqpAJLLzzHJlzsc
2924,do,do,ZUoglheM,11,SNS,W,W,100,1,True,100.0,,WqpAJLLzzHJlzsc
2925,do,do,ZUoglheM,12,NWS,S,W,90,1,False,,90.0,WqpAJLLzzHJlzsc
2926,do,do,ZUoglheM,13,SNW,W,W,100,1,True,100.0,,WqpAJLLzzHJlzsc
2927,do,do,ZUoglheM,14,SWN,S,S,100,1,True,100.0,,WqpAJLLzzHJlzsc
2928,do,do,ZUoglheM,15,NWS,W,W,100,1,True,100.0,,WqpAJLLzzHJlzsc
2929,do,do,ZUoglheM,2,WNS,S,S,100,1,True,100.0,,WqpAJLLzzHJlzsc
2930,do,do,ZUoglheM,3,WNW,W,S,100,2,False,,100.0,WqpAJLLzzHJlzsc
2931,do,do,ZUoglheM,4,NSW,S,S,100,1,True,100.0,,WqpAJLLzzHJlzsc
2932,do,do,ZUoglheM,5,WNS,W,W,100,1,True,100.0,,WqpAJLLzzHJlzsc
2933,do,do,ZUoglheM,6,SNW,S,S,100,1,True,100.0,,WqpAJLLzzHJlzsc
2934,do,do,ZUoglheM,7,WNW,S,W,100,1,False,,100.0,WqpAJLLzzHJlzsc
2935,do,do,ZUoglheM,8,SWN,W,S,90,1,False,,90.0,WqpAJLLzzHJlzsc
2936,do,do,ZUoglheM,9,NSW,W,S,50,1,False,,50.0,WqpAJLLzzHJlzsc
2937,do,do,jt630yv2,0,NSW,W,W,100,1,True,100.0,,HenhnYiARUbxRTD
2938,do,do,jt630yv2,1,WSN,W,S,100,1,False,,100.0,HenhnYiARUbxRTD
2939,do,do,jt630yv2,10,SNS,W,W,100,1,True,100.0,,HenhnYiARUbxRTD
2940,do,do,jt630yv2,11,SWN,W,S,100,1,False,,100.0,HenhnYiARUbxRTD
2941,do,do,jt630yv2,12,NSW,S,W,100,1,False,,100.0,HenhnYiARUbxRTD
2942,do,do,jt630yv2,13,SNW,W,W,100,1,True,100.0,,HenhnYiARUbxRTD
2943,do,do,jt630yv2,14,WSN,S,S,100,1,True,100.0,,HenhnYiARUbxRTD
2944,do,do,jt630yv2,15,WNS,S,S,100,1,True,100.0,,HenhnYiARUbxRTD
2945,do,do,jt630yv2,2,WNW,S,W,100,1,False,,100.0,HenhnYiARUbxRTD
2946,do,do,jt630yv2,3,SWN,S,S,100,1,True,100.0,,HenhnYiARUbxRTD
2947,do,do,jt630yv2,4,WNW,W,W,100,1,True,100.0,,HenhnYiARUbxRTD
2948,do,do,jt630yv2,5,NWS,W,W,100,1,True,100.0,,HenhnYiARUbxRTD
2949,do,do,jt630yv2,6,NWS,S,W,100,1,False,,100.0,HenhnYiARUbxRTD
2950,do,do,jt630yv2,7,WNS,W,W,100,1,True,100.0,,HenhnYiARUbxRTD
2951,do,do,jt630yv2,8,SNS,S,W,100,1,False,,100.0,HenhnYiARUbxRTD
2952,do,do,jt630yv2,9,SNW,S,S,100,1,True,100.0,,HenhnYiARUbxRTD
2953,show,do,jt630yv2,0,NSW,W,W,89,1,True,89.0,,PJjUwYZCpeaPrRK
2954,show,do,jt630yv2,1,WSN,W,S,80,1,False,,80.0,PJjUwYZCpeaPrRK
2955,show,do,jt630yv2,10,SNS,W,W,87,1,True,87.0,,PJjUwYZCpeaPrRK
2956,show,do,jt630yv2,11,SWN,W,S,86,1,False,,86.0,PJjUwYZCpeaPrRK
2957,show,do,jt630yv2,12,NSW,S,W,85,1,False,,85.0,PJjUwYZCpeaPrRK
2958,show,do,jt630yv2,13,SNW,W,W,95,1,True,95.0,,PJjUwYZCpeaPrRK
2959,show,do,jt630yv2,14,WSN,S,S,88,1,True,88.0,,PJjUwYZCpeaPrRK
2960,show,do,jt630yv2,15,WNS,S,S,89,2,True,89.0,,PJjUwYZCpeaPrRK
2961,show,do,jt630yv2,2,WNW,S,W,96,1,False,,96.0,PJjUwYZCpeaPrRK
2962,show,do,jt630yv2,3,SWN,S,S,77,1,True,77.0,,PJjUwYZCpeaPrRK
2963,show,do,jt630yv2,4,WNW,W,S,88,1,False,,88.0,PJjUwYZCpeaPrRK
2964,show,do,jt630yv2,5,NWS,W,W,88,1,True,88.0,,PJjUwYZCpeaPrRK
2965,show,do,jt630yv2,6,NWS,S,W,66,1,False,,66.0,PJjUwYZCpeaPrRK
2966,show,do,jt630yv2,7,WNS,W,W,92,1,True,92.0,,PJjUwYZCpeaPrRK
2967,show,do,jt630yv2,8,SNS,S,W,88,1,False,,88.0,PJjUwYZCpeaPrRK
2968,show,do,jt630yv2,9,SNW,S,S,86,1,True,86.0,,PJjUwYZCpeaPrRK
2969,do,do,jt630yv2,0,NSW,W,W,100,1,True,100.0,,ieKHeGpziAleWdq
2970,do,do,jt630yv2,1,WSN,W,S,100,1,False,,100.0,ieKHeGpziAleWdq
2971,do,do,jt630yv2,10,SNS,W,W,100,1,True,100.0,,ieKHeGpziAleWdq
2972,do,do,jt630yv2,11,SWN,W,S,100,1,False,,100.0,ieKHeGpziAleWdq
2973,do,do,jt630yv2,12,NSW,S,S,100,1,True,100.0,,ieKHeGpziAleWdq
2974,do,do,jt630yv2,13,SNW,W,W,99,1,True,99.0,,ieKHeGpziAleWdq
2975,do,do,jt630yv2,14,WSN,S,S,100,1,True,100.0,,ieKHeGpziAleWdq
2976,do,do,jt630yv2,15,WNS,S,S,100,1,True,100.0,,ieKHeGpziAleWdq
2977,do,do,jt630yv2,2,WNW,S,W,100,1,False,,100.0,ieKHeGpziAleWdq
2978,do,do,jt630yv2,3,SWN,S,S,100,1,True,100.0,,ieKHeGpziAleWdq
2979,do,do,jt630yv2,4,WNW,W,S,100,1,False,,100.0,ieKHeGpziAleWdq
2980,do,do,jt630yv2,5,NWS,W,W,100,1,True,100.0,,ieKHeGpziAleWdq
2981,do,do,jt630yv2,6,NWS,S,W,100,1,False,,100.0,ieKHeGpziAleWdq
2982,do,do,jt630yv2,7,WNS,W,W,100,2,True,100.0,,ieKHeGpziAleWdq
2983,do,do,jt630yv2,8,SNS,S,W,100,1,False,,100.0,ieKHeGpziAleWdq
2984,do,do,jt630yv2,9,SNW,S,S,100,1,True,100.0,,ieKHeGpziAleWdq
2985,show,do,jt630yv2,0,NSW,W,W,100,1,True,100.0,,kUIzjluftQmPoJd
2986,show,do,jt630yv2,1,WSN,W,S,100,1,False,,100.0,kUIzjluftQmPoJd
2987,show,do,jt630yv2,10,SNS,W,W,81,1,True,81.0,,kUIzjluftQmPoJd
2988,show,do,jt630yv2,11,SWN,W,S,83,1,False,,83.0,kUIzjluftQmPoJd
2989,show,do,jt630yv2,12,NSW,S,W,84,1,False,,84.0,kUIzjluftQmPoJd
2990,show,do,jt630yv2,13,SNW,W,W,81,1,True,81.0,,kUIzjluftQmPoJd
2991,show,do,jt630yv2,14,WSN,S,S,86,1,True,86.0,,kUIzjluftQmPoJd
2992,show,do,jt630yv2,15,WNS,S,W,71,2,False,,71.0,kUIzjluftQmPoJd
2993,show,do,jt630yv2,2,WNW,S,W,100,1,False,,100.0,kUIzjluftQmPoJd
2994,show,do,jt630yv2,3,SWN,S,S,96,1,True,96.0,,kUIzjluftQmPoJd
2995,show,do,jt630yv2,4,WNW,W,S,97,1,False,,97.0,kUIzjluftQmPoJd
2996,show,do,jt630yv2,5,NWS,W,W,96,1,True,96.0,,kUIzjluftQmPoJd
2997,show,do,jt630yv2,6,NWS,S,W,81,1,False,,81.0,kUIzjluftQmPoJd
2998,show,do,jt630yv2,7,WNS,W,S,73,1,False,,73.0,kUIzjluftQmPoJd
2999,show,do,jt630yv2,8,SNS,S,S,81,1,True,81.0,,kUIzjluftQmPoJd
3000,show,do,jt630yv2,9,SNW,S,S,86,1,True,86.0,,kUIzjluftQmPoJd
3001,show,do,KQKrfram,0,NWS,W,S,96,1,False,,96.0,DxQjouuYkpdLiqh
3002,show,do,KQKrfram,1,SWN,S,S,81,1,True,81.0,,DxQjouuYkpdLiqh
3003,show,do,KQKrfram,10,WNS,W,W,35,1,True,35.0,,DxQjouuYkpdLiqh
3004,show,do,KQKrfram,11,NSW,S,S,97,1,True,97.0,,DxQjouuYkpdLiqh
3005,show,do,KQKrfram,12,WNW,W,S,89,1,False,,89.0,DxQjouuYkpdLiqh
3006,show,do,KQKrfram,13,WNS,S,S,85,1,True,85.0,,DxQjouuYkpdLiqh
3007,show,do,KQKrfram,14,WSN,W,S,84,1,False,,84.0,DxQjouuYkpdLiqh
3008,show,do,KQKrfram,15,WSN,S,S,63,1,True,63.0,,DxQjouuYkpdLiqh
3009,show,do,KQKrfram,2,SNW,W,S,84,1,False,,84.0,DxQjouuYkpdLiqh
3010,show,do,KQKrfram,3,NWS,S,S,69,1,True,69.0,,DxQjouuYkpdLiqh
3011,show,do,KQKrfram,4,SNS,W,S,100,1,False,,100.0,DxQjouuYkpdLiqh
3012,show,do,KQKrfram,5,SNS,S,S,100,1,True,100.0,,DxQjouuYkpdLiqh
3013,show,do,KQKrfram,6,NSW,W,W,16,1,True,16.0,,DxQjouuYkpdLiqh
3014,show,do,KQKrfram,7,SWN,W,W,1,1,True,1.0,,DxQjouuYkpdLiqh
3015,show,do,KQKrfram,8,WNW,S,S,65,1,True,65.0,,DxQjouuYkpdLiqh
3016,show,do,KQKrfram,9,SNW,S,S,94,1,True,94.0,,DxQjouuYkpdLiqh
3017,show,do,KQKrfram,0,NWS,W,W,100,1,True,100.0,,pCohoaWaOVHvcTs
3018,show,do,KQKrfram,1,SWN,S,S,91,1,True,91.0,,pCohoaWaOVHvcTs
3019,show,do,KQKrfram,10,WNS,W,W,90,1,True,90.0,,pCohoaWaOVHvcTs
3020,show,do,KQKrfram,11,NSW,S,S,100,1,True,100.0,,pCohoaWaOVHvcTs
3021,show,do,KQKrfram,12,WNW,W,S,100,1,False,,100.0,pCohoaWaOVHvcTs
3022,show,do,KQKrfram,13,WNS,S,S,100,1,True,100.0,,pCohoaWaOVHvcTs
3023,show,do,KQKrfram,14,WSN,W,S,100,1,False,,100.0,pCohoaWaOVHvcTs
3024,show,do,KQKrfram,15,WSN,S,S,100,1,True,100.0,,pCohoaWaOVHvcTs
3025,show,do,KQKrfram,2,SNW,W,W,85,1,True,85.0,,pCohoaWaOVHvcTs
3026,show,do,KQKrfram,3,NWS,S,W,88,1,False,,88.0,pCohoaWaOVHvcTs
3027,show,do,KQKrfram,4,SNS,W,W,89,2,True,89.0,,pCohoaWaOVHvcTs
3028,show,do,KQKrfram,5,SNS,S,W,85,1,False,,85.0,pCohoaWaOVHvcTs
3029,show,do,KQKrfram,6,NSW,W,W,86,1,True,86.0,,pCohoaWaOVHvcTs
3030,show,do,KQKrfram,7,SWN,W,S,89,1,False,,89.0,pCohoaWaOVHvcTs
3031,show,do,KQKrfram,8,WNW,S,W,87,1,False,,87.0,pCohoaWaOVHvcTs
3032,show,do,KQKrfram,9,SNW,S,S,100,1,True,100.0,,pCohoaWaOVHvcTs
3033,do,do,KQKrfram,0,NWS,W,W,100,1,True,100.0,,hAdXSgULUwzrzGL
3034,do,do,KQKrfram,1,SWN,S,S,100,1,True,100.0,,hAdXSgULUwzrzGL
3035,do,do,KQKrfram,10,WNS,W,W,100,2,True,100.0,,hAdXSgULUwzrzGL
3036,do,do,KQKrfram,11,NSW,S,S,100,1,True,100.0,,hAdXSgULUwzrzGL
3037,do,do,KQKrfram,12,WNW,W,S,99,1,False,,99.0,hAdXSgULUwzrzGL
3038,do,do,KQKrfram,13,WNS,S,S,100,1,True,100.0,,hAdXSgULUwzrzGL
3039,do,do,KQKrfram,14,WSN,W,S,100,2,False,,100.0,hAdXSgULUwzrzGL
3040,do,do,KQKrfram,15,WSN,S,S,100,1,True,100.0,,hAdXSgULUwzrzGL
3041,do,do,KQKrfram,2,SNW,W,W,100,1,True,100.0,,hAdXSgULUwzrzGL
3042,do,do,KQKrfram,3,NWS,S,W,100,1,False,,100.0,hAdXSgULUwzrzGL
3043,do,do,KQKrfram,4,SNS,W,W,100,1,True,100.0,,hAdXSgULUwzrzGL
3044,do,do,KQKrfram,5,SNS,S,W,100,1,False,,100.0,hAdXSgULUwzrzGL
3045,do,do,KQKrfram,6,NSW,W,W,100,1,True,100.0,,hAdXSgULUwzrzGL
3046,do,do,KQKrfram,7,SWN,W,S,100,1,False,,100.0,hAdXSgULUwzrzGL
3047,do,do,KQKrfram,8,WNW,S,W,100,2,False,,100.0,hAdXSgULUwzrzGL
3048,do,do,KQKrfram,9,SNW,S,S,100,1,True,100.0,,hAdXSgULUwzrzGL
3049,do,do,KQKrfram,0,NWS,W,W,93,3,True,93.0,,uLnOgFzyqGDoqJJ
3050,do,do,KQKrfram,1,SWN,S,S,100,3,True,100.0,,uLnOgFzyqGDoqJJ
3051,do,do,KQKrfram,10,WNS,W,W,61,2,True,61.0,,uLnOgFzyqGDoqJJ
3052,do,do,KQKrfram,11,NSW,S,S,100,1,True,100.0,,uLnOgFzyqGDoqJJ
3053,do,do,KQKrfram,12,WNW,W,S,100,1,False,,100.0,uLnOgFzyqGDoqJJ
3054,do,do,KQKrfram,13,WNS,S,S,99,1,True,99.0,,uLnOgFzyqGDoqJJ
3055,do,do,KQKrfram,14,WSN,W,S,100,1,False,,100.0,uLnOgFzyqGDoqJJ
3056,do,do,KQKrfram,15,WSN,S,S,100,1,True,100.0,,uLnOgFzyqGDoqJJ
3057,do,do,KQKrfram,2,SNW,W,W,81,2,True,81.0,,uLnOgFzyqGDoqJJ
3058,do,do,KQKrfram,3,NWS,S,W,95,1,False,,95.0,uLnOgFzyqGDoqJJ
3059,do,do,KQKrfram,4,SNS,W,W,82,2,True,82.0,,uLnOgFzyqGDoqJJ
3060,do,do,KQKrfram,5,SNS,S,W,51,1,False,,51.0,uLnOgFzyqGDoqJJ
3061,do,do,KQKrfram,6,NSW,W,W,56,2,True,56.0,,uLnOgFzyqGDoqJJ
