,observer_cond,demonstrator_cond,teacher_id,trialnum,grid,tf,response,confidence,video_plays,correct,correct_confidence,incorrect_confidence,learner_id
1326,show,show,hfuIbfPX,11,WNW,W,S,87,1,False,,87.0,ZKAqAwjkVZbAiSD
1327,show,show,hfuIbfPX,12,SWN,S,S,90,1,True,90.0,,ZKAqAwjkVZbAiSD
1328,show,show,hfuIbfPX,13,WNW,S,W,93,1,False,,93.0,ZKAqAwjkVZbAiSD
1329,show,show,hfuIbfPX,14,WSN,W,S,93,1,False,,93.0,ZKAqAwjkVZbAiSD
1330,show,show,hfuIbfPX,15,NSW,W,W,92,1,True,92.0,,ZKAqAwjkVZbAiSD
1331,show,show,hfuIbfPX,2,SNW,W,W,84,1,True,84.0,,ZKAqAwjkVZbAiSD
1332,show,show,hfuIbfPX,3,NSW,S,S,94,1,True,94.0,,ZKAqAwjkVZbAiSD
1333,show,show,hfuIbfPX,4,SWN,W,S,89,2,False,,89.0,ZKAqAwjkVZbAiSD
1334,show,show,hfuIbfPX,5,SNS,W,W,91,1,True,91.0,,ZKAqAwjkVZbAiSD
1335,show,show,hfuIbfPX,6,SNW,S,S,93,1,True,93.0,,ZKAqAwjkVZbAiSD
1336,show,show,hfuIbfPX,7,SNS,S,W,100,1,False,,100.0,ZKAqAwjkVZbAiSD
1337,show,show,hfuIbfPX,8,WNS,W,W,95,1,True,95.0,,ZKAqAwjkVZbAiSD
1338,show,show,hfuIbfPX,9,NWS,S,W,93,1,False,,93.0,ZKAqAwjkVZbAiSD
1339,do,do,4CS1cho9,0,WNS,S,S,100,1,True,100.0,,mExoEmIjWuzWmsj
1340,do,do,4CS1cho9,1,WSN,S,S,100,1,True,100.0,,mExoEmIjWuzWmsj
1341,do,do,4CS1cho9,10,NWS,W,W,88,1,True,88.0,,mExoEmIjWuzWmsj
1342,do,do,4CS1cho9,11,WNW,W,S,80,1,False,,80.0,mExoEmIjWuzWmsj
1343,do,do,4CS1cho9,12,SWN,S,S,79,1,True,79.0,,mExoEmIjWuzWmsj
1344,do,do,4CS1cho9,13,WNW,S,W,78,1,False,,78.0,mExoEmIjWuzWmsj
1345,do,do,4CS1cho9,14,WSN,W,S,77,1,False,,77.0,mExoEmIjWuzWmsj
1346,do,do,4CS1cho9,15,NSW,W,W,50,1,True,50.0,,mExoEmIjWuzWmsj
1347,do,do,4CS1cho9,2,SNW,W,W,78,1,True,78.0,,mExoEmIjWuzWmsj
1348,do,do,4CS1cho9,3,NSW,S,S,75,1,True,75.0,,mExoEmIjWuzWmsj
1349,do,do,4CS1cho9,4,SWN,W,S,78,1,False,,78.0,mExoEmIjWuzWmsj
1350,do,do,4CS1cho9,5,SNS,W,W,74,1,True,74.0,,mExoEmIjWuzWmsj
1351,do,do,4CS1cho9,6,SNW,S,S,77,1,True,77.0,,mExoEmIjWuzWmsj
1352,do,do,4CS1cho9,7,SNS,S,W,75,1,False,,75.0,mExoEmIjWuzWmsj
1353,do,do,4CS1cho9,8,WNS,W,W,77,1,True,77.0,,mExoEmIjWuzWmsj
1354,do,do,4CS1cho9,9,NWS,S,W,89,1,False,,89.0,mExoEmIjWuzWmsj
1355,show,do,4CS1cho9,0,WNS,S,S,50,1,True,50.0,,eRzEeXlcYHyjcrC
1356,show,do,4CS1cho9,1,WSN,S,W,50,1,False,,50.0,eRzEeXlcYHyjcrC
1357,show,do,4CS1cho9,10,NWS,W,S,52,1,False,,52.0,eRzEeXlcYHyjcrC
1358,show,do,4CS1cho9,11,WNW,W,W,51,1,True,51.0,,eRzEeXlcYHyjcrC
1359,show,do,4CS1cho9,12,SWN,S,W,68,1,False,,68.0,eRzEeXlcYHyjcrC
1360,show,do,4CS1cho9,13,WNW,S,W,55,1,False,,55.0,eRzEeXlcYHyjcrC
1361,show,do,4CS1cho9,14,WSN,W,S,71,1,False,,71.0,eRzEeXlcYHyjcrC
1362,show,do,4CS1cho9,15,NSW,W,W,64,1,True,64.0,,eRzEeXlcYHyjcrC
1363,show,do,4CS1cho9,2,SNW,W,W,50,1,True,50.0,,eRzEeXlcYHyjcrC
1364,show,do,4CS1cho9,3,NSW,S,W,59,1,False,,59.0,eRzEeXlcYHyjcrC
1365,show,do,4CS1cho9,4,SWN,W,S,58,1,False,,58.0,eRzEeXlcYHyjcrC
1366,show,do,4CS1cho9,5,SNS,W,W,64,1,True,64.0,,eRzEeXlcYHyjcrC
1367,show,do,4CS1cho9,6,SNW,S,W,50,1,False,,50.0,eRzEeXlcYHyjcrC
1368,show,do,4CS1cho9,7,SNS,S,W,76,1,False,,76.0,eRzEeXlcYHyjcrC
1369,show,do,4CS1cho9,8,WNS,W,W,53,1,True,53.0,,eRzEeXlcYHyjcrC
1370,show,do,4CS1cho9,9,NWS,S,W,73,1,False,,73.0,eRzEeXlcYHyjcrC
1371,show,do,4CS1cho9,0,WNS,S,S,96,2,True,96.0,,NwLSKtCDbPdtwjw
1372,show,do,4CS1cho9,1,WSN,S,S,100,2,True,100.0,,NwLSKtCDbPdtwjw
1373,show,do,4CS1cho9,10,NWS,W,W,100,2,True,100.0,,NwLSKtCDbPdtwjw
1374,show,do,4CS1cho9,11,WNW,W,S,100,1,False,,100.0,NwLSKtCDbPdtwjw
1375,show,do,4CS1cho9,12,SWN,S,S,100,1,True,100.0,,NwLSKtCDbPdtwjw
1376,show,do,4CS1cho9,13,WNW,S,W,100,1,False,,100.0,NwLSKtCDbPdtwjw
1377,show,do,4CS1cho9,14,WSN,W,S,100,1,False,,100.0,NwLSKtCDbPdtwjw
1378,show,do,4CS1cho9,15,NSW,W,W,100,1,True,100.0,,NwLSKtCDbPdtwjw
1379,show,do,4CS1cho9,2,SNW,W,W,100,1,True,100.0,,NwLSKtCDbPdtwjw
1380,show,do,4CS1cho9,3,NSW,S,S,100,1,True,100.0,,NwLSKtCDbPdtwjw
1381,show,do,4CS1cho9,4,SWN,W,S,100,2,False,,100.0,NwLSKtCDbPdtwjw
1382,show,do,4CS1cho9,5,SNS,W,W,100,1,True,100.0,,NwLSKtCDbPdtwjw
1383,show,do,4CS1cho9,6,SNW,S,S,100,1,True,100.0,,NwLSKtCDbPdtwjw
1384,show,do,4CS1cho9,7,SNS,S,W,100,1,False,,100.0,NwLSKtCDbPdtwjw
1385,show,do,4CS1cho9,8,WNS,W,W,100,1,True,100.0,,NwLSKtCDbPdtwjw
1386,show,do,4CS1cho9,9,NWS,S,W,100,1,False,,100.0,NwLSKtCDbPdtwjw
1387,do,do,4CS1cho9,0,WNS,S,S,99,1,True,99.0,,uWcQoRYqItEitLo
1388,do,do,4CS1cho9,1,WSN,S,S,100,1,True,100.0,,uWcQoRYqItEitLo
1389,do,do,4CS1cho9,10,NWS,W,W,100,1,True,100.0,,uWcQoRYqItEitLo
1390,do,do,4CS1cho9,11,WNW,W,S,100,1,False,,100.0,uWcQoRYqItEitLo
1391,do,do,4CS1cho9,12,SWN,S,S,100,1,True,100.0,,uWcQoRYqItEitLo
1392,do,do,4CS1cho9,13,WNW,S,W,100,1,False,,100.0,uWcQoRYqItEitLo
1393,do,do,4CS1cho9,14,WSN,W,S,100,1,False,,100.0,uWcQoRYqItEitLo
1394,do,do,4CS1cho9,15,NSW,W,W,100,1,True,100.0,,uWcQoRYqItEitLo
1395,do,do,4CS1cho9,2,SNW,W,W,100,1,True,100.0,,uWcQoRYqItEitLo
1396,do,do,4CS1cho9,3,NSW,S,S,100,1,True,100.0,,uWcQoRYqItEitLo
1397,do,do,4CS1cho9,4,SWN,W,S,100,1,False,,100.0,uWcQoRYqItEitLo
1398,do,do,4CS1cho9,5,SNS,W,W,100,1,True,100.0,,uWcQoRYqItEitLo
1399,do,do,4CS1cho9,6,SNW,S,S,100,1,True,100.0,,uWcQoRYqItEitLo
1400,do,do,4CS1cho9,7,SNS,S,W,100,1,False,,100.0,uWcQoRYqItEitLo
1401,do,do,4CS1cho9,8,WNS,W,W,100,1,True,100.0,,uWcQoRYqItEitLo
1402,do,do,4CS1cho9,9,NWS,S,W,100,1,False,,100.0,uWcQoRYqItEitLo
1403,show,show,2dY8GH47,0,WSN,S,S,54,1,True,54.0,,EQRQxrGYjQSlqBP
1404,show,show,2dY8GH47,1,WSN,W,W,84,1,True,84.0,,EQRQxrGYjQSlqBP
1405,show,show,2dY8GH47,10,SNS,S,W,71,1,False,,71.0,EQRQxrGYjQSlqBP
1406,show,show,2dY8GH47,11,SNS,W,W,69,1,True,69.0,,EQRQxrGYjQSlqBP
1407,show,show,2dY8GH47,12,NWS,S,W,70,1,False,,70.0,EQRQxrGYjQSlqBP
1408,show,show,2dY8GH47,13,SNW,W,W,73,1,True,73.0,,EQRQxrGYjQSlqBP
1409,show,show,2dY8GH47,14,SWN,S,S,76,1,True,76.0,,EQRQxrGYjQSlqBP
1410,show,show,2dY8GH47,15,NWS,W,W,81,1,True,81.0,,EQRQxrGYjQSlqBP
1411,show,show,2dY8GH47,2,WNS,S,S,55,1,True,55.0,,EQRQxrGYjQSlqBP
1412,show,show,2dY8GH47,3,WNW,W,S,59,1,False,,59.0,EQRQxrGYjQSlqBP
1413,show,show,2dY8GH47,4,NSW,S,S,66,1,True,66.0,,EQRQxrGYjQSlqBP
1414,show,show,2dY8GH47,5,WNS,W,W,68,1,True,68.0,,EQRQxrGYjQSlqBP
1415,show,show,2dY8GH47,6,SNW,S,S,62,1,True,62.0,,EQRQxrGYjQSlqBP
1416,show,show,2dY8GH47,7,WNW,S,W,66,1,False,,66.0,EQRQxrGYjQSlqBP
1417,show,show,2dY8GH47,8,SWN,W,S,73,1,False,,73.0,EQRQxrGYjQSlqBP
1418,show,show,2dY8GH47,9,NSW,W,W,72,1,True,72.0,,EQRQxrGYjQSlqBP
1419,show,show,2dY8GH47,0,WSN,S,S,100,1,True,100.0,,bvaaWubqPFnIdbF
1420,show,show,2dY8GH47,1,WSN,W,S,87,3,False,,87.0,bvaaWubqPFnIdbF
1421,show,show,2dY8GH47,10,SNS,S,W,94,1,False,,94.0,bvaaWubqPFnIdbF
1422,show,show,2dY8GH47,11,SNS,W,W,93,1,True,93.0,,bvaaWubqPFnIdbF
1423,show,show,2dY8GH47,12,NWS,S,W,94,1,False,,94.0,bvaaWubqPFnIdbF
1424,show,show,2dY8GH47,13,SNW,W,W,84,1,True,84.0,,bvaaWubqPFnIdbF
1425,show,show,2dY8GH47,14,SWN,S,S,98,1,True,98.0,,bvaaWubqPFnIdbF
1426,show,show,2dY8GH47,15,NWS,W,W,100,1,True,100.0,,bvaaWubqPFnIdbF
1427,show,show,2dY8GH47,2,WNS,S,S,100,1,True,100.0,,bvaaWubqPFnIdbF
1428,show,show,2dY8GH47,3,WNW,W,S,100,1,False,,100.0,bvaaWubqPFnIdbF
1429,show,show,2dY8GH47,4,NSW,S,S,100,1,True,100.0,,bvaaWubqPFnIdbF
1430,show,show,2dY8GH47,5,WNS,W,W,89,1,True,89.0,,bvaaWubqPFnIdbF
1431,show,show,2dY8GH47,6,SNW,S,S,100,1,True,100.0,,bvaaWubqPFnIdbF
1432,show,show,2dY8GH47,7,WNW,S,W,90,1,False,,90.0,bvaaWubqPFnIdbF
1433,show,show,2dY8GH47,8,SWN,W,S,95,1,False,,95.0,bvaaWubqPFnIdbF
1434,show,show,2dY8GH47,9,NSW,W,W,96,1,True,96.0,,bvaaWubqPFnIdbF
1435,do,show,2dY8GH47,0,WSN,S,S,66,1,True,66.0,,owGLXvNvNCLZjFZ
1436,do,show,2dY8GH47,1,WSN,W,W,63,1,True,63.0,,owGLXvNvNCLZjFZ
1437,do,show,2dY8GH47,10,SNS,S,W,38,1,False,,38.0,owGLXvNvNCLZjFZ
1438,do,show,2dY8GH47,11,SNS,W,W,38,1,True,38.0,,owGLXvNvNCLZjFZ
1439,do,show,2dY8GH47,12,NWS,S,W,39,1,False,,39.0,owGLXvNvNCLZjFZ
1440,do,show,2dY8GH47,13,SNW,W,W,29,1,True,29.0,,owGLXvNvNCLZjFZ
1441,do,show,2dY8GH47,14,SWN,S,S,57,1,True,57.0,,owGLXvNvNCLZjFZ
1442,do,show,2dY8GH47,15,NWS,W,W,75,1,True,75.0,,owGLXvNvNCLZjFZ
1443,do,show,2dY8GH47,2,WNS,S,S,38,2,True,38.0,,owGLXvNvNCLZjFZ
1444,do,show,2dY8GH47,3,WNW,W,S,32,1,False,,32.0,owGLXvNvNCLZjFZ
1445,do,show,2dY8GH47,4,NSW,S,S,25,1,True,25.0,,owGLXvNvNCLZjFZ
1446,do,show,2dY8GH47,5,WNS,W,W,32,1,True,32.0,,owGLXvNvNCLZjFZ
1447,do,show,2dY8GH47,6,SNW,S,S,34,1,True,34.0,,owGLXvNvNCLZjFZ
1448,do,show,2dY8GH47,7,WNW,S,W,36,1,False,,36.0,owGLXvNvNCLZjFZ
1449,do,show,2dY8GH47,8,SWN,W,W,57,1,True,57.0,,owGLXvNvNCLZjFZ
1450,do,show,2dY8GH47,9,NSW,W,W,39,1,True,39.0,,owGLXvNvNCLZjFZ
1451,do,show,2dY8GH47,0,WSN,S,S,70,1,True,70.0,,SUBaGCZJLBlXghW
1452,do,show,2dY8GH47,1,WSN,W,W,71,1,True,71.0,,SUBaGCZJLBlXghW
1453,do,show,2dY8GH47,10,SNS,S,W,59,1,False,,59.0,SUBaGCZJLBlXghW
1454,do,show,2dY8GH47,11,SNS,W,W,59,1,True,59.0,,SUBaGCZJLBlXghW
1455,do,show,2dY8GH47,12,NWS,S,W,58,1,False,,58.0,SUBaGCZJLBlXghW
1456,do,show,2dY8GH47,13,SNW,W,W,59,1,True,59.0,,SUBaGCZJLBlXghW
1457,do,show,2dY8GH47,14,SWN,S,S,61,1,True,61.0,,SUBaGCZJLBlXghW
1458,do,show,2dY8GH47,15,NWS,W,W,56,1,True,56.0,,SUBaGCZJLBlXghW
1459,do,show,2dY8GH47,3,WNW,W,S,53,1,False,,53.0,SUBaGCZJLBlXghW
1460,do,show,2dY8GH47,4,NSW,S,S,55,1,True,55.0,,SUBaGCZJLBlXghW
1461,do,show,2dY8GH47,5,WNS,W,W,69,1,True,69.0,,SUBaGCZJLBlXghW
1462,do,show,2dY8GH47,6,SNW,S,S,59,1,True,59.0,,SUBaGCZJLBlXghW
1463,do,show,2dY8GH47,7,WNW,S,W,59,1,False,,59.0,SUBaGCZJLBlXghW
1464,do,show,2dY8GH47,8,SWN,W,S,61,1,False,,61.0,SUBaGCZJLBlXghW
1465,do,show,2dY8GH47,9,NSW,W,W,59,1,True,59.0,,SUBaGCZJLBlXghW
1466,do,show,a7CMkiUe,0,WSN,S,S,73,4,True,73.0,,vsUaKXVceJHeQqU
1467,do,show,a7CMkiUe,1,WSN,W,W,67,1,True,67.0,,vsUaKXVceJHeQqU
1468,do,show,a7CMkiUe,10,SNS,S,S,85,1,True,85.0,,vsUaKXVceJHeQqU
1469,do,show,a7CMkiUe,11,SNS,W,S,84,1,False,,84.0,vsUaKXVceJHeQqU
1470,do,show,a7CMkiUe,12,NWS,S,S,84,1,True,84.0,,vsUaKXVceJHeQqU
1471,do,show,a7CMkiUe,13,SNW,W,S,80,1,False,,80.0,vsUaKXVceJHeQqU
1472,do,show,a7CMkiUe,14,SWN,S,W,84,1,False,,84.0,vsUaKXVceJHeQqU
1473,do,show,a7CMkiUe,15,NWS,W,S,80,1,False,,80.0,vsUaKXVceJHeQqU
1474,do,show,a7CMkiUe,2,WNS,S,S,80,1,True,80.0,,vsUaKXVceJHeQqU
1475,do,show,a7CMkiUe,3,WNW,W,S,80,1,False,,80.0,vsUaKXVceJHeQqU
1476,do,show,a7CMkiUe,4,NSW,S,W,68,1,False,,68.0,vsUaKXVceJHeQqU
1477,do,show,a7CMkiUe,5,WNS,W,S,82,1,False,,82.0,vsUaKXVceJHeQqU
1478,do,show,a7CMkiUe,6,SNW,S,S,84,1,True,84.0,,vsUaKXVceJHeQqU
1479,do,show,a7CMkiUe,7,WNW,S,S,81,1,True,81.0,,vsUaKXVceJHeQqU
1480,do,show,a7CMkiUe,8,SWN,W,S,80,2,False,,80.0,vsUaKXVceJHeQqU
1481,do,show,a7CMkiUe,9,NSW,W,S,88,2,False,,88.0,vsUaKXVceJHeQqU
1482,show,show,a7CMkiUe,0,WSN,S,S,84,1,True,84.0,,VEKRahIirkEyXGx
1483,show,show,a7CMkiUe,1,WSN,W,W,79,1,True,79.0,,VEKRahIirkEyXGx
1484,show,show,a7CMkiUe,10,SNS,S,W,100,1,False,,100.0,VEKRahIirkEyXGx
1485,show,show,a7CMkiUe,11,SNS,W,W,84,1,True,84.0,,VEKRahIirkEyXGx
1486,show,show,a7CMkiUe,12,NWS,S,W,73,1,False,,73.0,VEKRahIirkEyXGx
1487,show,show,a7CMkiUe,13,SNW,W,W,82,1,True,82.0,,VEKRahIirkEyXGx
1488,show,show,a7CMkiUe,14,SWN,S,S,100,1,True,100.0,,VEKRahIirkEyXGx
1489,show,show,a7CMkiUe,15,NWS,W,W,87,1,True,87.0,,VEKRahIirkEyXGx
1490,show,show,a7CMkiUe,2,WNS,S,S,76,1,True,76.0,,VEKRahIirkEyXGx
1491,show,show,a7CMkiUe,3,WNW,W,S,78,1,False,,78.0,VEKRahIirkEyXGx
1492,show,show,a7CMkiUe,4,NSW,S,S,85,1,True,85.0,,VEKRahIirkEyXGx
1493,show,show,a7CMkiUe,5,WNS,W,W,84,1,True,84.0,,VEKRahIirkEyXGx
1494,show,show,a7CMkiUe,6,SNW,S,S,67,1,True,67.0,,VEKRahIirkEyXGx
1495,show,show,a7CMkiUe,7,WNW,S,W,89,1,False,,89.0,VEKRahIirkEyXGx
1496,show,show,a7CMkiUe,8,SWN,W,S,81,1,False,,81.0,VEKRahIirkEyXGx
1497,show,show,a7CMkiUe,9,NSW,W,W,100,1,True,100.0,,VEKRahIirkEyXGx
1498,do,show,a7CMkiUe,0,WSN,S,S,100,1,True,100.0,,XJlCiDQEFDDIRSd
1499,do,show,a7CMkiUe,1,WSN,W,S,100,1,False,,100.0,XJlCiDQEFDDIRSd
1500,do,show,a7CMkiUe,10,SNS,S,W,100,1,False,,100.0,XJlCiDQEFDDIRSd
1501,do,show,a7CMkiUe,11,SNS,W,W,100,1,True,100.0,,XJlCiDQEFDDIRSd
1502,do,show,a7CMkiUe,12,NWS,S,W,98,1,False,,98.0,XJlCiDQEFDDIRSd
1503,do,show,a7CMkiUe,13,SNW,W,W,79,1,True,79.0,,XJlCiDQEFDDIRSd
1504,do,show,a7CMkiUe,14,SWN,S,S,100,1,True,100.0,,XJlCiDQEFDDIRSd
1505,do,show,a7CMkiUe,15,NWS,W,W,94,1,True,94.0,,XJlCiDQEFDDIRSd
1506,do,show,a7CMkiUe,2,WNS,S,S,100,1,True,100.0,,XJlCiDQEFDDIRSd
1507,do,show,a7CMkiUe,3,WNW,W,S,100,1,False,,100.0,XJlCiDQEFDDIRSd
1508,do,show,a7CMkiUe,4,NSW,S,W,57,1,False,,57.0,XJlCiDQEFDDIRSd
1509,do,show,a7CMkiUe,5,WNS,W,W,100,1,True,100.0,,XJlCiDQEFDDIRSd
1510,do,show,a7CMkiUe,6,SNW,S,S,100,1,True,100.0,,XJlCiDQEFDDIRSd
1511,do,show,a7CMkiUe,7,WNW,S,W,100,1,False,,100.0,XJlCiDQEFDDIRSd
1512,do,show,a7CMkiUe,8,SWN,W,S,100,1,False,,100.0,XJlCiDQEFDDIRSd
1513,do,show,a7CMkiUe,9,NSW,W,W,100,1,True,100.0,,XJlCiDQEFDDIRSd
1514,show,show,a7CMkiUe,0,WSN,S,S,100,1,True,100.0,,EYVxFGFpfPBUsxC
1515,show,show,a7CMkiUe,1,WSN,W,S,99,1,False,,99.0,EYVxFGFpfPBUsxC
1516,show,show,a7CMkiUe,10,SNS,S,W,98,1,False,,98.0,EYVxFGFpfPBUsxC
1517,show,show,a7CMkiUe,11,SNS,W,W,98,1,True,98.0,,EYVxFGFpfPBUsxC
1518,show,show,a7CMkiUe,12,NWS,S,W,99,1,False,,99.0,EYVxFGFpfPBUsxC
1519,show,show,a7CMkiUe,13,SNW,W,W,100,1,True,100.0,,EYVxFGFpfPBUsxC
1520,show,show,a7CMkiUe,14,SWN,S,W,68,1,False,,68.0,EYVxFGFpfPBUsxC
1521,show,show,a7CMkiUe,15,NWS,W,W,87,1,True,87.0,,EYVxFGFpfPBUsxC
1522,show,show,a7CMkiUe,2,WNS,S,S,100,1,True,100.0,,EYVxFGFpfPBUsxC
1523,show,show,a7CMkiUe,3,WNW,W,S,100,1,False,,100.0,EYVxFGFpfPBUsxC
1524,show,show,a7CMkiUe,4,NSW,S,S,77,1,True,77.0,,EYVxFGFpfPBUsxC
1525,show,show,a7CMkiUe,5,WNS,W,W,96,1,True,96.0,,EYVxFGFpfPBUsxC
1526,show,show,a7CMkiUe,6,SNW,S,S,99,1,True,99.0,,EYVxFGFpfPBUsxC
1527,show,show,a7CMkiUe,7,WNW,S,W,95,1,False,,95.0,EYVxFGFpfPBUsxC
1528,show,show,a7CMkiUe,8,SWN,W,S,97,1,False,,97.0,EYVxFGFpfPBUsxC
1529,show,show,a7CMkiUe,9,NSW,W,W,100,1,True,100.0,,EYVxFGFpfPBUsxC
1530,show,do,M8LOAb1m,0,WNS,S,S,79,1,True,79.0,,kJdzoFGFPgKBPux
1531,show,do,M8LOAb1m,1,WSN,S,S,68,1,True,68.0,,kJdzoFGFPgKBPux
1532,show,do,M8LOAb1m,10,NWS,W,W,74,1,True,74.0,,kJdzoFGFPgKBPux
1533,show,do,M8LOAb1m,11,WNW,W,S,68,1,False,,68.0,kJdzoFGFPgKBPux
1534,show,do,M8LOAb1m,12,SWN,S,S,71,1,True,71.0,,kJdzoFGFPgKBPux
1535,show,do,M8LOAb1m,13,WNW,S,W,62,1,False,,62.0,kJdzoFGFPgKBPux
1536,show,do,M8LOAb1m,14,WSN,W,S,69,1,False,,69.0,kJdzoFGFPgKBPux
1537,show,do,M8LOAb1m,15,NSW,W,W,67,1,True,67.0,,kJdzoFGFPgKBPux
1538,show,do,M8LOAb1m,2,SNW,W,W,71,1,True,71.0,,kJdzoFGFPgKBPux
1539,show,do,M8LOAb1m,3,NSW,S,S,54,1,True,54.0,,kJdzoFGFPgKBPux
1540,show,do,M8LOAb1m,4,SWN,W,S,70,1,False,,70.0,kJdzoFGFPgKBPux
1541,show,do,M8LOAb1m,5,SNS,W,W,77,1,True,77.0,,kJdzoFGFPgKBPux
1542,show,do,M8LOAb1m,6,SNW,S,S,77,1,True,77.0,,kJdzoFGFPgKBPux
1543,show,do,M8LOAb1m,7,SNS,S,W,64,1,False,,64.0,kJdzoFGFPgKBPux
1544,show,do,M8LOAb1m,8,WNS,W,W,61,1,True,61.0,,kJdzoFGFPgKBPux
1545,show,do,M8LOAb1m,9,NWS,S,W,80,1,False,,80.0,kJdzoFGFPgKBPux
1546,do,do,M8LOAb1m,0,WNS,S,S,100,2,True,100.0,,nuhNfYkehSDCmUZ
1547,do,do,M8LOAb1m,1,WSN,S,S,100,2,True,100.0,,nuhNfYkehSDCmUZ
1548,do,do,M8LOAb1m,10,NWS,W,W,100,1,True,100.0,,nuhNfYkehSDCmUZ
1549,do,do,M8LOAb1m,11,WNW,W,S,100,1,False,,100.0,nuhNfYkehSDCmUZ
1550,do,do,M8LOAb1m,12,SWN,S,W,100,1,False,,100.0,nuhNfYkehSDCmUZ
1551,do,do,M8LOAb1m,13,WNW,S,S,100,1,True,100.0,,nuhNfYkehSDCmUZ
1552,do,do,M8LOAb1m,14,WSN,W,S,100,1,False,,100.0,nuhNfYkehSDCmUZ
1553,do,do,M8LOAb1m,15,NSW,W,W,100,1,True,100.0,,nuhNfYkehSDCmUZ
1554,do,do,M8LOAb1m,2,SNW,W,S,100,1,False,,100.0,nuhNfYkehSDCmUZ
1555,do,do,M8LOAb1m,3,NSW,S,S,100,2,True,100.0,,nuhNfYkehSDCmUZ
1556,do,do,M8LOAb1m,4,SWN,W,W,100,1,True,100.0,,nuhNfYkehSDCmUZ
1557,do,do,M8LOAb1m,5,SNS,W,S,100,1,False,,100.0,nuhNfYkehSDCmUZ
1558,do,do,M8LOAb1m,6,SNW,S,S,100,1,True,100.0,,nuhNfYkehSDCmUZ
1559,do,do,M8LOAb1m,7,SNS,S,S,100,1,True,100.0,,nuhNfYkehSDCmUZ
1560,do,do,M8LOAb1m,8,WNS,W,S,100,3,False,,100.0,nuhNfYkehSDCmUZ
1561,do,do,M8LOAb1m,9,NWS,S,W,100,1,False,,100.0,nuhNfYkehSDCmUZ
1562,do,do,M8LOAb1m,0,WNS,S,S,78,1,True,78.0,,ezWfpWjuCKcucUb
1563,do,do,M8LOAb1m,1,WSN,S,S,76,1,True,76.0,,ezWfpWjuCKcucUb
1564,do,do,M8LOAb1m,10,NWS,W,W,73,1,True,73.0,,ezWfpWjuCKcucUb
1565,do,do,M8LOAb1m,11,WNW,W,S,73,1,False,,73.0,ezWfpWjuCKcucUb
1566,do,do,M8LOAb1m,12,SWN,S,S,76,1,True,76.0,,ezWfpWjuCKcucUb
1567,do,do,M8LOAb1m,13,WNW,S,W,73,1,False,,73.0,ezWfpWjuCKcucUb
1568,do,do,M8LOAb1m,14,WSN,W,S,74,1,False,,74.0,ezWfpWjuCKcucUb
1569,do,do,M8LOAb1m,15,NSW,W,W,98,1,True,98.0,,ezWfpWjuCKcucUb
1570,do,do,M8LOAb1m,2,SNW,W,W,71,1,True,71.0,,ezWfpWjuCKcucUb
1571,do,do,M8LOAb1m,3,NSW,S,S,68,1,True,68.0,,ezWfpWjuCKcucUb
1572,do,do,M8LOAb1m,4,SWN,W,S,70,1,False,,70.0,ezWfpWjuCKcucUb
1573,do,do,M8LOAb1m,5,SNS,W,W,72,1,True,72.0,,ezWfpWjuCKcucUb
1574,do,do,M8LOAb1m,6,SNW,S,S,73,1,True,73.0,,ezWfpWjuCKcucUb
1575,do,do,M8LOAb1m,7,SNS,S,W,71,1,False,,71.0,ezWfpWjuCKcucUb
1576,do,do,M8LOAb1m,8,WNS,W,W,75,1,True,75.0,,ezWfpWjuCKcucUb
1577,do,do,M8LOAb1m,9,NWS,S,W,75,1,False,,75.0,ezWfpWjuCKcucUb
1578,show,do,M8LOAb1m,0,WNS,S,S,95,1,True,95.0,,qmupSLQaKruQcYv
1579,show,do,M8LOAb1m,1,WSN,S,S,90,3,True,90.0,,qmupSLQaKruQcYv
1580,show,do,M8LOAb1m,10,NWS,W,W,87,1,True,87.0,,qmupSLQaKruQcYv
1581,show,do,M8LOAb1m,11,WNW,W,S,87,1,False,,87.0,qmupSLQaKruQcYv
1582,show,do,M8LOAb1m,12,SWN,S,S,71,1,True,71.0,,qmupSLQaKruQcYv
1583,show,do,M8LOAb1m,13,WNW,S,W,82,1,False,,82.0,qmupSLQaKruQcYv
1584,show,do,M8LOAb1m,14,WSN,W,S,81,1,False,,81.0,qmupSLQaKruQcYv
1585,show,do,M8LOAb1m,15,NSW,W,W,73,1,True,73.0,,qmupSLQaKruQcYv
1586,show,do,M8LOAb1m,2,SNW,W,W,96,1,True,96.0,,qmupSLQaKruQcYv
1587,show,do,M8LOAb1m,3,NSW,S,S,79,1,True,79.0,,qmupSLQaKruQcYv
1588,show,do,M8LOAb1m,4,SWN,W,S,69,1,False,,69.0,qmupSLQaKruQcYv
1589,show,do,M8LOAb1m,5,SNS,W,W,84,1,True,84.0,,qmupSLQaKruQcYv
1590,show,do,M8LOAb1m,6,SNW,S,S,82,2,True,82.0,,qmupSLQaKruQcYv
1591,show,do,M8LOAb1m,7,SNS,S,W,83,1,False,,83.0,qmupSLQaKruQcYv
1592,show,do,M8LOAb1m,8,WNS,W,W,88,2,True,88.0,,qmupSLQaKruQcYv
1593,show,do,M8LOAb1m,9,NWS,S,W,75,1,False,,75.0,qmupSLQaKruQcYv
