,teacher_inst,teacher_id,learner_inst,workerid,rf,color,safe_dangerous,confidence,true_value,correct,correct_confidence,incorrect_confidence,n_safe_colors,safe,match_inst
4011,doing,s_32,showing,L_299,xoo,purple,safe,22,safe,True,22.0,,2,True,doing-showing
4012,doing,s_36,showing,L_300,oxx,purple,safe,38,dangerous,False,,38.0,1,True,doing-showing
4013,showing,s_13,doing,L_301,xxo,purple,dangerous,37,dangerous,True,37.0,,1,False,showing-doing
4014,doing,s_48,showing,L_302,oxo,purple,dangerous,50,dangerous,True,50.0,,2,False,doing-showing
4015,showing,s_24,doing,L_303,ooo,purple,safe,51,safe,True,51.0,,3,True,showing-doing
4016,showing,s_6,doing,L_304,xox,purple,safe,68,safe,True,68.0,,1,True,showing-doing
4017,doing,s_29,doing,L_305,oxx,purple,dangerous,72,dangerous,True,72.0,,1,False,doing-doing
4018,doing,s_22,showing,L_306,xxo,purple,dangerous,66,dangerous,True,66.0,,1,False,doing-showing
4019,showing,s_26,showing,L_307,oxx,purple,dangerous,40,dangerous,True,40.0,,1,False,showing-showing
4020,showing,s_53,doing,L_308,xoo,purple,safe,100,safe,True,100.0,,2,True,showing-doing
4021,doing,s_29,doing,L_309,xox,purple,safe,100,safe,True,100.0,,1,True,doing-doing
4022,doing,s_3,showing,L_310,oox,purple,dangerous,26,safe,False,,26.0,2,False,doing-showing
4023,showing,s_51,doing,L_311,oxo,purple,dangerous,97,dangerous,True,97.0,,2,False,showing-doing
4024,doing,s_41,doing,L_312,oxo,purple,dangerous,87,dangerous,True,87.0,,2,False,doing-doing
4025,doing,s_9,showing,L_313,xxo,purple,dangerous,94,dangerous,True,94.0,,1,False,doing-showing
4026,showing,s_16,showing,L_314,xox,purple,safe,85,safe,True,85.0,,1,True,showing-showing
4027,showing,s_25,showing,L_315,xxx,purple,safe,75,dangerous,False,,75.0,0,True,showing-showing
4028,doing,s_29,showing,L_316,oox,purple,safe,66,safe,True,66.0,,2,True,doing-showing
4029,doing,s_29,doing,L_317,oox,purple,safe,88,safe,True,88.0,,2,True,doing-doing
4030,doing,s_38,doing,L_318,oxx,purple,safe,76,dangerous,False,,76.0,1,True,doing-doing
4031,doing,s_42,showing,L_319,xoo,purple,dangerous,68,safe,False,,68.0,2,False,doing-showing
4032,doing,s_32,doing,L_320,oxo,purple,dangerous,99,dangerous,True,99.0,,2,False,doing-doing
4033,showing,s_31,doing,L_321,ooo,purple,safe,76,safe,True,76.0,,3,True,showing-doing
4034,doing,s_38,showing,L_322,xxx,purple,safe,65,dangerous,False,,65.0,0,True,doing-showing
4035,doing,s_9,showing,L_323,oxx,purple,dangerous,33,dangerous,True,33.0,,1,False,doing-showing
4036,showing,s_7,doing,L_324,oxx,purple,dangerous,82,dangerous,True,82.0,,1,False,showing-doing
4037,showing,s_28,doing,L_325,oox,purple,safe,99,safe,True,99.0,,2,True,showing-doing
4038,doing,s_10,showing,L_326,ooo,purple,dangerous,71,safe,False,,71.0,3,False,doing-showing
4039,showing,s_28,doing,L_327,xxo,purple,dangerous,100,dangerous,True,100.0,,1,False,showing-doing
4040,showing,s_6,doing,L_328,oxx,purple,dangerous,100,dangerous,True,100.0,,1,False,showing-doing
4041,showing,s_31,showing,L_329,xoo,purple,safe,100,safe,True,100.0,,2,True,showing-showing
4042,doing,s_29,showing,L_330,oox,purple,safe,100,safe,True,100.0,,2,True,doing-showing
4043,showing,s_46,showing,L_331,oxx,purple,dangerous,86,dangerous,True,86.0,,1,False,showing-showing
4044,showing,s_25,showing,L_332,ooo,purple,dangerous,30,safe,False,,30.0,3,False,showing-showing
4045,showing,s_4,doing,L_333,xxo,purple,dangerous,40,dangerous,True,40.0,,1,False,showing-doing
4046,showing,s_45,doing,L_334,xoo,purple,dangerous,77,safe,False,,77.0,2,False,showing-doing
4047,doing,s_29,doing,L_335,oxo,purple,dangerous,100,dangerous,True,100.0,,2,False,doing-doing
4048,showing,s_55,doing,L_336,oxx,purple,dangerous,58,dangerous,True,58.0,,1,False,showing-doing
4049,doing,s_5,doing,L_337,oxx,purple,dangerous,100,dangerous,True,100.0,,1,False,doing-doing
4050,doing,s_22,doing,L_338,xoo,purple,dangerous,55,safe,False,,55.0,2,False,doing-doing
4051,showing,s_26,doing,L_339,ooo,purple,dangerous,68,safe,False,,68.0,3,False,showing-doing
4052,doing,s_30,showing,L_340,oxx,purple,dangerous,14,dangerous,True,14.0,,1,False,doing-showing
4053,doing,s_36,doing,L_341,xoo,purple,safe,20,safe,True,20.0,,2,True,doing-doing
4054,doing,s_9,showing,L_342,xox,purple,dangerous,50,safe,False,,50.0,1,False,doing-showing
4055,doing,s_54,showing,L_343,oox,purple,dangerous,80,safe,False,,80.0,2,False,doing-showing
4056,doing,s_34,showing,L_344,oxx,purple,dangerous,92,dangerous,True,92.0,,1,False,doing-showing
4057,showing,s_46,showing,L_345,xox,purple,safe,100,safe,True,100.0,,1,True,showing-showing
4058,showing,s_2,showing,L_346,ooo,purple,safe,100,safe,True,100.0,,3,True,showing-showing
4059,doing,s_40,doing,L_347,oxx,purple,dangerous,100,dangerous,True,100.0,,1,False,doing-doing
4060,doing,s_40,doing,L_348,xxx,purple,dangerous,77,dangerous,True,77.0,,0,False,doing-doing
4061,doing,s_33,showing,L_349,xoo,purple,safe,68,safe,True,68.0,,2,True,doing-showing
4062,doing,s_40,showing,L_350,xox,purple,dangerous,44,safe,False,,44.0,1,False,doing-showing
4063,showing,s_18,showing,L_351,xxo,purple,dangerous,50,dangerous,True,50.0,,1,False,showing-showing
4064,showing,s_0,showing,L_352,xoo,purple,safe,81,safe,True,81.0,,2,True,showing-showing
4065,showing,s_55,doing,L_353,oox,purple,safe,36,safe,True,36.0,,2,True,showing-doing
4066,doing,s_11,doing,L_354,oox,purple,safe,100,safe,True,100.0,,2,True,doing-doing
4067,showing,s_7,doing,L_355,oxo,purple,safe,38,dangerous,False,,38.0,2,True,showing-doing
4068,doing,s_36,doing,L_356,xxx,purple,safe,70,dangerous,False,,70.0,0,True,doing-doing
4069,doing,s_11,showing,L_357,xxo,purple,dangerous,86,dangerous,True,86.0,,1,False,doing-showing
4070,showing,s_6,showing,L_358,xox,purple,safe,87,safe,True,87.0,,1,True,showing-showing
4071,showing,s_43,doing,L_359,oxo,purple,dangerous,48,dangerous,True,48.0,,2,False,showing-doing
4072,showing,s_7,showing,L_360,oxx,purple,dangerous,100,dangerous,True,100.0,,1,False,showing-showing
4073,doing,s_47,doing,L_361,ooo,purple,safe,34,safe,True,34.0,,3,True,doing-doing
4074,doing,s_41,doing,L_362,oxo,purple,dangerous,53,dangerous,True,53.0,,2,False,doing-doing
4075,showing,s_55,showing,L_363,oox,purple,safe,100,safe,True,100.0,,2,True,showing-showing
4076,doing,s_47,showing,L_364,oox,purple,safe,100,safe,True,100.0,,2,True,doing-showing
4077,showing,s_28,showing,L_365,xxo,purple,dangerous,0,dangerous,True,0.0,,1,False,showing-showing
4078,doing,s_32,doing,L_366,xxx,purple,dangerous,57,dangerous,True,57.0,,0,False,doing-doing
4079,doing,s_9,showing,L_367,xxo,purple,dangerous,100,dangerous,True,100.0,,1,False,doing-showing
4080,showing,s_50,doing,L_368,oxx,purple,dangerous,53,dangerous,True,53.0,,1,False,showing-doing
4081,doing,s_14,doing,L_369,ooo,purple,safe,64,safe,True,64.0,,3,True,doing-doing
4082,showing,s_28,doing,L_370,oxo,purple,dangerous,60,dangerous,True,60.0,,2,False,showing-doing
4083,doing,s_1,showing,L_371,xxx,purple,safe,71,dangerous,False,,71.0,0,True,doing-showing
4084,doing,s_30,doing,L_372,oxo,purple,dangerous,32,dangerous,True,32.0,,2,False,doing-doing
4085,doing,s_15,showing,L_373,ooo,purple,safe,31,safe,True,31.0,,3,True,doing-showing
4086,showing,s_46,showing,L_374,xxo,purple,dangerous,54,dangerous,True,54.0,,1,False,showing-showing
4087,doing,s_1,showing,L_375,oxx,purple,dangerous,55,dangerous,True,55.0,,1,False,doing-showing
4088,showing,s_28,doing,L_376,xxx,purple,safe,95,dangerous,False,,95.0,0,True,showing-doing
4089,showing,s_2,showing,L_377,oox,purple,safe,100,safe,True,100.0,,2,True,showing-showing
4090,doing,s_5,doing,L_378,xoo,purple,safe,52,safe,True,52.0,,2,True,doing-doing
4091,doing,s_5,showing,L_379,oxx,purple,dangerous,100,dangerous,True,100.0,,1,False,doing-showing
4092,doing,s_8,showing,L_380,ooo,purple,dangerous,100,safe,False,,100.0,3,False,doing-showing
4093,doing,s_36,doing,L_381,oxx,purple,dangerous,92,dangerous,True,92.0,,1,False,doing-doing
4094,doing,s_56,showing,L_382,ooo,purple,dangerous,87,safe,False,,87.0,3,False,doing-showing
4095,showing,s_4,showing,L_383,oxx,purple,dangerous,40,dangerous,True,40.0,,1,False,showing-showing
4096,doing,s_56,doing,L_384,xox,purple,safe,100,safe,True,100.0,,1,True,doing-doing
4097,showing,s_35,showing,L_385,oxx,purple,dangerous,90,dangerous,True,90.0,,1,False,showing-showing
4098,doing,s_42,doing,L_386,oxx,purple,safe,0,dangerous,False,,0.0,1,True,doing-doing
4099,doing,s_30,showing,L_387,oox,purple,safe,26,safe,True,26.0,,2,True,doing-showing
4100,doing,s_15,doing,L_388,oxo,purple,dangerous,82,dangerous,True,82.0,,2,False,doing-doing
4101,doing,s_40,doing,L_389,oxx,purple,dangerous,89,dangerous,True,89.0,,1,False,doing-doing
4102,showing,s_4,showing,L_390,oox,purple,safe,82,safe,True,82.0,,2,True,showing-showing
4103,doing,s_52,showing,L_391,oxx,purple,dangerous,85,dangerous,True,85.0,,1,False,doing-showing
4104,showing,s_13,doing,L_392,oxx,purple,dangerous,100,dangerous,True,100.0,,1,False,showing-doing
4105,showing,s_28,doing,L_393,xoo,purple,dangerous,81,safe,False,,81.0,2,False,showing-doing
4106,doing,s_8,showing,L_394,xxx,purple,dangerous,10,dangerous,True,10.0,,0,False,doing-showing
4107,showing,s_31,showing,L_395,xxo,purple,dangerous,70,dangerous,True,70.0,,1,False,showing-showing
4108,doing,s_22,showing,L_396,oxo,purple,dangerous,69,dangerous,True,69.0,,2,False,doing-showing
4109,showing,s_31,showing,L_397,xoo,purple,safe,100,safe,True,100.0,,2,True,showing-showing
4110,doing,s_56,doing,L_398,ooo,purple,dangerous,39,safe,False,,39.0,3,False,doing-doing
4111,showing,s_49,showing,L_399,oxo,purple,dangerous,0,dangerous,True,0.0,,2,False,showing-showing
4112,showing,s_2,doing,L_400,ooo,purple,safe,87,safe,True,87.0,,3,True,showing-doing
4113,showing,s_45,doing,L_401,xoo,purple,dangerous,7,safe,False,,7.0,2,False,showing-doing
4114,showing,s_4,showing,L_402,oxo,purple,dangerous,84,dangerous,True,84.0,,2,False,showing-showing
4115,doing,s_11,doing,L_403,xoo,purple,dangerous,74,safe,False,,74.0,2,False,doing-doing
4116,doing,s_38,doing,L_404,xoo,purple,dangerous,83,safe,False,,83.0,2,False,doing-doing
4117,doing,s_36,doing,L_405,xxo,purple,safe,40,dangerous,False,,40.0,1,True,doing-doing
4118,doing,s_10,showing,L_406,oxo,purple,dangerous,89,dangerous,True,89.0,,2,False,doing-showing
4119,doing,s_56,showing,L_407,xox,purple,safe,100,safe,True,100.0,,1,True,doing-showing
4120,doing,s_5,showing,L_408,oox,purple,safe,100,safe,True,100.0,,2,True,doing-showing
4121,showing,s_35,showing,L_409,oxo,purple,dangerous,62,dangerous,True,62.0,,2,False,showing-showing
4122,doing,s_27,showing,L_410,xxx,purple,safe,36,dangerous,False,,36.0,0,True,doing-showing
4123,showing,s_25,showing,L_411,xoo,purple,safe,100,safe,True,100.0,,2,True,showing-showing
4124,doing,s_34,showing,L_412,xxo,purple,dangerous,30,dangerous,True,30.0,,1,False,doing-showing
4125,showing,s_53,showing,L_413,xoo,purple,safe,100,safe,True,100.0,,2,True,showing-showing
4126,showing,s_50,showing,L_414,oxx,purple,dangerous,0,dangerous,True,0.0,,1,False,showing-showing
4127,showing,s_31,doing,L_415,xoo,purple,safe,72,safe,True,72.0,,2,True,showing-doing
4128,showing,s_13,showing,L_416,oox,purple,safe,72,safe,True,72.0,,2,True,showing-showing
4129,doing,s_11,showing,L_417,oox,purple,safe,97,safe,True,97.0,,2,True,doing-showing
4130,showing,s_49,showing,L_418,xxo,purple,dangerous,75,dangerous,True,75.0,,1,False,showing-showing
4131,showing,s_35,doing,L_419,xoo,purple,safe,100,safe,True,100.0,,2,True,showing-doing
4132,doing,s_36,doing,L_420,xxo,purple,dangerous,49,dangerous,True,49.0,,1,False,doing-doing
4133,showing,s_43,doing,L_421,oxo,purple,safe,64,dangerous,False,,64.0,2,True,showing-doing
4134,doing,s_37,doing,L_422,xxo,purple,dangerous,81,dangerous,True,81.0,,1,False,doing-doing
4135,showing,s_28,doing,L_423,xxx,purple,safe,69,dangerous,False,,69.0,0,True,showing-doing
4136,showing,s_35,showing,L_424,ooo,purple,safe,62,safe,True,62.0,,3,True,showing-showing
4137,doing,s_10,doing,L_425,oxx,purple,dangerous,0,dangerous,True,0.0,,1,False,doing-doing
4138,showing,s_53,doing,L_426,xoo,purple,safe,100,safe,True,100.0,,2,True,showing-doing
4139,doing,s_52,doing,L_427,oox,purple,safe,28,safe,True,28.0,,2,True,doing-doing
4140,doing,s_37,showing,L_428,oxo,purple,dangerous,30,dangerous,True,30.0,,2,False,doing-showing
4141,showing,s_20,doing,L_429,xoo,purple,dangerous,100,safe,False,,100.0,2,False,showing-doing
4142,showing,s_19,doing,L_430,xox,purple,safe,92,safe,True,92.0,,1,True,showing-doing
4143,showing,s_12,doing,L_431,xoo,purple,safe,97,safe,True,97.0,,2,True,showing-doing
4144,showing,s_23,showing,L_432,xoo,purple,safe,99,safe,True,99.0,,2,True,showing-showing
4145,showing,s_17,doing,L_433,oxx,purple,dangerous,57,dangerous,True,57.0,,1,False,showing-doing
4146,showing,s_26,doing,L_434,xox,purple,safe,96,safe,True,96.0,,1,True,showing-doing
4147,showing,s_4,doing,L_435,xoo,purple,safe,100,safe,True,100.0,,2,True,showing-doing
4148,doing,s_32,doing,L_436,oox,purple,safe,99,safe,True,99.0,,2,True,doing-doing
4149,showing,s_13,doing,L_437,ooo,purple,safe,65,safe,True,65.0,,3,True,showing-doing
4150,doing,s_32,showing,L_438,xxo,purple,dangerous,76,dangerous,True,76.0,,1,False,doing-showing
4151,doing,s_5,showing,L_439,xoo,purple,dangerous,100,safe,False,,100.0,2,False,doing-showing
4152,doing,s_47,showing,L_440,ooo,purple,dangerous,59,safe,False,,59.0,3,False,doing-showing
4153,showing,s_2,showing,L_441,xxx,purple,safe,61,dangerous,False,,61.0,0,True,showing-showing
4154,doing,s_41,doing,L_442,oxx,purple,dangerous,60,dangerous,True,60.0,,1,False,doing-doing
4155,showing,s_21,showing,L_443,xoo,purple,dangerous,62,safe,False,,62.0,2,False,showing-showing
4156,doing,s_5,showing,L_444,ooo,purple,safe,60,safe,True,60.0,,3,True,doing-showing
4157,doing,s_57,doing,L_445,xoo,purple,safe,61,safe,True,61.0,,2,True,doing-doing
4158,doing,s_11,doing,L_446,ooo,purple,dangerous,0,safe,False,,0.0,3,False,doing-doing
4159,showing,s_20,showing,L_447,xoo,purple,dangerous,65,safe,False,,65.0,2,False,showing-showing
4160,showing,s_16,doing,L_448,oxx,purple,dangerous,100,dangerous,True,100.0,,1,False,showing-doing
4161,doing,s_9,doing,L_449,xoo,purple,dangerous,100,safe,False,,100.0,2,False,doing-doing
4162,doing,s_57,showing,L_450,oxx,purple,dangerous,69,dangerous,True,69.0,,1,False,doing-showing
4163,showing,s_18,showing,L_451,oox,purple,dangerous,100,safe,False,,100.0,2,False,showing-showing
4164,showing,s_13,showing,L_452,xoo,purple,safe,86,safe,True,86.0,,2,True,showing-showing
4165,doing,s_32,doing,L_453,xoo,purple,dangerous,60,safe,False,,60.0,2,False,doing-doing
4166,doing,s_37,showing,L_454,oxx,purple,safe,100,dangerous,False,,100.0,1,True,doing-showing
4167,showing,s_39,doing,L_455,oox,purple,safe,97,safe,True,97.0,,2,True,showing-doing
4168,showing,s_2,showing,L_456,xxo,purple,dangerous,59,dangerous,True,59.0,,1,False,showing-showing
4169,showing,s_31,doing,L_457,oxx,purple,dangerous,34,dangerous,True,34.0,,1,False,showing-doing
4170,doing,s_30,doing,L_458,oox,purple,safe,69,safe,True,69.0,,2,True,doing-doing
4171,doing,s_10,doing,L_459,oxo,purple,dangerous,35,dangerous,True,35.0,,2,False,doing-doing
4172,showing,s_45,showing,L_460,oxx,purple,dangerous,9,dangerous,True,9.0,,1,False,showing-showing
4173,showing,s_16,showing,L_461,ooo,purple,safe,20,safe,True,20.0,,3,True,showing-showing
4174,doing,s_48,doing,L_462,xxo,purple,safe,57,dangerous,False,,57.0,1,True,doing-doing
4175,showing,s_26,doing,L_463,xxx,purple,dangerous,100,dangerous,True,100.0,,0,False,showing-doing
4176,showing,s_35,doing,L_464,oxx,purple,dangerous,100,dangerous,True,100.0,,1,False,showing-doing
4177,showing,s_21,doing,L_465,ooo,purple,dangerous,39,safe,False,,39.0,3,False,showing-doing
4178,doing,s_29,showing,L_466,xxo,purple,dangerous,50,dangerous,True,50.0,,1,False,doing-showing
4179,doing,s_41,doing,L_467,xoo,purple,dangerous,83,safe,False,,83.0,2,False,doing-doing
4180,doing,s_48,doing,L_468,xoo,purple,dangerous,100,safe,False,,100.0,2,False,doing-doing
4181,showing,s_2,doing,L_469,oxx,purple,dangerous,100,dangerous,True,100.0,,1,False,showing-doing
4182,showing,s_2,doing,L_470,xxo,purple,dangerous,57,dangerous,True,57.0,,1,False,showing-doing
4183,showing,s_43,doing,L_471,oox,purple,safe,88,safe,True,88.0,,2,True,showing-doing
4184,showing,s_49,doing,L_472,xxx,purple,safe,53,dangerous,False,,53.0,0,True,showing-doing
4185,doing,s_32,showing,L_473,xox,purple,safe,73,safe,True,73.0,,1,True,doing-showing
4186,showing,s_6,showing,L_474,ooo,purple,safe,74,safe,True,74.0,,3,True,showing-showing
4187,showing,s_7,doing,L_475,oxo,purple,dangerous,100,dangerous,True,100.0,,2,False,showing-doing
4188,doing,s_33,doing,L_476,xox,purple,safe,100,safe,True,100.0,,1,True,doing-doing
4189,doing,s_5,showing,L_477,xxx,purple,safe,39,dangerous,False,,39.0,0,True,doing-showing
4190,showing,s_35,doing,L_478,xxo,purple,dangerous,68,dangerous,True,68.0,,1,False,showing-doing
4191,showing,s_53,showing,L_479,xxo,purple,dangerous,61,dangerous,True,61.0,,1,False,showing-showing
4192,showing,s_55,showing,L_480,xxo,purple,dangerous,60,dangerous,True,60.0,,1,False,showing-showing
4193,showing,s_16,doing,L_481,xxx,purple,dangerous,60,dangerous,True,60.0,,0,False,showing-doing
4194,showing,s_0,doing,L_482,oxo,purple,dangerous,81,dangerous,True,81.0,,2,False,showing-doing
4195,showing,s_17,doing,L_483,xoo,purple,safe,58,safe,True,58.0,,2,True,showing-doing
4196,doing,s_3,showing,L_484,xxo,purple,dangerous,37,dangerous,True,37.0,,1,False,doing-showing
4197,showing,s_45,showing,L_485,xxo,purple,safe,73,dangerous,False,,73.0,1,True,showing-showing
4198,doing,s_11,showing,L_486,ooo,purple,safe,100,safe,True,100.0,,3,True,doing-showing
4199,doing,s_9,showing,L_487,oox,purple,dangerous,60,safe,False,,60.0,2,False,doing-showing
4200,showing,s_18,showing,L_488,oox,purple,safe,100,safe,True,100.0,,2,True,showing-showing
4201,doing,s_41,doing,L_489,oox,purple,safe,100,safe,True,100.0,,2,True,doing-doing
4202,showing,s_24,doing,L_490,oxo,purple,safe,86,dangerous,False,,86.0,2,True,showing-doing
4203,doing,s_30,doing,L_491,xxx,purple,safe,0,dangerous,False,,0.0,0,True,doing-doing
4204,doing,s_47,doing,L_492,oxx,purple,dangerous,87,dangerous,True,87.0,,1,False,doing-doing
4205,doing,s_10,doing,L_493,ooo,purple,safe,100,safe,True,100.0,,3,True,doing-doing
4206,doing,s_47,showing,L_494,ooo,purple,safe,73,safe,True,73.0,,3,True,doing-showing
4207,doing,s_29,doing,L_495,ooo,purple,dangerous,0,safe,False,,0.0,3,False,doing-doing
4208,showing,s_24,showing,L_496,oox,purple,safe,100,safe,True,100.0,,2,True,showing-showing
4209,showing,s_51,showing,L_497,ooo,purple,safe,99,safe,True,99.0,,3,True,showing-showing
4210,showing,s_43,doing,L_498,xox,purple,safe,100,safe,True,100.0,,1,True,showing-doing
4211,showing,s_31,doing,L_499,xoo,purple,safe,92,safe,True,92.0,,2,True,showing-doing
4212,showing,s_53,doing,L_500,xxo,purple,dangerous,6,dangerous,True,6.0,,1,False,showing-doing
4213,doing,s_11,doing,L_501,oxo,purple,dangerous,100,dangerous,True,100.0,,2,False,doing-doing
4214,showing,s_55,doing,L_502,xxx,purple,safe,93,dangerous,False,,93.0,0,True,showing-doing
4215,doing,s_33,showing,L_503,xxx,purple,safe,50,dangerous,False,,50.0,0,True,doing-showing
4216,showing,s_25,doing,L_504,ooo,purple,safe,100,safe,True,100.0,,3,True,showing-doing
4217,showing,s_26,showing,L_505,oox,purple,safe,93,safe,True,93.0,,2,True,showing-showing
4218,showing,s_51,showing,L_506,xox,purple,safe,75,safe,True,75.0,,1,True,showing-showing
4219,showing,s_6,doing,L_507,oxo,purple,dangerous,100,dangerous,True,100.0,,2,False,showing-doing
4220,doing,s_22,doing,L_508,oxx,purple,dangerous,95,dangerous,True,95.0,,1,False,doing-doing
4221,doing,s_11,showing,L_509,xox,purple,safe,69,safe,True,69.0,,1,True,doing-showing
4222,doing,s_38,doing,L_510,xxo,purple,safe,67,dangerous,False,,67.0,1,True,doing-doing
4223,showing,s_53,showing,L_511,xoo,purple,safe,88,safe,True,88.0,,2,True,showing-showing
4224,doing,s_3,showing,L_512,oxx,purple,safe,34,dangerous,False,,34.0,1,True,doing-showing
4225,showing,s_2,doing,L_513,xox,purple,safe,100,safe,True,100.0,,1,True,showing-doing
4226,showing,s_25,doing,L_514,oxo,purple,dangerous,100,dangerous,True,100.0,,2,False,showing-doing
4227,showing,s_39,doing,L_515,oxo,purple,safe,26,dangerous,False,,26.0,2,True,showing-doing
4228,doing,s_33,showing,L_516,oxo,purple,dangerous,89,dangerous,True,89.0,,2,False,doing-showing
4229,showing,s_18,showing,L_517,xox,purple,safe,95,safe,True,95.0,,1,True,showing-showing
4230,showing,s_18,showing,L_518,oxo,purple,dangerous,100,dangerous,True,100.0,,2,False,showing-showing
4231,doing,s_15,doing,L_519,xox,purple,safe,100,safe,True,100.0,,1,True,doing-doing
4232,showing,s_46,showing,L_520,oxo,purple,dangerous,83,dangerous,True,83.0,,2,False,showing-showing
4233,showing,s_43,doing,L_521,ooo,purple,safe,60,safe,True,60.0,,3,True,showing-doing
4234,showing,s_50,showing,L_522,oxo,purple,dangerous,100,dangerous,True,100.0,,2,False,showing-showing
4235,showing,s_12,showing,L_523,ooo,purple,safe,100,safe,True,100.0,,3,True,showing-showing
4236,showing,s_21,doing,L_524,xxo,purple,dangerous,50,dangerous,True,50.0,,1,False,showing-doing
4237,doing,s_33,showing,L_525,oxo,purple,dangerous,86,dangerous,True,86.0,,2,False,doing-showing
4238,showing,s_13,showing,L_526,oxx,purple,dangerous,70,dangerous,True,70.0,,1,False,showing-showing
4239,showing,s_26,showing,L_527,xxo,purple,dangerous,73,dangerous,True,73.0,,1,False,showing-showing
4240,showing,s_55,doing,L_528,xxo,purple,dangerous,85,dangerous,True,85.0,,1,False,showing-doing
4241,showing,s_24,showing,L_529,xoo,purple,safe,76,safe,True,76.0,,2,True,showing-showing
4242,showing,s_51,showing,L_530,oxx,purple,dangerous,75,dangerous,True,75.0,,1,False,showing-showing
4243,showing,s_51,doing,L_531,xoo,purple,safe,100,safe,True,100.0,,2,True,showing-doing
4244,doing,s_48,doing,L_532,xxx,purple,safe,89,dangerous,False,,89.0,0,True,doing-doing
4245,showing,s_0,showing,L_533,oxx,purple,dangerous,88,dangerous,True,88.0,,1,False,showing-showing
4246,doing,s_33,showing,L_534,xxo,purple,safe,100,dangerous,False,,100.0,1,True,doing-showing
4247,showing,s_2,showing,L_535,ooo,purple,safe,82,safe,True,82.0,,3,True,showing-showing
4248,doing,s_52,showing,L_536,oxx,purple,dangerous,100,dangerous,True,100.0,,1,False,doing-showing
4249,showing,s_12,showing,L_537,oxo,purple,dangerous,100,dangerous,True,100.0,,2,False,showing-showing
4250,showing,s_55,showing,L_538,oxx,purple,dangerous,20,dangerous,True,20.0,,1,False,showing-showing
4251,showing,s_28,doing,L_539,ooo,purple,safe,61,safe,True,61.0,,3,True,showing-doing
4252,showing,s_12,doing,L_540,xxx,purple,safe,100,dangerous,False,,100.0,0,True,showing-doing
4253,doing,s_1,doing,L_541,xxo,purple,dangerous,46,dangerous,True,46.0,,1,False,doing-doing
4254,doing,s_44,doing,L_542,oox,purple,safe,72,safe,True,72.0,,2,True,doing-doing
4255,doing,s_54,showing,L_543,oxx,purple,safe,51,dangerous,False,,51.0,1,True,doing-showing
4256,doing,s_9,doing,L_544,xox,purple,safe,100,safe,True,100.0,,1,True,doing-doing
4257,showing,s_28,showing,L_545,xxx,purple,safe,99,dangerous,False,,99.0,0,True,showing-showing
4258,doing,s_1,doing,L_546,oxx,purple,safe,93,dangerous,False,,93.0,1,True,doing-doing
4259,doing,s_30,doing,L_547,oxo,purple,dangerous,90,dangerous,True,90.0,,2,False,doing-doing
4260,doing,s_37,showing,L_548,xoo,purple,dangerous,79,safe,False,,79.0,2,False,doing-showing
4261,showing,s_25,doing,L_549,xox,purple,safe,100,safe,True,100.0,,1,True,showing-doing
4262,doing,s_27,doing,L_550,ooo,purple,safe,86,safe,True,86.0,,3,True,doing-doing
4263,showing,s_21,doing,L_551,xxo,purple,dangerous,31,dangerous,True,31.0,,1,False,showing-doing
4264,showing,s_49,showing,L_552,oxx,purple,dangerous,0,dangerous,True,0.0,,1,False,showing-showing
4265,showing,s_6,doing,L_553,ooo,purple,safe,75,safe,True,75.0,,3,True,showing-doing
4266,showing,s_16,doing,L_554,oox,purple,safe,100,safe,True,100.0,,2,True,showing-doing
4267,doing,s_40,doing,L_555,xxo,purple,dangerous,77,dangerous,True,77.0,,1,False,doing-doing
4268,doing,s_15,showing,L_556,xox,purple,safe,100,safe,True,100.0,,1,True,doing-showing
4269,doing,s_52,showing,L_557,xox,purple,safe,100,safe,True,100.0,,1,True,doing-showing
4270,showing,s_26,doing,L_558,oxx,purple,dangerous,25,dangerous,True,25.0,,1,False,showing-doing
4271,doing,s_14,doing,L_559,xoo,purple,dangerous,67,safe,False,,67.0,2,False,doing-doing
4272,doing,s_52,doing,L_560,xxx,purple,dangerous,81,dangerous,True,81.0,,0,False,doing-doing
4273,doing,s_41,doing,L_561,xxx,purple,safe,58,dangerous,False,,58.0,0,True,doing-doing
4274,showing,s_18,showing,L_562,ooo,purple,safe,97,safe,True,97.0,,3,True,showing-showing
4275,showing,s_2,doing,L_563,xxo,purple,dangerous,65,dangerous,True,65.0,,1,False,showing-doing
4276,showing,s_13,doing,L_564,xoo,purple,dangerous,86,safe,False,,86.0,2,False,showing-doing
4277,doing,s_42,doing,L_565,xox,purple,safe,99,safe,True,99.0,,1,True,doing-doing
4278,showing,s_45,showing,L_566,xxx,purple,safe,87,dangerous,False,,87.0,0,True,showing-showing
4279,doing,s_47,doing,L_567,oxo,purple,dangerous,63,dangerous,True,63.0,,2,False,doing-doing
4280,doing,s_48,doing,L_568,ooo,purple,safe,87,safe,True,87.0,,3,True,doing-doing
4281,doing,s_36,showing,L_569,oox,purple,safe,100,safe,True,100.0,,2,True,doing-showing
4282,doing,s_30,showing,L_570,oox,purple,safe,100,safe,True,100.0,,2,True,doing-showing
4283,doing,s_37,doing,L_571,ooo,purple,dangerous,52,safe,False,,52.0,3,False,doing-doing
