,teacher_inst,teacher_id,learner_inst,workerid,rf,color,safe_dangerous,confidence,true_value,correct,correct_confidence,incorrect_confidence,n_safe_colors,safe,match_inst
893,doing,s_52,doing,L_893,xxx,blue,safe,100,dangerous,False,,100.0,0,True,doing-doing
894,showing,s_25,showing,L_894,xxo,blue,safe,98,safe,True,98.0,,1,True,showing-showing
895,doing,s_33,doing,L_895,xxo,blue,safe,90,safe,True,90.0,,1,True,doing-doing
896,doing,s_27,doing,L_896,xxo,blue,safe,83,safe,True,83.0,,1,True,doing-doing
897,showing,s_25,doing,L_897,xxo,blue,safe,100,safe,True,100.0,,1,True,showing-doing
898,showing,s_25,doing,L_898,xoo,blue,dangerous,67,safe,False,,67.0,2,False,showing-doing
899,showing,s_23,doing,L_899,xoo,blue,dangerous,36,safe,False,,36.0,2,False,showing-doing
900,doing,s_8,showing,L_900,ooo,blue,dangerous,0,safe,False,,0.0,3,False,doing-showing
901,showing,s_49,showing,L_901,xoo,blue,safe,58,safe,True,58.0,,2,True,showing-showing
902,doing,s_11,doing,L_902,xox,blue,dangerous,100,dangerous,True,100.0,,1,False,doing-doing
903,showing,s_12,doing,L_903,oxo,blue,safe,100,safe,True,100.0,,2,True,showing-doing
904,showing,s_24,doing,L_904,xxx,blue,safe,96,dangerous,False,,96.0,0,True,showing-doing
905,doing,s_56,showing,L_905,oxo,blue,safe,100,safe,True,100.0,,2,True,doing-showing
906,showing,s_20,showing,L_906,xoo,blue,dangerous,45,safe,False,,45.0,2,False,showing-showing
907,showing,s_31,showing,L_907,oxo,blue,dangerous,86,safe,False,,86.0,2,False,showing-showing
908,doing,s_30,showing,L_908,xox,blue,dangerous,100,dangerous,True,100.0,,1,False,doing-showing
909,doing,s_37,doing,L_909,oox,blue,dangerous,100,dangerous,True,100.0,,2,False,doing-doing
910,showing,s_49,doing,L_910,xoo,blue,safe,100,safe,True,100.0,,2,True,showing-doing
911,showing,s_25,doing,L_911,oox,blue,dangerous,100,dangerous,True,100.0,,2,False,showing-doing
912,doing,s_52,showing,L_912,ooo,blue,safe,91,safe,True,91.0,,3,True,doing-showing
913,showing,s_17,doing,L_913,ooo,blue,safe,49,safe,True,49.0,,3,True,showing-doing
914,showing,s_19,doing,L_914,ooo,blue,dangerous,51,safe,False,,51.0,3,False,showing-doing
915,showing,s_23,doing,L_915,oox,blue,dangerous,55,dangerous,True,55.0,,2,False,showing-doing
916,doing,s_3,showing,L_916,ooo,blue,dangerous,78,safe,False,,78.0,3,False,doing-showing
917,doing,s_15,showing,L_917,xoo,blue,safe,97,safe,True,97.0,,2,True,doing-showing
918,showing,s_31,showing,L_918,ooo,blue,safe,81,safe,True,81.0,,3,True,showing-showing
919,doing,s_40,showing,L_919,xoo,blue,safe,100,safe,True,100.0,,2,True,doing-showing
920,doing,s_10,doing,L_920,xox,blue,dangerous,76,dangerous,True,76.0,,1,False,doing-doing
921,doing,s_22,showing,L_921,xoo,blue,safe,74,safe,True,74.0,,2,True,doing-showing
922,doing,s_32,showing,L_922,xoo,blue,safe,100,safe,True,100.0,,2,True,doing-showing
923,doing,s_3,doing,L_923,oox,blue,dangerous,95,dangerous,True,95.0,,2,False,doing-doing
924,doing,s_3,showing,L_924,xxx,blue,safe,76,dangerous,False,,76.0,0,True,doing-showing
925,showing,s_39,doing,L_925,ooo,blue,dangerous,75,safe,False,,75.0,3,False,showing-doing
926,showing,s_2,doing,L_926,xoo,blue,safe,50,safe,True,50.0,,2,True,showing-doing
927,doing,s_47,showing,L_927,xox,blue,dangerous,100,dangerous,True,100.0,,1,False,doing-showing
928,showing,s_23,showing,L_928,xox,blue,dangerous,100,dangerous,True,100.0,,1,False,showing-showing
929,showing,s_23,doing,L_929,oxo,blue,safe,79,safe,True,79.0,,2,True,showing-doing
930,doing,s_54,showing,L_930,oxx,blue,dangerous,62,dangerous,True,62.0,,1,False,doing-showing
931,doing,s_38,doing,L_931,oox,blue,dangerous,99,dangerous,True,99.0,,2,False,doing-doing
932,showing,s_31,showing,L_932,xox,blue,dangerous,87,dangerous,True,87.0,,1,False,showing-showing
933,showing,s_26,showing,L_933,oox,blue,dangerous,87,dangerous,True,87.0,,2,False,showing-showing
934,showing,s_19,showing,L_934,xoo,blue,safe,100,safe,True,100.0,,2,True,showing-showing
935,doing,s_57,doing,L_935,oxx,blue,dangerous,53,dangerous,True,53.0,,1,False,doing-doing
936,doing,s_42,showing,L_936,xoo,blue,safe,100,safe,True,100.0,,2,True,doing-showing
937,doing,s_11,doing,L_937,xxx,blue,dangerous,72,dangerous,True,72.0,,0,False,doing-doing
938,showing,s_39,doing,L_938,oox,blue,dangerous,57,dangerous,True,57.0,,2,False,showing-doing
939,showing,s_21,showing,L_939,ooo,blue,safe,100,safe,True,100.0,,3,True,showing-showing
940,showing,s_28,showing,L_940,oxx,blue,dangerous,23,dangerous,True,23.0,,1,False,showing-showing
941,showing,s_46,doing,L_941,oxx,blue,dangerous,74,dangerous,True,74.0,,1,False,showing-doing
942,showing,s_55,showing,L_942,xoo,blue,safe,90,safe,True,90.0,,2,True,showing-showing
943,showing,s_17,showing,L_943,xox,blue,safe,71,dangerous,False,,71.0,1,True,showing-showing
944,doing,s_37,showing,L_944,xox,blue,dangerous,100,dangerous,True,100.0,,1,False,doing-showing
945,showing,s_35,showing,L_945,oox,blue,dangerous,100,dangerous,True,100.0,,2,False,showing-showing
946,doing,s_10,doing,L_946,xxx,blue,safe,60,dangerous,False,,60.0,0,True,doing-doing
947,showing,s_2,doing,L_947,ooo,blue,safe,66,safe,True,66.0,,3,True,showing-doing
948,doing,s_27,showing,L_948,xxo,blue,safe,100,safe,True,100.0,,1,True,doing-showing
949,showing,s_19,showing,L_949,xox,blue,dangerous,85,dangerous,True,85.0,,1,False,showing-showing
950,showing,s_53,showing,L_950,ooo,blue,safe,85,safe,True,85.0,,3,True,showing-showing
951,showing,s_21,doing,L_951,xxx,blue,safe,100,dangerous,False,,100.0,0,True,showing-doing
952,doing,s_11,showing,L_952,ooo,blue,safe,100,safe,True,100.0,,3,True,doing-showing
953,showing,s_6,doing,L_953,xoo,blue,safe,72,safe,True,72.0,,2,True,showing-doing
954,doing,s_42,doing,L_954,xox,blue,dangerous,35,dangerous,True,35.0,,1,False,doing-doing
955,showing,s_28,showing,L_955,xxo,blue,safe,100,safe,True,100.0,,1,True,showing-showing
956,doing,s_22,doing,L_956,oxo,blue,safe,100,safe,True,100.0,,2,True,doing-doing
957,doing,s_34,doing,L_957,xoo,blue,safe,100,safe,True,100.0,,2,True,doing-doing
958,doing,s_22,doing,L_958,oxo,blue,safe,99,safe,True,99.0,,2,True,doing-doing
959,showing,s_51,doing,L_959,oxx,blue,safe,64,dangerous,False,,64.0,1,True,showing-doing
960,showing,s_4,doing,L_960,xox,blue,dangerous,29,dangerous,True,29.0,,1,False,showing-doing
961,showing,s_46,showing,L_961,xxx,blue,safe,55,dangerous,False,,55.0,0,True,showing-showing
962,doing,s_9,doing,L_962,oxo,blue,safe,1,safe,True,1.0,,2,True,doing-doing
963,showing,s_35,doing,L_963,xxo,blue,safe,76,safe,True,76.0,,1,True,showing-doing
964,showing,s_12,doing,L_964,oxo,blue,safe,100,safe,True,100.0,,2,True,showing-doing
965,doing,s_36,showing,L_965,oxo,blue,safe,86,safe,True,86.0,,2,True,doing-showing
966,doing,s_37,showing,L_966,ooo,blue,safe,0,safe,True,0.0,,3,True,doing-showing
967,doing,s_42,showing,L_967,oxx,blue,safe,85,dangerous,False,,85.0,1,True,doing-showing
968,doing,s_54,doing,L_968,xox,blue,dangerous,25,dangerous,True,25.0,,1,False,doing-doing
969,showing,s_17,showing,L_969,oxx,blue,dangerous,57,dangerous,True,57.0,,1,False,showing-showing
970,doing,s_34,doing,L_970,oxx,blue,safe,11,dangerous,False,,11.0,1,True,doing-doing
971,doing,s_30,doing,L_971,xxo,blue,safe,31,safe,True,31.0,,1,True,doing-doing
972,showing,s_2,doing,L_972,xxx,blue,safe,62,dangerous,False,,62.0,0,True,showing-doing
973,showing,s_43,doing,L_973,xoo,blue,safe,100,safe,True,100.0,,2,True,showing-doing
974,showing,s_20,doing,L_974,xox,blue,dangerous,71,dangerous,True,71.0,,1,False,showing-doing
975,doing,s_30,showing,L_975,oxo,blue,safe,95,safe,True,95.0,,2,True,doing-showing
976,doing,s_57,showing,L_976,oox,blue,dangerous,100,dangerous,True,100.0,,2,False,doing-showing
977,showing,s_53,doing,L_977,oxx,blue,dangerous,25,dangerous,True,25.0,,1,False,showing-doing
978,showing,s_19,showing,L_978,xxo,blue,safe,100,safe,True,100.0,,1,True,showing-showing
979,showing,s_18,showing,L_979,oxo,blue,safe,100,safe,True,100.0,,2,True,showing-showing
980,showing,s_46,doing,L_980,xox,blue,safe,0,dangerous,False,,0.0,1,True,showing-doing
981,showing,s_31,showing,L_981,xxx,blue,safe,99,dangerous,False,,99.0,0,True,showing-showing
982,doing,s_15,showing,L_982,xxo,blue,safe,95,safe,True,95.0,,1,True,doing-showing
983,showing,s_46,showing,L_983,xoo,blue,safe,60,safe,True,60.0,,2,True,showing-showing
984,doing,s_56,doing,L_984,xox,blue,dangerous,75,dangerous,True,75.0,,1,False,doing-doing
985,doing,s_57,doing,L_985,xxo,blue,safe,100,safe,True,100.0,,1,True,doing-doing
986,doing,s_11,showing,L_986,xoo,blue,safe,100,safe,True,100.0,,2,True,doing-showing
987,showing,s_4,showing,L_987,xox,blue,dangerous,98,dangerous,True,98.0,,1,False,showing-showing
988,showing,s_45,showing,L_988,xox,blue,dangerous,27,dangerous,True,27.0,,1,False,showing-showing
989,showing,s_35,doing,L_989,xxx,blue,safe,60,dangerous,False,,60.0,0,True,showing-doing
990,doing,s_30,doing,L_990,xox,blue,dangerous,100,dangerous,True,100.0,,1,False,doing-doing
991,showing,s_7,doing,L_991,oox,blue,safe,50,dangerous,False,,50.0,2,True,showing-doing
992,doing,s_52,doing,L_992,xoo,blue,safe,100,safe,True,100.0,,2,True,doing-doing
993,showing,s_45,doing,L_993,oxx,blue,dangerous,81,dangerous,True,81.0,,1,False,showing-doing
994,showing,s_50,showing,L_994,oox,blue,dangerous,71,dangerous,True,71.0,,2,False,showing-showing
995,doing,s_48,doing,L_995,xxo,blue,safe,99,safe,True,99.0,,1,True,doing-doing
996,showing,s_23,doing,L_996,ooo,blue,safe,97,safe,True,97.0,,3,True,showing-doing
997,showing,s_18,doing,L_997,oxo,blue,dangerous,81,safe,False,,81.0,2,False,showing-doing
998,showing,s_7,showing,L_998,xxo,blue,safe,100,safe,True,100.0,,1,True,showing-showing
999,showing,s_25,doing,L_999,xxx,blue,safe,56,dangerous,False,,56.0,0,True,showing-doing
1000,showing,s_13,doing,L_1000,xox,blue,safe,34,dangerous,False,,34.0,1,True,showing-doing
1001,doing,s_47,showing,L_1001,xox,blue,dangerous,77,dangerous,True,77.0,,1,False,doing-showing
1002,showing,s_39,doing,L_1002,oxx,blue,dangerous,83,dangerous,True,83.0,,1,False,showing-doing
1003,showing,s_23,showing,L_1003,oxo,blue,safe,100,safe,True,100.0,,2,True,showing-showing
1004,showing,s_23,doing,L_1004,xoo,blue,dangerous,84,safe,False,,84.0,2,False,showing-doing
1005,doing,s_36,doing,L_1005,xox,blue,dangerous,100,dangerous,True,100.0,,1,False,doing-doing
1006,doing,s_32,doing,L_1006,xox,blue,dangerous,100,dangerous,True,100.0,,1,False,doing-doing
1007,showing,s_45,doing,L_1007,oox,blue,dangerous,70,dangerous,True,70.0,,2,False,showing-doing
1008,doing,s_1,showing,L_1008,oxo,blue,dangerous,61,safe,False,,61.0,2,False,doing-showing
1009,showing,s_16,doing,L_1009,oox,blue,safe,65,dangerous,False,,65.0,2,True,showing-doing
1010,showing,s_55,doing,L_1010,oox,blue,dangerous,100,dangerous,True,100.0,,2,False,showing-doing
1011,showing,s_26,showing,L_1011,xox,blue,dangerous,100,dangerous,True,100.0,,1,False,showing-showing
1012,doing,s_52,doing,L_1012,ooo,blue,dangerous,63,safe,False,,63.0,3,False,doing-doing
1013,showing,s_43,showing,L_1013,oxo,blue,safe,100,safe,True,100.0,,2,True,showing-showing
1014,showing,s_21,showing,L_1014,ooo,blue,safe,85,safe,True,85.0,,3,True,showing-showing
1015,doing,s_52,doing,L_1015,oox,blue,safe,32,dangerous,False,,32.0,2,True,doing-doing
1016,doing,s_54,showing,L_1016,oox,blue,dangerous,96,dangerous,True,96.0,,2,False,doing-showing
1017,showing,s_23,doing,L_1017,oxx,blue,dangerous,82,dangerous,True,82.0,,1,False,showing-doing
1018,doing,s_14,showing,L_1018,oxx,blue,dangerous,84,dangerous,True,84.0,,1,False,doing-showing
1019,showing,s_28,doing,L_1019,xox,blue,dangerous,17,dangerous,True,17.0,,1,False,showing-doing
1020,doing,s_48,doing,L_1020,oxx,blue,dangerous,36,dangerous,True,36.0,,1,False,doing-doing
1021,showing,s_17,doing,L_1021,xxx,blue,safe,63,dangerous,False,,63.0,0,True,showing-doing
1022,showing,s_24,showing,L_1022,ooo,blue,safe,67,safe,True,67.0,,3,True,showing-showing
1023,showing,s_53,showing,L_1023,oox,blue,dangerous,26,dangerous,True,26.0,,2,False,showing-showing
1024,doing,s_48,showing,L_1024,xxo,blue,safe,100,safe,True,100.0,,1,True,doing-showing
1025,doing,s_57,showing,L_1025,xoo,blue,safe,100,safe,True,100.0,,2,True,doing-showing
1026,showing,s_19,doing,L_1026,xxx,blue,dangerous,100,dangerous,True,100.0,,0,False,showing-doing
1027,showing,s_50,doing,L_1027,xoo,blue,safe,90,safe,True,90.0,,2,True,showing-doing
1028,showing,s_49,showing,L_1028,oxx,blue,dangerous,50,dangerous,True,50.0,,1,False,showing-showing
1029,showing,s_16,showing,L_1029,xoo,blue,safe,100,safe,True,100.0,,2,True,showing-showing
1030,showing,s_0,doing,L_1030,xxx,blue,dangerous,74,dangerous,True,74.0,,0,False,showing-doing
1031,doing,s_44,showing,L_1031,oox,blue,safe,82,dangerous,False,,82.0,2,True,doing-showing
1032,showing,s_35,doing,L_1032,oxo,blue,safe,100,safe,True,100.0,,2,True,showing-doing
1033,showing,s_0,showing,L_1033,oox,blue,dangerous,93,dangerous,True,93.0,,2,False,showing-showing
1034,showing,s_39,showing,L_1034,oox,blue,dangerous,71,dangerous,True,71.0,,2,False,showing-showing
1035,showing,s_43,showing,L_1035,oxo,blue,safe,100,safe,True,100.0,,2,True,showing-showing
1036,doing,s_41,showing,L_1036,oxx,blue,dangerous,90,dangerous,True,90.0,,1,False,doing-showing
1037,doing,s_38,showing,L_1037,xxo,blue,safe,100,safe,True,100.0,,1,True,doing-showing
1038,showing,s_18,showing,L_1038,xxx,blue,dangerous,53,dangerous,True,53.0,,0,False,showing-showing
1039,showing,s_7,doing,L_1039,xox,blue,dangerous,40,dangerous,True,40.0,,1,False,showing-doing
1040,showing,s_45,showing,L_1040,xox,blue,dangerous,24,dangerous,True,24.0,,1,False,showing-showing
1041,doing,s_54,showing,L_1041,oxo,blue,safe,99,safe,True,99.0,,2,True,doing-showing
1042,doing,s_15,showing,L_1042,oox,blue,dangerous,63,dangerous,True,63.0,,2,False,doing-showing
1043,showing,s_53,showing,L_1043,xxo,blue,safe,100,safe,True,100.0,,1,True,showing-showing
1044,showing,s_51,doing,L_1044,oxx,blue,dangerous,63,dangerous,True,63.0,,1,False,showing-doing
1045,doing,s_33,showing,L_1045,xox,blue,dangerous,100,dangerous,True,100.0,,1,False,doing-showing
1046,showing,s_2,showing,L_1046,oxx,blue,dangerous,50,dangerous,True,50.0,,1,False,showing-showing
1047,showing,s_6,showing,L_1047,xxo,blue,safe,100,safe,True,100.0,,1,True,showing-showing
1048,doing,s_44,showing,L_1048,xxx,blue,safe,99,dangerous,False,,99.0,0,True,doing-showing
1049,doing,s_52,showing,L_1049,oxo,blue,dangerous,0,safe,False,,0.0,2,False,doing-showing
1050,showing,s_21,showing,L_1050,xox,blue,safe,100,dangerous,False,,100.0,1,True,showing-showing
1051,showing,s_17,doing,L_1051,oox,blue,dangerous,100,dangerous,True,100.0,,2,False,showing-doing
1052,showing,s_18,doing,L_1052,oxx,blue,dangerous,88,dangerous,True,88.0,,1,False,showing-doing
1053,showing,s_12,doing,L_1053,ooo,blue,safe,50,safe,True,50.0,,3,True,showing-doing
1054,showing,s_45,doing,L_1054,xxx,blue,safe,26,dangerous,False,,26.0,0,True,showing-doing
1055,showing,s_17,doing,L_1055,xxo,blue,safe,100,safe,True,100.0,,1,True,showing-doing
1056,doing,s_8,showing,L_1056,xoo,blue,safe,100,safe,True,100.0,,2,True,doing-showing
1057,doing,s_10,doing,L_1057,oox,blue,dangerous,75,dangerous,True,75.0,,2,False,doing-doing
1058,doing,s_57,showing,L_1058,oxx,blue,dangerous,63,dangerous,True,63.0,,1,False,doing-showing
1059,doing,s_14,doing,L_1059,oox,blue,dangerous,100,dangerous,True,100.0,,2,False,doing-doing
1060,showing,s_18,showing,L_1060,xxo,blue,safe,100,safe,True,100.0,,1,True,showing-showing
1061,doing,s_32,doing,L_1061,oxo,blue,safe,85,safe,True,85.0,,2,True,doing-doing
1062,doing,s_47,showing,L_1062,xoo,blue,safe,100,safe,True,100.0,,2,True,doing-showing
1063,showing,s_21,doing,L_1063,ooo,blue,safe,100,safe,True,100.0,,3,True,showing-doing
1064,showing,s_45,showing,L_1064,oxo,blue,safe,75,safe,True,75.0,,2,True,showing-showing
1065,showing,s_2,showing,L_1065,xox,blue,dangerous,100,dangerous,True,100.0,,1,False,showing-showing
1066,doing,s_5,doing,L_1066,oxo,blue,safe,79,safe,True,79.0,,2,True,doing-doing
1067,showing,s_24,showing,L_1067,xxx,blue,safe,100,dangerous,False,,100.0,0,True,showing-showing
1068,showing,s_46,doing,L_1068,oxx,blue,dangerous,90,dangerous,True,90.0,,1,False,showing-doing
1069,showing,s_25,doing,L_1069,oox,blue,safe,49,dangerous,False,,49.0,2,True,showing-doing
1070,doing,s_9,showing,L_1070,xoo,blue,safe,100,safe,True,100.0,,2,True,doing-showing
1071,doing,s_3,doing,L_1071,xxx,blue,safe,67,dangerous,False,,67.0,0,True,doing-doing
1072,showing,s_19,doing,L_1072,oxo,blue,safe,71,safe,True,71.0,,2,True,showing-doing
1073,showing,s_16,doing,L_1073,xox,blue,dangerous,98,dangerous,True,98.0,,1,False,showing-doing
1074,showing,s_53,showing,L_1074,oox,blue,dangerous,85,dangerous,True,85.0,,2,False,showing-showing
1075,showing,s_17,showing,L_1075,xxx,blue,safe,77,dangerous,False,,77.0,0,True,showing-showing
1076,doing,s_9,showing,L_1076,ooo,blue,dangerous,0,safe,False,,0.0,3,False,doing-showing
1077,showing,s_43,showing,L_1077,ooo,blue,safe,59,safe,True,59.0,,3,True,showing-showing
1078,doing,s_48,doing,L_1078,oxx,blue,safe,73,dangerous,False,,73.0,1,True,doing-doing
1079,doing,s_5,showing,L_1079,xoo,blue,safe,100,safe,True,100.0,,2,True,doing-showing
1080,doing,s_11,doing,L_1080,oxo,blue,safe,98,safe,True,98.0,,2,True,doing-doing
1081,showing,s_28,showing,L_1081,oox,blue,dangerous,100,dangerous,True,100.0,,2,False,showing-showing
1082,doing,s_38,doing,L_1082,ooo,blue,safe,77,safe,True,77.0,,3,True,doing-doing
1083,doing,s_30,doing,L_1083,xox,blue,dangerous,100,dangerous,True,100.0,,1,False,doing-doing
1084,doing,s_11,doing,L_1084,oxx,blue,dangerous,28,dangerous,True,28.0,,1,False,doing-doing
1085,doing,s_27,showing,L_1085,xoo,blue,safe,100,safe,True,100.0,,2,True,doing-showing
1086,doing,s_33,showing,L_1086,oox,blue,safe,56,dangerous,False,,56.0,2,True,doing-showing
1087,showing,s_50,showing,L_1087,xxo,blue,safe,100,safe,True,100.0,,1,True,showing-showing
1088,doing,s_1,doing,L_1088,oox,blue,dangerous,91,dangerous,True,91.0,,2,False,doing-doing
1089,doing,s_40,showing,L_1089,xxo,blue,safe,36,safe,True,36.0,,1,True,doing-showing
1090,showing,s_21,doing,L_1090,oxo,blue,safe,100,safe,True,100.0,,2,True,showing-doing
1091,showing,s_39,doing,L_1091,oxo,blue,safe,86,safe,True,86.0,,2,True,showing-doing
1092,showing,s_23,doing,L_1092,xox,blue,dangerous,48,dangerous,True,48.0,,1,False,showing-doing
1093,showing,s_6,showing,L_1093,oxo,blue,safe,100,safe,True,100.0,,2,True,showing-showing
1094,showing,s_55,showing,L_1094,oox,blue,dangerous,81,dangerous,True,81.0,,2,False,showing-showing
1095,showing,s_6,showing,L_1095,xxo,blue,safe,80,safe,True,80.0,,1,True,showing-showing
1096,showing,s_13,showing,L_1096,xxx,blue,safe,86,dangerous,False,,86.0,0,True,showing-showing
1097,showing,s_20,showing,L_1097,oox,blue,dangerous,88,dangerous,True,88.0,,2,False,showing-showing
1098,showing,s_49,showing,L_1098,xoo,blue,safe,100,safe,True,100.0,,2,True,showing-showing
1099,showing,s_43,showing,L_1099,oxx,blue,dangerous,28,dangerous,True,28.0,,1,False,showing-showing
1100,doing,s_40,doing,L_1100,oxo,blue,safe,100,safe,True,100.0,,2,True,doing-doing
1101,showing,s_13,doing,L_1101,ooo,blue,dangerous,71,safe,False,,71.0,3,False,showing-doing
1102,showing,s_18,showing,L_1102,xoo,blue,safe,100,safe,True,100.0,,2,True,showing-showing
1103,showing,s_55,showing,L_1103,oxo,blue,safe,100,safe,True,100.0,,2,True,showing-showing
1104,showing,s_31,doing,L_1104,xxo,blue,safe,98,safe,True,98.0,,1,True,showing-doing
1105,doing,s_47,doing,L_1105,xxo,blue,safe,100,safe,True,100.0,,1,True,doing-doing
1106,doing,s_22,showing,L_1106,xxx,blue,safe,77,dangerous,False,,77.0,0,True,doing-showing
1107,doing,s_5,doing,L_1107,xxo,blue,safe,100,safe,True,100.0,,1,True,doing-doing
1108,doing,s_9,doing,L_1108,oxo,blue,safe,46,safe,True,46.0,,2,True,doing-doing
1109,showing,s_28,showing,L_1109,oxx,blue,dangerous,100,dangerous,True,100.0,,1,False,showing-showing
1110,showing,s_50,showing,L_1110,oox,blue,safe,100,dangerous,False,,100.0,2,True,showing-showing
1111,doing,s_1,showing,L_1111,oox,blue,safe,70,dangerous,False,,70.0,2,True,doing-showing
1112,showing,s_4,doing,L_1112,xxx,blue,safe,49,dangerous,False,,49.0,0,True,showing-doing
1113,doing,s_5,showing,L_1113,xxo,blue,safe,100,safe,True,100.0,,1,True,doing-showing
1114,showing,s_23,doing,L_1114,oox,blue,dangerous,100,dangerous,True,100.0,,2,False,showing-doing
1115,doing,s_42,doing,L_1115,ooo,blue,safe,24,safe,True,24.0,,3,True,doing-doing
1116,doing,s_52,doing,L_1116,oxx,blue,dangerous,11,dangerous,True,11.0,,1,False,doing-doing
1117,showing,s_50,showing,L_1117,oxx,blue,safe,47,dangerous,False,,47.0,1,True,showing-showing
1118,showing,s_2,doing,L_1118,oox,blue,dangerous,66,dangerous,True,66.0,,2,False,showing-doing
1119,doing,s_44,doing,L_1119,ooo,blue,safe,76,safe,True,76.0,,3,True,doing-doing
1120,doing,s_36,showing,L_1120,oox,blue,dangerous,0,dangerous,True,0.0,,2,False,doing-showing
1121,doing,s_29,doing,L_1121,xox,blue,dangerous,75,dangerous,True,75.0,,1,False,doing-doing
1122,showing,s_6,doing,L_1122,oox,blue,dangerous,99,dangerous,True,99.0,,2,False,showing-doing
1123,showing,s_49,showing,L_1123,xox,blue,dangerous,50,dangerous,True,50.0,,1,False,showing-showing
1124,showing,s_51,doing,L_1124,oox,blue,dangerous,100,dangerous,True,100.0,,2,False,showing-doing
1125,doing,s_37,doing,L_1125,oxx,blue,dangerous,85,dangerous,True,85.0,,1,False,doing-doing
1126,showing,s_20,showing,L_1126,oox,blue,dangerous,97,dangerous,True,97.0,,2,False,showing-showing
1127,doing,s_44,doing,L_1127,oxo,blue,safe,100,safe,True,100.0,,2,True,doing-doing
1128,showing,s_39,showing,L_1128,xox,blue,dangerous,100,dangerous,True,100.0,,1,False,showing-showing
1129,showing,s_25,showing,L_1129,xox,blue,safe,67,dangerous,False,,67.0,1,True,showing-showing
1130,doing,s_22,showing,L_1130,oxx,blue,dangerous,43,dangerous,True,43.0,,1,False,doing-showing
1131,doing,s_1,doing,L_1131,ooo,blue,safe,83,safe,True,83.0,,3,True,doing-doing
1132,showing,s_20,showing,L_1132,ooo,blue,safe,100,safe,True,100.0,,3,True,showing-showing
1133,showing,s_7,doing,L_1133,oox,blue,dangerous,35,dangerous,True,35.0,,2,False,showing-doing
1134,doing,s_38,doing,L_1134,oxo,blue,safe,100,safe,True,100.0,,2,True,doing-doing
1135,doing,s_48,showing,L_1135,ooo,blue,safe,68,safe,True,68.0,,3,True,doing-showing
1136,doing,s_41,showing,L_1136,oxo,blue,safe,100,safe,True,100.0,,2,True,doing-showing
1137,showing,s_6,doing,L_1137,ooo,blue,safe,100,safe,True,100.0,,3,True,showing-doing
1138,showing,s_17,doing,L_1138,oxx,blue,dangerous,23,dangerous,True,23.0,,1,False,showing-doing
1139,doing,s_9,doing,L_1139,oox,blue,dangerous,100,dangerous,True,100.0,,2,False,doing-doing
1140,doing,s_40,showing,L_1140,xox,blue,safe,100,dangerous,False,,100.0,1,True,doing-showing
1141,showing,s_16,showing,L_1141,xox,blue,dangerous,74,dangerous,True,74.0,,1,False,showing-showing
1142,doing,s_36,showing,L_1142,xxo,blue,safe,100,safe,True,100.0,,1,True,doing-showing
1143,showing,s_28,showing,L_1143,oxo,blue,safe,65,safe,True,65.0,,2,True,showing-showing
1144,doing,s_27,doing,L_1144,oox,blue,safe,64,dangerous,False,,64.0,2,True,doing-doing
1145,showing,s_13,doing,L_1145,xxx,blue,safe,78,dangerous,False,,78.0,0,True,showing-doing
1146,doing,s_38,doing,L_1146,xxx,blue,safe,100,dangerous,False,,100.0,0,True,doing-doing
1147,doing,s_8,doing,L_1147,oxo,blue,dangerous,40,safe,False,,40.0,2,False,doing-doing
1148,showing,s_16,doing,L_1148,xxx,blue,dangerous,73,dangerous,True,73.0,,0,False,showing-doing
1149,doing,s_8,doing,L_1149,xxx,blue,safe,81,dangerous,False,,81.0,0,True,doing-doing
1150,showing,s_24,showing,L_1150,ooo,blue,safe,69,safe,True,69.0,,3,True,showing-showing
1151,showing,s_55,showing,L_1151,ooo,blue,safe,82,safe,True,82.0,,3,True,showing-showing
1152,showing,s_18,doing,L_1152,oox,blue,dangerous,88,dangerous,True,88.0,,2,False,showing-doing
1153,doing,s_22,showing,L_1153,oox,blue,dangerous,68,dangerous,True,68.0,,2,False,doing-showing
1154,doing,s_32,showing,L_1154,oxx,blue,dangerous,53,dangerous,True,53.0,,1,False,doing-showing
1155,doing,s_11,doing,L_1155,xox,blue,dangerous,73,dangerous,True,73.0,,1,False,doing-doing
1156,showing,s_23,showing,L_1156,xxx,blue,safe,100,dangerous,False,,100.0,0,True,showing-showing
1157,showing,s_53,doing,L_1157,oox,blue,dangerous,86,dangerous,True,86.0,,2,False,showing-doing
1158,doing,s_42,doing,L_1158,xxo,blue,safe,100,safe,True,100.0,,1,True,doing-doing
1159,doing,s_30,doing,L_1159,xxo,blue,safe,49,safe,True,49.0,,1,True,doing-doing
1160,showing,s_49,doing,L_1160,xox,blue,safe,26,dangerous,False,,26.0,1,True,showing-doing
1161,doing,s_47,doing,L_1161,oxx,blue,dangerous,49,dangerous,True,49.0,,1,False,doing-doing
1162,doing,s_3,doing,L_1162,oxx,blue,dangerous,20,dangerous,True,20.0,,1,False,doing-doing
1163,doing,s_40,doing,L_1163,xoo,blue,safe,88,safe,True,88.0,,2,True,doing-doing
1164,showing,s_17,showing,L_1164,xxo,blue,safe,68,safe,True,68.0,,1,True,showing-showing
1165,doing,s_32,doing,L_1165,xxo,blue,safe,88,safe,True,88.0,,1,True,doing-doing
