,cond,grid,tf,participant,round,b.target,b2.target,b2j.target,b2j.com
42,do,WNS,S,4CS1cho9,0.0,0.7500674294117508,0.0202414010804063,0.7285776003692459,0.029445139263720808
43,do,WNS,W,4CS1cho9,8.0,0.7499856034214666,0.9999411192602877,0.7607861759345155,0.04320997869082209
44,do,WNW,S,4CS1cho9,13.0,0.25001439631399025,0.0002645589574637821,0.19894349370032066,0.20448823172110459
45,do,WNW,W,4CS1cho9,11.0,0.24993257100367058,0.9409744741412328,0.39515803929578386,0.21015435913906355
46,do,WSN,S,4CS1cho9,1.0,0.7506652733690621,0.9602657456925998,0.7525720304993914,0.009097103213517805
47,do,WSN,W,4CS1cho9,14.0,0.24933472663093786,0.03973425430740009,0.24742796950060855,0.009097103213517805
48,do,NSW,S,4PJloqz2,3.0,0.9960448204038401,0.9999839239046603,0.9966267677956064,0.14773599923061634
49,do,NSW,W,4PJloqz2,15.0,0.9992733111646914,0.9999999999928743,0.9996470332599404,0.5142807770743273
50,do,NWS,S,4PJloqz2,9.0,0.9713826145193271,0.9999999955038944,0.9855310298280149,0.4943993762503177
51,do,NWS,W,4PJloqz2,10.0,0.02861738548067297,4.493179367847015e-09,0.014468970205922855,0.4943993750138513
52,do,SNS,S,4PJloqz2,7.0,0.250014565550094,0.004257554264487741,0.1443916663502291,0.42978590375643577
53,do,SNS,W,4PJloqz2,5.0,0.7499854344499061,0.9957424457355122,0.8556083336497708,0.42978590375643577
54,do,SNW,S,4PJloqz2,6.0,0.750067514120083,0.9987378327598493,0.8567936979285822,0.4291874655258187
55,do,SNW,W,4PJloqz2,2.0,0.7499855186946263,0.4666049618483443,0.7482684271329738,0.006059313245629324
56,do,SWN,S,4PJloqz2,12.0,0.9996241764948326,0.9999609385294832,0.9999007710854995,0.8228200148142821
57,do,SWN,W,4PJloqz2,4.0,0.25207059801310616,0.0026801750411368118,0.2500573813364142,0.008072550071091865
58,do,WNS,S,4PJloqz2,0.0,0.7500674294117508,0.0202414010804063,0.7285776003692459,0.029445139263720808
59,do,WNS,W,4PJloqz2,8.0,0.7499856034214666,0.9999411192602877,0.7607861759345155,0.04320997869082209
60,do,WNW,S,4PJloqz2,13.0,0.25001439631399025,0.0002645589574637821,0.19894349370032066,0.20448823172110459
61,do,WNW,W,4PJloqz2,11.0,0.24993257100367058,0.9409744741412328,0.39515803929578386,0.21015435913906355
62,do,WSN,S,4PJloqz2,1.0,0.7506652733690621,0.9602657456925998,0.7525720304993914,0.009097103213517805
63,do,WSN,W,4PJloqz2,14.0,0.24933472663093786,0.03973425430740009,0.24742796950060855,0.009097103213517805
64,do,NSW,S,4w4M2oVr,3.0,0.9973968894693177,0.999999951060195,0.9990819588666702,0.647341347303563
65,do,NSW,W,4w4M2oVr,15.0,0.9719617351067439,0.9999999774534096,0.9755789995073321,0.12901181022205913
66,do,NWS,S,4w4M2oVr,9.0,0.9713826145193271,0.9999999955038944,0.9855310298280149,0.4943993762503177
67,do,NWS,W,4w4M2oVr,10.0,0.9998603577701431,0.9999999996589629,0.999930625890073,0.5032023021438351
68,do,SNS,S,4w4M2oVr,7.0,0.250014565550094,0.004257554264487741,0.1443916663502291,0.42978590375643577
69,do,SNS,W,4w4M2oVr,5.0,0.7499854344499061,0.9957424457355122,0.8556083336497708,0.42978590375643577
70,do,SNW,S,4w4M2oVr,6.0,0.750067514120083,0.9987378327598493,0.8567936979285822,0.4291874655258187
71,do,SNW,W,4w4M2oVr,2.0,0.7499855186946263,0.4666049618483443,0.7482684271329738,0.006059313245629324
72,do,SWN,S,4w4M2oVr,12.0,0.7479385759006852,0.8592526471742323,0.74898851363123,0.009432210308474541
73,do,SWN,W,4w4M2oVr,4.0,0.25207059801310616,0.0026801750411368118,0.2500573813364142,0.008072550071091865
74,do,WNS,S,4w4M2oVr,0.0,0.7500674294117508,0.0202414010804063,0.7285776003692459,0.029445139263720808
75,do,WNS,W,4w4M2oVr,8.0,0.7499856034214666,0.9999411192602877,0.7607861759345155,0.04320997869082209
76,do,WNW,S,4w4M2oVr,13.0,0.25001439631399025,0.0002645589574637821,0.19894349370032066,0.20448823172110459
77,do,WNW,W,4w4M2oVr,11.0,0.24993257100367058,0.9409744741412328,0.39515803929578386,0.21015435913906355
78,do,WSN,S,4w4M2oVr,1.0,0.7506652733690621,0.9602657456925998,0.7525720304993914,0.009097103213517805
79,do,WSN,W,4w4M2oVr,14.0,0.24933472663093786,0.03973425430740009,0.24742796950060855,0.009097103213517805
80,do,NSW,S,5OijyvCz,11.0,0.1475373532852054,0.012310002569119722,0.13635983179013467,0.08265725414186573
81,do,NSW,W,5OijyvCz,6.0,0.9811439311822179,0.9999965283223662,0.9828955901652737,0.09291340445213721
82,do,NWS,S,5OijyvCz,3.0,0.9713826145193271,0.9999999955038944,0.9855310298280149,0.4943993762503177
83,do,NWS,W,5OijyvCz,0.0,0.9998603577701431,0.9999999996589629,0.999930625890073,0.5032023021438351
84,do,SNS,S,5OijyvCz,5.0,0.250014565550094,0.004257554264487741,0.1443916663502291,0.42978590375643577
85,do,SNS,W,5OijyvCz,4.0,0.7499854344499061,0.9957424457355122,0.8556083336497708,0.42978590375643577
86,do,SNW,S,5OijyvCz,9.0,0.750067514120083,0.9987378327598493,0.8567936979285822,0.4291874655258187
87,do,SNW,W,5OijyvCz,2.0,0.7499855186946263,0.4666049618483443,0.7482684271329738,0.006059313245629324
88,do,SWN,S,5OijyvCz,1.0,0.9996479703120297,0.9999960086261898,0.9999863043637591,0.9721172582569099
89,do,SWN,W,5OijyvCz,7.0,0.2520614240993147,0.14074735282576764,0.2510114863687702,0.009432210308474541
90,do,WNS,S,5OijyvCz,13.0,0.7500674294117508,0.0202414010804063,0.7285776003692459,0.029445139263720808
91,do,WNS,W,5OijyvCz,10.0,0.7499856034214666,0.9999411192602877,0.7607861759345155,0.04320997869082209
92,do,WNW,S,5OijyvCz,8.0,0.25001439631399025,0.0002645589574637821,0.19894349370032066,0.20448823172110459
93,do,WNW,W,5OijyvCz,12.0,0.24993257100367058,0.9409744741412328,0.39515803929578386,0.21015435913906355
94,do,WSN,S,5OijyvCz,15.0,0.7506652733690621,0.9602657456925998,0.7525720304993914,0.009097103213517805
95,do,WSN,W,5OijyvCz,14.0,0.6609727479330217,0.9999819129410236,0.6981573982861095,0.11819836591430338
96,do,NSW,S,5lVzbFJt,12.0,0.9968538327795761,0.9999998924003043,0.9982264857063867,0.482200145425573
97,do,NSW,W,5lVzbFJt,0.0,0.9719617351067439,0.9999999774534096,0.9755789995073321,0.12901181022205913
98,do,NWS,S,5lVzbFJt,6.0,0.4350204530814372,0.9808998275443248,0.4343345306657033,0.0003413563972723215
99,do,NWS,W,5lVzbFJt,5.0,0.8532300761108637,0.9999723639251478,0.8532527311673089,0.00015438669236174406
100,do,SNS,S,5lVzbFJt,8.0,0.250014565550094,0.004257554264487741,0.1443916663502291,0.42978590375643577
101,do,SNS,W,5lVzbFJt,10.0,0.7499854344499061,0.9957424457355122,0.8556083336497708,0.42978590375643577
102,do,SNW,S,5lVzbFJt,9.0,0.750067514120083,0.9987378327598493,0.8567936979285822,0.4291874655258187
103,do,SNW,W,5lVzbFJt,13.0,0.7499855186946263,0.4666049618483443,0.7482684271329738,0.006059313245629324
104,do,SWN,S,5lVzbFJt,3.0,0.8156733425130591,0.9999900292325886,0.8506629311417527,0.18983407987328096
105,do,SWN,W,5lVzbFJt,11.0,0.25207059801310616,0.0026801750411368118,0.2500573813364142,0.008072550071091865
106,do,WNS,S,5lVzbFJt,15.0,0.7500674294117508,0.0202414010804063,0.7285776003692459,0.029445139263720808
107,do,WNS,W,5lVzbFJt,7.0,0.7499856034214666,0.9999411192602877,0.7607861759345155,0.04320997869082209
108,do,WNW,S,5lVzbFJt,2.0,0.25001439631399025,0.0002645589574637821,0.19894349370032066,0.20448823172110459
109,do,WNW,W,5lVzbFJt,4.0,0.24993257100367058,0.9409744741412328,0.39515803929578386,0.21015435913906355
110,do,WSN,S,5lVzbFJt,14.0,0.7506652733690621,0.9602657456925998,0.7525720304993914,0.009097103213517805
111,do,WSN,W,5lVzbFJt,1.0,0.9597323913137084,0.9999999284011877,0.9989463813978147,0.9741179130562306
112,do,NSW,S,D1CinvqR,4.0,0.2062122861235134,7.5291726047918775e-06,0.18395967562772741,0.10791511711382941
113,do,NSW,W,D1CinvqR,9.0,0.9719617351067439,0.9999999885289128,0.9755790009013083,0.12901180897752956
114,do,NWS,S,D1CinvqR,12.0,0.14676992388913637,2.763607485222888e-05,0.14674726883269112,0.00015438669236174406
115,do,NWS,W,D1CinvqR,15.0,0.8532300761108637,0.9999723639251478,0.8532527311673089,0.00015438669236174406
116,do,SNS,S,D1CinvqR,10.0,0.250014565550094,0.004257554264487741,0.1443916663502291,0.42978590375643577
117,do,SNS,W,D1CinvqR,11.0,0.7499854344499061,0.9957424457355122,0.8556083336497708,0.42978590375643577
118,do,SNW,S,D1CinvqR,6.0,0.750067514120083,0.9987378327598493,0.8567936979285822,0.4291874655258187
119,do,SNW,W,D1CinvqR,13.0,0.7499855186946263,0.4666049618483443,0.7482684271329738,0.006059313245629324
120,do,SWN,S,D1CinvqR,14.0,0.8156733425130591,0.9999900390304374,0.8506629327239723,0.18983407836638522
121,do,SWN,W,D1CinvqR,8.0,0.25207059801310616,0.0026801750411368118,0.2500573813364142,0.008072550071091865
122,do,WNS,S,D1CinvqR,2.0,0.7500674294117508,0.0202414010804063,0.7285776003692459,0.029445139263720808
123,do,WNS,W,D1CinvqR,5.0,0.7499856034214666,0.9999411192602877,0.7607861759345155,0.04320997869082209
124,do,WNW,S,D1CinvqR,7.0,0.25001439631399025,0.0002645589574637821,0.19894349370032066,0.20448823172110459
125,do,WNW,W,D1CinvqR,3.0,0.24993257100367058,0.9409744741412328,0.39515803929578386,0.21015435913906355
126,do,WSN,S,D1CinvqR,0.0,0.040267608686291596,7.815561815829879e-08,0.0010536238262027924,0.9741179416292872
127,do,WSN,W,D1CinvqR,1.0,0.9981112473558266,0.9999999427774332,0.9999012029760787,0.9477206328638845
128,do,NSW,S,ElBpJxZz,4.0,0.9973968894693177,0.999999951060195,0.9990819588666702,0.647341347303563
129,do,NSW,W,ElBpJxZz,9.0,0.02295014854510794,5.893688804962818e-09,0.008202025021256347,0.6426157670501291
130,do,NWS,S,ElBpJxZz,12.0,0.9713826145193271,0.9999999955038944,0.9855310298280149,0.4943993762503177
131,do,NWS,W,ElBpJxZz,15.0,0.9998603577701431,0.9999999996589629,0.999930625890073,0.5032023021438351
132,do,SNS,S,ElBpJxZz,10.0,0.250014565550094,0.004257554264487741,0.1443916663502291,0.42978590375643577
133,do,SNS,W,ElBpJxZz,11.0,0.7499854344499061,0.9957424457355122,0.8556083336497708,0.42978590375643577
134,do,SNW,S,ElBpJxZz,6.0,0.750067514120083,0.9987378327598493,0.8567936979285822,0.4291874655258187
135,do,SNW,W,ElBpJxZz,13.0,0.7499855186946263,0.4666049618483443,0.7482684271329738,0.006059313245629324
136,do,SWN,S,ElBpJxZz,14.0,0.8156660262690016,0.9999963346125074,0.8506097479457012,0.18957122130768017
137,do,SWN,W,ElBpJxZz,8.0,0.18433397373099833,3.665387492606959e-06,0.14939025205429865,0.18957122130768017
138,do,WNS,S,ElBpJxZz,2.0,0.7500674294117508,0.0202414010804063,0.7285776003692459,0.029445139263720808
139,do,WNS,W,ElBpJxZz,5.0,0.7499856034214666,0.9999411192602877,0.7607861759345155,0.04320997869082209
140,do,WNW,S,ElBpJxZz,7.0,0.25001439631399025,0.0002645589574637821,0.19894349370032066,0.20448823172110459
141,do,WNW,W,ElBpJxZz,3.0,0.24993257100367058,0.9409744741412328,0.39515803929578386,0.21015435913906355
142,do,WSN,S,ElBpJxZz,0.0,0.7506652733690621,0.9602657456925998,0.7525720304993914,0.009097103213517805
143,do,WSN,W,ElBpJxZz,1.0,0.9597323913137084,0.9999999218443818,0.9989463761737972,0.9741179416292872
144,do,NSW,S,GV8eZkGg,4.0,0.9973968894693177,0.999999951060195,0.9990819588666702,0.647341347303563
145,do,NSW,W,GV8eZkGg,9.0,0.9715904472678709,0.9999628911331433,0.9717299706060957,0.004917565046115254
146,do,NWS,S,GV8eZkGg,12.0,0.14676992388913637,2.763607485222888e-05,0.14674726883269112,0.00015438669236174406
147,do,NWS,W,GV8eZkGg,15.0,0.8532300761108637,0.9999723639251478,0.8532527311673089,0.00015438669236174406
148,do,SNS,S,GV8eZkGg,10.0,0.250014565550094,0.004257554264487741,0.1443916663502291,0.42978590375643577
149,do,SNS,W,GV8eZkGg,11.0,0.7499854344499061,0.9957424457355122,0.8556083336497708,0.42978590375643577
150,do,SNW,S,GV8eZkGg,6.0,0.750067514120083,0.9987378327598493,0.8567936979285822,0.4291874655258187
151,do,SNW,W,GV8eZkGg,13.0,0.7499855186946263,0.4666049618483443,0.7482684271329738,0.006059313245629324
152,do,SWN,S,GV8eZkGg,14.0,0.5536906533733179,0.0015358678086243212,0.5520104867432459,0.0030429268639838593
153,do,SWN,W,GV8eZkGg,8.0,0.2520614240993147,0.14074735282576764,0.2510114863687702,0.009432210308474541
154,do,WNS,S,GV8eZkGg,2.0,0.7500674294117508,0.0202414010804063,0.7285776003692459,0.029445139263720808
155,do,WNS,W,GV8eZkGg,5.0,0.7499856034214666,0.9999411192602877,0.7607861759345155,0.04320997869082209
156,do,WNW,S,GV8eZkGg,7.0,0.25001439631399025,0.0002645589574637821,0.19894349370032066,0.20448823172110459
157,do,WNW,W,GV8eZkGg,3.0,0.24993257100367058,0.9409744741412328,0.39515803929578386,0.21015435913906355
158,do,WSN,S,GV8eZkGg,0.0,0.7506652733690621,0.9602657456925998,0.7525720304993914,0.009097103213517805
159,do,WSN,W,GV8eZkGg,1.0,0.9981112473558266,0.9999999427774332,0.9999012029760787,0.9477206328638845
160,do,NSW,S,HQrItTW5,3.0,0.9973968894693177,0.999999951060195,0.9990819588666702,0.647341347303563
161,do,NSW,W,HQrItTW5,15.0,0.9719617351067439,0.9999999885289128,0.9755790009013083,0.12901180897752956
162,do,NWS,S,HQrItTW5,9.0,0.9713826145193271,0.9999999955068206,0.985531029794077,0.4943993750138513
163,do,NWS,W,HQrItTW5,10.0,0.8532300761108637,0.9999723639251478,0.8532527311673089,0.00015438669236174406
164,do,SNS,S,HQrItTW5,7.0,0.250014565550094,0.004257554264487741,0.1443916663502291,0.42978590375643577
165,do,SNS,W,HQrItTW5,5.0,0.7499854344499061,0.9957424457355122,0.8556083336497708,0.42978590375643577
166,do,SNW,S,HQrItTW5,6.0,0.750067514120083,0.9987378327598493,0.8567936979285822,0.4291874655258187
167,do,SNW,W,HQrItTW5,2.0,0.7499855186946263,0.4666049618483443,0.7482684271329738,0.006059313245629324
168,do,SWN,S,HQrItTW5,12.0,0.9996479703120297,0.9999960086261898,0.9999863043637591,0.9721172582569099
169,do,SWN,W,HQrItTW5,4.0,0.2520614240993147,0.14074735282576764,0.2510114863687702,0.009432210308474541
170,do,WNS,S,HQrItTW5,0.0,0.7500674294117508,0.0202414010804063,0.7285776003692459,0.029445139263720808
171,do,WNS,W,HQrItTW5,8.0,0.7499856034214666,0.9999411192602877,0.7607861759345155,0.04320997869082209
172,do,WNW,S,HQrItTW5,13.0,0.25001439631399025,0.0002645589574637821,0.19894349370032066,0.20448823172110459
173,do,WNW,W,HQrItTW5,11.0,0.24993257100367058,0.9409744741412328,0.39515803929578386,0.21015435913906355
174,do,WSN,S,HQrItTW5,1.0,0.7506652733690621,0.9602657456925998,0.7525720304993914,0.009097103213517805
175,do,WSN,W,HQrItTW5,14.0,0.24933472663093786,0.03973425430740009,0.24742796950060855,0.009097103213517805
176,do,NSW,S,JJKRjKU7,12.0,0.2062122861235134,7.5291726047918775e-06,0.18395967562772741,0.10791511711382941
177,do,NSW,W,JJKRjKU7,0.0,0.9719617351067439,0.9999999885289128,0.9755790009013083,0.12901180897752956
178,do,NWS,S,JJKRjKU7,6.0,0.9713826145193271,0.9999999955068206,0.985531029794077,0.4943993750138513
179,do,NWS,W,JJKRjKU7,5.0,0.9998603577701431,0.9999999996589629,0.999930625890073,0.5032023021438351
180,do,SNS,S,JJKRjKU7,8.0,0.250014565550094,0.004257554264487741,0.1443916663502291,0.42978590375643577
181,do,SNS,W,JJKRjKU7,10.0,0.7499854344499061,0.9957424457355122,0.8556083336497708,0.42978590375643577
182,do,SNW,S,JJKRjKU7,9.0,0.750067514120083,0.9987378327598493,0.8567936979285822,0.4291874655258187
183,do,SNW,W,JJKRjKU7,13.0,0.7499855186946263,0.4666049618483443,0.7482684271329738,0.006059313245629324
184,do,SWN,S,JJKRjKU7,3.0,0.8156733425130591,0.9999900292325886,0.8506629311417527,0.18983407987328096
185,do,SWN,W,JJKRjKU7,11.0,0.1843266574869409,9.960969562643955e-06,0.1493370672760277,0.18983407836638522
186,do,WNS,S,JJKRjKU7,15.0,0.7500674294117508,0.0202414010804063,0.7285776003692459,0.029445139263720808
187,do,WNS,W,JJKRjKU7,7.0,0.7499856034214666,0.9999411192602877,0.7607861759345155,0.04320997869082209
188,do,WNW,S,JJKRjKU7,2.0,0.25001439631399025,0.0002645589574637821,0.19894349370032066,0.20448823172110459
189,do,WNW,W,JJKRjKU7,4.0,0.24993257100367058,0.9409744741412328,0.39515803929578386,0.21015435913906355
190,do,WSN,S,JJKRjKU7,14.0,0.7506652733690621,0.9602657456925998,0.7525720304993914,0.009097103213517805
191,do,WSN,W,JJKRjKU7,1.0,0.9597323913137084,0.9999999218443818,0.9989463761737972,0.9741179416292872
192,do,NSW,S,JcVrEPEq,4.0,0.9973968894693177,0.999999951060195,0.9990819588666702,0.647341347303563
193,do,NSW,W,JcVrEPEq,9.0,0.02295014854510794,5.72034538627944e-09,0.008202028029052906,0.6426156311385666
194,do,NWS,S,JcVrEPEq,12.0,0.9713826145193271,0.9999999955068206,0.985531029794077,0.4943993750138513
195,do,NWS,W,JcVrEPEq,15.0,0.02861738548067297,4.493179367847015e-09,0.014468970205922855,0.4943993750138513
196,do,SNS,S,JcVrEPEq,10.0,0.250014565550094,0.004257554264487741,0.1443916663502291,0.42978590375643577
197,do,SNS,W,JcVrEPEq,11.0,0.7499854344499061,0.9957424457355122,0.8556083336497708,0.42978590375643577
198,do,SNW,S,JcVrEPEq,6.0,0.750067514120083,0.9987378327598493,0.8567936979285822,0.4291874655258187
199,do,SNW,W,JcVrEPEq,13.0,0.7499855186946263,0.4666049618483443,0.7482684271329738,0.006059313245629324
200,do,SWN,S,JcVrEPEq,14.0,0.7479385759006852,0.8592526471742323,0.74898851363123,0.009432210308474541
201,do,SWN,W,JcVrEPEq,8.0,0.25207059801310616,0.0026801750411368118,0.2500573813364142,0.008072550071091865
202,do,WNS,S,JcVrEPEq,2.0,0.7500674294117508,0.0202414010804063,0.7285776003692459,0.029445139263720808
203,do,WNS,W,JcVrEPEq,5.0,0.7499856034214666,0.9999411192602877,0.7607861759345155,0.04320997869082209
204,do,WNW,S,JcVrEPEq,7.0,0.25001439631399025,0.0002645589574637821,0.19894349370032066,0.20448823172110459
205,do,WNW,W,JcVrEPEq,3.0,0.2542960828207254,0.9544801924639056,0.38859560664207693,0.19180601497767735
206,do,WSN,S,JcVrEPEq,0.0,0.040267608686291596,7.815561815829879e-08,0.0010536238262027924,0.9741179416292872
207,do,WSN,W,JcVrEPEq,1.0,0.9597323913137084,0.9999999218443818,0.9989463761737972,0.9741179416292872
208,do,NSW,S,KQKrfram,11.0,0.2062122861235134,8.212639543444369e-06,0.18395973581642586,0.10791518291134754
209,do,NSW,W,KQKrfram,6.0,0.9719617351067439,0.9999999885289128,0.9755790009013083,0.12901180897752956
210,do,NWS,S,KQKrfram,3.0,0.9713826145193271,0.9999999955068206,0.985531029794077,0.4943993750138513
211,do,NWS,W,KQKrfram,0.0,0.9998603577701431,0.9999999996589629,0.999930625890073,0.5032023021438351
212,do,SNS,S,KQKrfram,5.0,0.250014565550094,0.004257554264487741,0.1443916663502291,0.42978590375643577
213,do,SNS,W,KQKrfram,4.0,0.7499854344499061,0.9957424457355122,0.8556083336497708,0.42978590375643577
214,do,SNW,S,KQKrfram,9.0,0.750067514120083,0.9987378327598493,0.8567936979285822,0.4291874655258187
215,do,SNW,W,KQKrfram,2.0,0.7499855186946263,0.4666049618483443,0.7482684271329738,0.006059313245629324
216,do,SWN,S,KQKrfram,1.0,0.8156733425130591,0.9999900292325886,0.8506629311417527,0.18983407987328096
217,do,SWN,W,KQKrfram,7.0,0.25065332473037805,0.14372583187142207,0.24988135727872413,0.007219541307979578
218,do,WNS,S,KQKrfram,13.0,0.7500674294117508,0.0202414010804063,0.7285776003692459,0.029445139263720808
219,do,WNS,W,KQKrfram,10.0,0.7499856034214666,0.9999411192602877,0.7607861759345155,0.04320997869082209
220,do,WNW,S,KQKrfram,8.0,0.25001439631399025,0.0002645589574637821,0.19894349370032066,0.20448823172110459
221,do,WNW,W,KQKrfram,12.0,0.24993257100367058,0.9409744741412328,0.39515803929578386,0.21015435913906355
222,do,WSN,S,KQKrfram,15.0,0.7506652733690621,0.9602657456925998,0.7525720304993914,0.009097103213517805
223,do,WSN,W,KQKrfram,14.0,0.24933472663093786,0.03973425430740009,0.24742796950060855,0.009097103213517805
224,do,NSW,S,M8LOAb1m,3.0,0.9973968894693177,0.9999999510110106,0.9990819588755679,0.6473413629530581
225,do,NSW,W,M8LOAb1m,15.0,0.9831226000983434,0.9999999721883536,0.9917330810159812,0.5101790060512015
226,do,NWS,S,M8LOAb1m,9.0,0.9713826145193271,0.9999999955038944,0.9855310298280149,0.4943993762503177
227,do,NWS,W,M8LOAb1m,10.0,0.02861738548067297,4.4961055414891915e-09,0.014468970171985129,0.4943993762503177
228,do,SNS,S,M8LOAb1m,7.0,0.250014565550094,0.004257554264487741,0.1443916663502291,0.42978590375643577
229,do,SNS,W,M8LOAb1m,5.0,0.7499854344499061,0.9957424457355122,0.8556083336497708,0.42978590375643577
230,do,SNW,S,M8LOAb1m,6.0,0.750067514120083,0.9987378327598493,0.8567936979285822,0.4291874655258187
231,do,SNW,W,M8LOAb1m,2.0,0.7499855186946263,0.4666049618483443,0.7482684271329738,0.006059313245629324
232,do,SWN,S,M8LOAb1m,12.0,0.7479385759006852,0.8592526471742323,0.74898851363123,0.009432210308474541
233,do,SWN,W,M8LOAb1m,4.0,0.25207059801310616,0.0026801750411368118,0.2500573813364142,0.008072550071091865
234,do,WNS,S,M8LOAb1m,0.0,0.7500674294117508,0.0202414010804063,0.7285776003692459,0.029445139263720808
235,do,WNS,W,M8LOAb1m,8.0,0.7499856034214666,0.9999411192602877,0.7607861759345155,0.04320997869082209
236,do,WNW,S,M8LOAb1m,13.0,0.25001439631399025,0.0002645589574637821,0.19894349370032066,0.20448823172110459
