,teacher_inst,teacher_id,learner_inst,workerid,rf,color,safe_dangerous,confidence,true_value,correct,correct_confidence,incorrect_confidence,n_safe_colors,safe,match_inst,b_orange_cor,b_purple_cor,b_blue_cor,b2_orange_cor,b2_purple_cor,b2_blue_cor,b2j_orange_cor,b2j_purple_cor,b2j_blue_cor,obs_type_pred,b_pred,b2_pred,b2j_pred
54,showing,s_55,doing,L_746,xoo,blue,safe,76,safe,True,76.0,,2,True,showing-doing,0.9965790723398867,0.998002328469276,0.9998538799359105,0.9999999969725075,0.999597086880063,0.9999952182295966,0.9984007500738087,0.9985543724689029,0.999902378018929,0.9998538799359105,0.9998538799359105,0.9999952182295966,0.999902378018929
55,showing,s_46,doing,L_752,xoo,blue,safe,71,safe,True,71.0,,2,True,showing-doing,0.9965790723398867,0.998002328469276,0.9998538799359105,0.9999999969725075,0.999597086880063,0.9999952182295966,0.9984007500738087,0.9985543724689029,0.999902378018929,0.9998538799359105,0.9998538799359105,0.9999952182295966,0.999902378018929
56,showing,s_21,doing,L_770,xoo,blue,safe,100,safe,True,100.0,,2,True,showing-doing,0.9965790723398867,0.998002328469276,0.9998538799359105,0.9999999969725075,0.999597086880063,0.9999952182295966,0.9984007500738087,0.9985543724689029,0.999902378018929,0.9998538799359105,0.9998538799359105,0.9999952182295966,0.999902378018929
57,showing,s_39,showing,L_793,xoo,blue,safe,62,safe,True,62.0,,2,True,showing-showing,0.9965790723398867,0.998002328469276,0.9998538799359105,0.9999999969725075,0.999597086880063,0.9999952182295966,0.9984007500738087,0.9985543724689029,0.999902378018929,0.9999952182295966,0.9998538799359105,0.9999952182295966,0.999902378018929
58,showing,s_25,doing,L_801,xoo,blue,dangerous,69,safe,False,,69.0,2,False,showing-doing,0.9965790723398867,0.998002328469276,0.9998538799359105,0.9999999969725075,0.999597086880063,0.9999952182295966,0.9984007500738087,0.9985543724689029,0.999902378018929,0.9998538799359105,0.9998538799359105,0.9999952182295966,0.999902378018929
59,showing,s_35,showing,L_809,xoo,blue,dangerous,43,safe,False,,43.0,2,False,showing-showing,0.9965790723398867,0.998002328469276,0.9998538799359105,0.9999999969725075,0.999597086880063,0.9999952182295966,0.9984007500738087,0.9985543724689029,0.999902378018929,0.9999952182295966,0.9998538799359105,0.9999952182295966,0.999902378018929
60,showing,s_55,doing,L_813,xoo,blue,safe,74,safe,True,74.0,,2,True,showing-doing,0.9965790723398867,0.998002328469276,0.9998538799359105,0.9999999969725075,0.999597086880063,0.9999952182295966,0.9984007500738087,0.9985543724689029,0.999902378018929,0.9998538799359105,0.9998538799359105,0.9999952182295966,0.999902378018929
61,showing,s_6,doing,L_823,xoo,blue,safe,64,safe,True,64.0,,2,True,showing-doing,0.9965790723398867,0.998002328469276,0.9998538799359105,0.9999999969725075,0.999597086880063,0.9999952182295966,0.9984007500738087,0.9985543724689029,0.999902378018929,0.9998538799359105,0.9998538799359105,0.9999952182295966,0.999902378018929
62,showing,s_35,doing,L_826,xoo,blue,safe,99,safe,True,99.0,,2,True,showing-doing,0.9965790723398867,0.998002328469276,0.9998538799359105,0.9999999969725075,0.999597086880063,0.9999952182295966,0.9984007500738087,0.9985543724689029,0.999902378018929,0.9998538799359105,0.9998538799359105,0.9999952182295966,0.999902378018929
63,showing,s_17,showing,L_858,xoo,blue,safe,100,safe,True,100.0,,2,True,showing-showing,0.9965790723398867,0.998002328469276,0.9998538799359105,0.9999999969725075,0.999597086880063,0.9999952182295966,0.9984007500738087,0.9985543724689029,0.999902378018929,0.9999952182295966,0.9998538799359105,0.9999952182295966,0.999902378018929
64,showing,s_28,showing,L_863,xoo,blue,safe,100,safe,True,100.0,,2,True,showing-showing,0.9965790723398867,0.998002328469276,0.9998538799359105,0.9999999969725075,0.999597086880063,0.9999952182295966,0.9984007500738087,0.9985543724689029,0.999902378018929,0.9999952182295966,0.9998538799359105,0.9999952182295966,0.999902378018929
65,showing,s_21,showing,L_865,xoo,blue,safe,100,safe,True,100.0,,2,True,showing-showing,0.9965790723398867,0.998002328469276,0.9998538799359105,0.9999999969725075,0.999597086880063,0.9999952182295966,0.9984007500738087,0.9985543724689029,0.999902378018929,0.9999952182295966,0.9998538799359105,0.9999952182295966,0.999902378018929
66,showing,s_19,showing,L_866,xoo,blue,safe,68,safe,True,68.0,,2,True,showing-showing,0.9965790723398867,0.998002328469276,0.9998538799359105,0.9999999969725075,0.999597086880063,0.9999952182295966,0.9984007500738087,0.9985543724689029,0.999902378018929,0.9999952182295966,0.9998538799359105,0.9999952182295966,0.999902378018929
67,showing,s_20,doing,L_877,xoo,blue,safe,53,safe,True,53.0,,2,True,showing-doing,0.9965790723398867,0.998002328469276,0.9998538799359105,0.9999999969725075,0.999597086880063,0.9999952182295966,0.9984007500738087,0.9985543724689029,0.999902378018929,0.9998538799359105,0.9998538799359105,0.9999952182295966,0.999902378018929
68,showing,s_25,doing,L_898,xoo,blue,dangerous,67,safe,False,,67.0,2,False,showing-doing,0.9965790723398867,0.998002328469276,0.9998538799359105,0.9999999969725075,0.999597086880063,0.9999952182295966,0.9984007500738087,0.9985543724689029,0.999902378018929,0.9998538799359105,0.9998538799359105,0.9999952182295966,0.999902378018929
69,showing,s_23,doing,L_899,xoo,blue,dangerous,36,safe,False,,36.0,2,False,showing-doing,0.9965790723398867,0.998002328469276,0.9998538799359105,0.9999999969725075,0.999597086880063,0.9999952182295966,0.9984007500738087,0.9985543724689029,0.999902378018929,0.9998538799359105,0.9998538799359105,0.9999952182295966,0.999902378018929
70,showing,s_49,showing,L_901,xoo,blue,safe,58,safe,True,58.0,,2,True,showing-showing,0.9965790723398867,0.998002328469276,0.9998538799359105,0.9999999969725075,0.999597086880063,0.9999952182295966,0.9984007500738087,0.9985543724689029,0.999902378018929,0.9999952182295966,0.9998538799359105,0.9999952182295966,0.999902378018929
71,showing,s_20,showing,L_906,xoo,blue,dangerous,45,safe,False,,45.0,2,False,showing-showing,0.9965790723398867,0.998002328469276,0.9998538799359105,0.9999999969725075,0.999597086880063,0.9999952182295966,0.9984007500738087,0.9985543724689029,0.999902378018929,0.9999952182295966,0.9998538799359105,0.9999952182295966,0.999902378018929
72,showing,s_49,doing,L_910,xoo,blue,safe,100,safe,True,100.0,,2,True,showing-doing,0.9965790723398867,0.998002328469276,0.9998538799359105,0.9999999969725075,0.999597086880063,0.9999952182295966,0.9984007500738087,0.9985543724689029,0.999902378018929,0.9998538799359105,0.9998538799359105,0.9999952182295966,0.999902378018929
73,showing,s_2,doing,L_926,xoo,blue,safe,50,safe,True,50.0,,2,True,showing-doing,0.9965790723398867,0.998002328469276,0.9998538799359105,0.9999999969725075,0.999597086880063,0.9999952182295966,0.9984007500738087,0.9985543724689029,0.999902378018929,0.9998538799359105,0.9998538799359105,0.9999952182295966,0.999902378018929
74,showing,s_19,showing,L_934,xoo,blue,safe,100,safe,True,100.0,,2,True,showing-showing,0.9965790723398867,0.998002328469276,0.9998538799359105,0.9999999969725075,0.999597086880063,0.9999952182295966,0.9984007500738087,0.9985543724689029,0.999902378018929,0.9999952182295966,0.9998538799359105,0.9999952182295966,0.999902378018929
75,showing,s_55,showing,L_942,xoo,blue,safe,90,safe,True,90.0,,2,True,showing-showing,0.9965790723398867,0.998002328469276,0.9998538799359105,0.9999999969725075,0.999597086880063,0.9999952182295966,0.9984007500738087,0.9985543724689029,0.999902378018929,0.9999952182295966,0.9998538799359105,0.9999952182295966,0.999902378018929
76,showing,s_6,doing,L_953,xoo,blue,safe,72,safe,True,72.0,,2,True,showing-doing,0.9965790723398867,0.998002328469276,0.9998538799359105,0.9999999969725075,0.999597086880063,0.9999952182295966,0.9984007500738087,0.9985543724689029,0.999902378018929,0.9998538799359105,0.9998538799359105,0.9999952182295966,0.999902378018929
77,showing,s_43,doing,L_973,xoo,blue,safe,100,safe,True,100.0,,2,True,showing-doing,0.9965790723398867,0.998002328469276,0.9998538799359105,0.9999999969725075,0.999597086880063,0.9999952182295966,0.9984007500738087,0.9985543724689029,0.999902378018929,0.9998538799359105,0.9998538799359105,0.9999952182295966,0.999902378018929
78,showing,s_46,showing,L_983,xoo,blue,safe,60,safe,True,60.0,,2,True,showing-showing,0.9965790723398867,0.998002328469276,0.9998538799359105,0.9999999969725075,0.999597086880063,0.9999952182295966,0.9984007500738087,0.9985543724689029,0.999902378018929,0.9999952182295966,0.9998538799359105,0.9999952182295966,0.999902378018929
79,showing,s_23,doing,L_1004,xoo,blue,dangerous,84,safe,False,,84.0,2,False,showing-doing,0.9965790723398867,0.998002328469276,0.9998538799359105,0.9999999969725075,0.999597086880063,0.9999952182295966,0.9984007500738087,0.9985543724689029,0.999902378018929,0.9998538799359105,0.9998538799359105,0.9999952182295966,0.999902378018929
