,cond,mdp_code,participant,uncertain_prop,unknown_color_ent,dem_len,avg_revisit
401,show,xox,S51,0.7142857142857143,0.7219280948873623,7.0,0.0
402,show,xox,S53,0.8571428571428571,0.3095434291503252,21.0,1.1
403,show,xox,S55,0.6666666666666666,0.6500224216483541,9.0,0.0
404,show,xox,S6,0.7777777777777778,0.863120568566631,9.0,0.125
405,show,xox,S7,0.5714285714285714,0.8112781244591328,7.0,0.0
406,show,xxo,S0,0.7272727272727273,-0.0,11.0,0.1
407,show,xxo,S12,0.7272727272727273,-0.0,11.0,0.1
408,show,xxo,S13,0.4444444444444444,-0.0,9.0,0.0
409,show,xxo,S16,0.6666666666666666,-0.0,9.0,0.0
410,show,xxo,S17,0.7272727272727273,-0.0,11.0,0.1
411,show,xxo,S18,0.6666666666666666,-0.0,9.0,0.0
412,show,xxo,S19,0.7272727272727273,-0.0,11.0,0.1
413,show,xxo,S2,0.6666666666666666,-0.0,9.0,0.0
414,show,xxo,S20,0.6666666666666666,-0.0,9.0,0.0
415,show,xxo,S21,0.4444444444444444,-0.0,9.0,0.0
416,show,xxo,S23,0.6666666666666666,-0.0,9.0,0.0
417,show,xxo,S24,0.6666666666666666,-0.0,9.0,0.0
418,show,xxo,S25,0.6666666666666666,-0.0,9.0,0.0
419,show,xxo,S26,0.6666666666666666,-0.0,9.0,0.0
420,show,xxo,S28,0.6666666666666666,-0.0,9.0,0.0
421,show,xxo,S31,0.4444444444444444,-0.0,9.0,0.0
422,show,xxo,S35,0.4444444444444444,-0.0,9.0,0.0
423,show,xxo,S39,0.6666666666666666,-0.0,9.0,0.0
424,show,xxo,S4,0.6666666666666666,-0.0,9.0,0.0
425,show,xxo,S43,0.6666666666666666,-0.0,9.0,0.0
426,show,xxo,S45,0.6666666666666666,-0.0,9.0,0.0
427,show,xxo,S46,0.4444444444444444,-0.0,9.0,0.0
428,show,xxo,S49,0.4444444444444444,-0.0,9.0,0.0
429,show,xxo,S50,0.4444444444444444,-0.0,9.0,0.0
430,show,xxo,S51,0.4444444444444444,-0.0,9.0,0.0
431,show,xxo,S53,0.7272727272727273,-0.0,11.0,0.1
432,show,xxo,S55,0.4444444444444444,-0.0,9.0,0.0
433,show,xxo,S6,0.4444444444444444,-0.0,9.0,0.0
434,show,xxo,S7,0.4444444444444444,-0.0,9.0,0.0
435,show,xxx,S0,0.23529411764705882,1.5,17.0,1.125
436,show,xxx,S12,0.8,1.5,5.0,0.0
437,show,xxx,S13,0.8,1.5,5.0,0.0
438,show,xxx,S16,0.42857142857142855,1.5304930567574824,21.0,1.1
439,show,xxx,S17,0.8,1.5,5.0,0.0
440,show,xxx,S18,0.4444444444444444,-0.0,9.0,0.0
441,show,xxx,S19,0.13793103448275862,-0.0,29.0,1.6363636363636365
442,show,xxx,S2,0.6363636363636364,1.3787834934861753,11.0,0.1
443,show,xxx,S20,0.8,1.5,5.0,0.0
444,show,xxx,S21,0.4444444444444444,-0.0,9.0,0.0
445,show,xxx,S23,0.8,1.5,5.0,0.0
446,show,xxx,S24,0.8,1.5,5.0,0.0
447,show,xxx,S25,0.8,1.5,5.0,0.0
448,show,xxx,S26,0.4444444444444444,-0.0,9.0,0.0
449,show,xxx,S28,0.8,1.5,5.0,0.0
450,show,xxx,S31,0.8,1.5,5.0,0.0
451,show,xxx,S35,0.8,1.5,5.0,0.0
452,show,xxx,S39,0.23529411764705882,-0.0,17.0,0.5454545454545454
453,show,xxx,S4,0.8,1.5,5.0,0.0
454,show,xxx,S43,0.17391304347826086,1.5,23.0,1.5555555555555556
455,show,xxx,S45,0.8,1.5,5.0,0.0
456,show,xxx,S46,0.8,1.5,5.0,0.0
457,show,xxx,S49,0.8,1.5,5.0,0.0
458,show,xxx,S50,0.8,1.5,5.0,0.0
459,show,xxx,S51,0.4444444444444444,-0.0,9.0,0.0
460,show,xxx,S53,0.8,1.5,5.0,0.0
461,show,xxx,S55,0.8,1.5,5.0,0.0
462,show,xxx,S6,0.8,1.5,5.0,0.0
463,show,xxx,S7,0.5555555555555556,1.3709505944546687,9.0,0.0
