participant,cond,rf,color_tile,index,model_uncertain_prop
S2,show,xxo,True,13,0.4522134981633455
S2,show,xxo,True,13,0.4522134981633455
S2,show,xxo,True,13,0.4522134981633455
S2,show,xxo,True,13,0.4522134981633455
S2,show,xxo,True,13,0.4522134981633455
S24,show,xxo,False,13,0.4522134981633455
S24,show,xxo,False,13,0.4522134981633455
S24,show,xxo,False,13,0.4522134981633455
S24,show,xxo,True,13,0.4522134981633455
S24,show,xxo,True,13,0.4522134981633455
S24,show,xxo,True,13,0.4522134981633455
S24,show,xxo,True,13,0.4522134981633455
S24,show,xxo,True,13,0.4522134981633455
S24,show,xxo,True,13,0.4522134981633455
S17,show,xxo,False,13,0.4522134981633455
S17,show,xxo,False,13,0.4522134981633455
S17,show,xxo,False,13,0.4522134981633455
S17,show,xxo,True,13,0.4522134981633455
S17,show,xxo,True,13,0.4522134981633455
S17,show,xxo,True,13,0.4522134981633455
S17,show,xxo,True,13,0.4522134981633455
S17,show,xxo,True,13,0.4522134981633455
S17,show,xxo,True,13,0.4522134981633455
S17,show,xxo,True,13,0.4522134981633455
S17,show,xxo,True,13,0.4522134981633455
S31,show,xxo,False,13,0.4522134981633455
S31,show,xxo,False,13,0.4522134981633455
S31,show,xxo,False,13,0.4522134981633455
S31,show,xxo,True,13,0.4522134981633455
S25,show,xxo,False,13,0.4522134981633455
S25,show,xxo,False,13,0.4522134981633455
S31,show,xxo,True,13,0.4522134981633455
S31,show,xxo,True,13,0.4522134981633455
S31,show,xxo,True,13,0.4522134981633455
S25,show,xxo,False,13,0.4522134981633455
S25,show,xxo,True,13,0.4522134981633455
S31,show,xxo,False,13,0.4522134981633455
S25,show,xxo,True,13,0.4522134981633455
S31,show,xxo,False,13,0.4522134981633455
S25,show,xxo,True,13,0.4522134981633455
S25,show,xxo,True,13,0.4522134981633455
S25,show,xxo,True,13,0.4522134981633455
S25,show,xxo,True,13,0.4522134981633455
S43,show,xxo,False,13,0.4522134981633455
S43,show,xxo,False,13,0.4522134981633455
S43,show,xxo,False,13,0.4522134981633455
S43,show,xxo,True,13,0.4522134981633455
S43,show,xxo,True,13,0.4522134981633455
S43,show,xxo,True,13,0.4522134981633455
S43,show,xxo,True,13,0.4522134981633455
S43,show,xxo,True,13,0.4522134981633455
S43,show,xxo,True,13,0.4522134981633455
S16,show,xxo,False,13,0.4522134981633455
S16,show,xxo,False,13,0.4522134981633455
S16,show,xxo,False,13,0.4522134981633455
S16,show,xxo,True,13,0.4522134981633455
S16,show,xxo,True,13,0.4522134981633455
S16,show,xxo,True,13,0.4522134981633455
S16,show,xxo,True,13,0.4522134981633455
S16,show,xxo,True,13,0.4522134981633455
S16,show,xxo,True,13,0.4522134981633455
S51,show,xxo,False,13,0.4522134981633455
S51,show,xxo,False,13,0.4522134981633455
S51,show,xxo,False,13,0.4522134981633455
S51,show,xxo,True,13,0.4522134981633455
S51,show,xxo,True,13,0.4522134981633455
S51,show,xxo,True,13,0.4522134981633455
S51,show,xxo,True,13,0.4522134981633455
S51,show,xxo,False,13,0.4522134981633455
S51,show,xxo,False,13,0.4522134981633455
S35,show,xxo,False,13,0.4522134981633455
S35,show,xxo,False,13,0.4522134981633455
S35,show,xxo,False,13,0.4522134981633455
S35,show,xxo,True,13,0.4522134981633455
S35,show,xxo,True,13,0.4522134981633455
S35,show,xxo,True,13,0.4522134981633455
S35,show,xxo,True,13,0.4522134981633455
S35,show,xxo,False,13,0.4522134981633455
S35,show,xxo,False,13,0.4522134981633455
S26,show,xxo,False,13,0.4522134981633455
S26,show,xxo,False,13,0.4522134981633455
S26,show,xxo,False,13,0.4522134981633455
S26,show,xxo,True,13,0.4522134981633455
S26,show,xxo,True,13,0.4522134981633455
S26,show,xxo,True,13,0.4522134981633455
S26,show,xxo,True,13,0.4522134981633455
S26,show,xxo,True,13,0.4522134981633455
S26,show,xxo,True,13,0.4522134981633455
S13,show,xxo,False,13,0.4522134981633455
S13,show,xxo,False,13,0.4522134981633455
S13,show,xxo,False,13,0.4522134981633455
S13,show,xxo,True,13,0.4522134981633455
S13,show,xxo,True,13,0.4522134981633455
S13,show,xxo,True,13,0.4522134981633455
S13,show,xxo,True,13,0.4522134981633455
S13,show,xxo,False,13,0.4522134981633455
S13,show,xxo,False,13,0.4522134981633455
S45,show,xxo,False,13,0.4522134981633455
S45,show,xxo,False,13,0.4522134981633455
S45,show,xxo,False,13,0.4522134981633455
S45,show,xxo,True,13,0.4522134981633455
S45,show,xxo,True,13,0.4522134981633455
S45,show,xxo,True,13,0.4522134981633455
S45,show,xxo,True,13,0.4522134981633455
S45,show,xxo,True,13,0.4522134981633455
S45,show,xxo,True,13,0.4522134981633455
S18,show,xxo,False,13,0.4522134981633455
S18,show,xxo,False,13,0.4522134981633455
S18,show,xxo,False,13,0.4522134981633455
S18,show,xxo,True,13,0.4522134981633455
S18,show,xxo,True,13,0.4522134981633455
S18,show,xxo,True,13,0.4522134981633455
S18,show,xxo,True,13,0.4522134981633455
S18,show,xxo,True,13,0.4522134981633455
S18,show,xxo,True,13,0.4522134981633455
S23,show,xxo,False,13,0.4522134981633455
S23,show,xxo,False,13,0.4522134981633455
S23,show,xxo,False,13,0.4522134981633455
S23,show,xxo,True,13,0.4522134981633455
S23,show,xxo,True,13,0.4522134981633455
S23,show,xxo,True,13,0.4522134981633455
S23,show,xxo,True,13,0.4522134981633455
S23,show,xxo,True,13,0.4522134981633455
S23,show,xxo,True,13,0.4522134981633455
S0,show,xxo,False,13,0.4522134981633455
S0,show,xxo,False,13,0.4522134981633455
S0,show,xxo,False,13,0.4522134981633455
S0,show,xxo,True,13,0.4522134981633455
S0,show,xxo,True,13,0.4522134981633455
S0,show,xxo,True,13,0.4522134981633455
S0,show,xxo,True,13,0.4522134981633455
S0,show,xxo,True,13,0.4522134981633455
S0,show,xxo,True,13,0.4522134981633455
S0,show,xxo,True,13,0.4522134981633455
S0,show,xxo,True,13,0.4522134981633455
S49,show,xxo,False,13,0.4522134981633455
S49,show,xxo,False,13,0.4522134981633455
S49,show,xxo,False,13,0.4522134981633455
S49,show,xxo,True,13,0.4522134981633455
S49,show,xxo,True,13,0.4522134981633455
S49,show,xxo,True,13,0.4522134981633455
S49,show,xxo,True,13,0.4522134981633455
S49,show,xxo,False,13,0.4522134981633455
S49,show,xxo,False,13,0.4522134981633455
S12,show,xxo,False,13,0.4522134981633455
S12,show,xxo,False,13,0.4522134981633455
S12,show,xxo,False,13,0.4522134981633455
S12,show,xxo,True,13,0.4522134981633455
S12,show,xxo,True,13,0.4522134981633455
S12,show,xxo,True,13,0.4522134981633455
S12,show,xxo,True,13,0.4522134981633455
S12,show,xxo,True,13,0.4522134981633455
S12,show,xxo,True,13,0.4522134981633455
S12,show,xxo,True,13,0.4522134981633455
S12,show,xxo,True,13,0.4522134981633455
S53,show,xxo,False,13,0.4522134981633455
S53,show,xxo,False,13,0.4522134981633455
S53,show,xxo,False,13,0.4522134981633455
S53,show,xxo,True,13,0.4522134981633455
S53,show,xxo,True,13,0.4522134981633455
S53,show,xxo,True,13,0.4522134981633455
S53,show,xxo,True,13,0.4522134981633455
S53,show,xxo,True,13,0.4522134981633455
S53,show,xxo,True,13,0.4522134981633455
S53,show,xxo,True,13,0.4522134981633455
S53,show,xxo,True,13,0.4522134981633455
S38,do,xxx,False,14,0.5082238251120147
S38,do,xxx,True,14,0.5082238251120147
S38,do,xxx,True,14,0.5082238251120147
S38,do,xxx,True,14,0.5082238251120147
S38,do,xxx,True,14,0.5082238251120147
S5,do,xxx,False,14,0.5082238251120147
S5,do,xxx,True,14,0.5082238251120147
S5,do,xxx,True,14,0.5082238251120147
S5,do,xxx,True,14,0.5082238251120147
S5,do,xxx,True,14,0.5082238251120147
S52,do,xxx,False,14,0.5082238251120147
S52,do,xxx,True,14,0.5082238251120147
S52,do,xxx,True,14,0.5082238251120147
S52,do,xxx,True,14,0.5082238251120147
S27,do,xxx,False,14,0.5082238251120147
S52,do,xxx,True,14,0.5082238251120147
S27,do,xxx,True,14,0.5082238251120147
S27,do,xxx,True,14,0.5082238251120147
S27,do,xxx,True,14,0.5082238251120147
S27,do,xxx,True,14,0.5082238251120147
S41,do,xxx,False,14,0.5082238251120147
S41,do,xxx,False,14,0.5082238251120147
S41,do,xxx,False,14,0.5082238251120147
S41,do,xxx,True,14,0.5082238251120147
S41,do,xxx,True,14,0.5082238251120147
S41,do,xxx,True,14,0.5082238251120147
S41,do,xxx,True,14,0.5082238251120147
S9,do,xxx,False,14,0.5082238251120147
S9,do,xxx,False,14,0.5082238251120147
S9,do,xxx,False,14,0.5082238251120147
S9,do,xxx,False,14,0.5082238251120147
S9,do,xxx,False,14,0.5082238251120147
S9,do,xxx,False,14,0.5082238251120147
S9,do,xxx,False,14,0.5082238251120147
S9,do,xxx,True,14,0.5082238251120147
S9,do,xxx,True,14,0.5082238251120147
S9,do,xxx,True,14,0.5082238251120147
S9,do,xxx,True,14,0.5082238251120147
S9,do,xxx,False,14,0.5082238251120147
S9,do,xxx,False,14,0.5082238251120147
S29,do,xxx,False,14,0.5082238251120147
S29,do,xxx,False,14,0.5082238251120147
S29,do,xxx,False,14,0.5082238251120147
S29,do,xxx,True,14,0.5082238251120147
S29,do,xxx,True,14,0.5082238251120147
S29,do,xxx,True,14,0.5082238251120147
S29,do,xxx,True,14,0.5082238251120147
S29,do,xxx,False,14,0.5082238251120147
S29,do,xxx,False,14,0.5082238251120147
S48,do,xxx,False,14,0.5082238251120147
S48,do,xxx,True,14,0.5082238251120147
S48,do,xxx,True,14,0.5082238251120147
S48,do,xxx,True,14,0.5082238251120147
S48,do,xxx,True,14,0.5082238251120147
S34,do,xxx,False,14,0.5082238251120147
S34,do,xxx,False,14,0.5082238251120147
S34,do,xxx,False,14,0.5082238251120147
S34,do,xxx,True,14,0.5082238251120147
S34,do,xxx,True,14,0.5082238251120147
S34,do,xxx,True,14,0.5082238251120147
S34,do,xxx,True,14,0.5082238251120147
S14,do,xxx,False,14,0.5082238251120147
S14,do,xxx,True,14,0.5082238251120147
S14,do,xxx,True,14,0.5082238251120147
S14,do,xxx,True,14,0.5082238251120147
S14,do,xxx,True,14,0.5082238251120147
S36,do,xxx,False,14,0.5082238251120147
S36,do,xxx,True,14,0.5082238251120147
S36,do,xxx,True,14,0.5082238251120147
S36,do,xxx,True,14,0.5082238251120147
S36,do,xxx,True,14,0.5082238251120147
S10,do,xxx,False,14,0.5082238251120147
S10,do,xxx,True,14,0.5082238251120147
S10,do,xxx,True,14,0.5082238251120147
S10,do,xxx,True,14,0.5082238251120147
S10,do,xxx,True,14,0.5082238251120147
S47,do,xxx,False,14,0.5082238251120147
S47,do,xxx,True,14,0.5082238251120147
S47,do,xxx,True,14,0.5082238251120147
S47,do,xxx,True,14,0.5082238251120147
S47,do,xxx,True,14,0.5082238251120147
S30,do,xxx,False,14,0.5082238251120147
S30,do,xxx,True,14,0.5082238251120147
S30,do,xxx,True,14,0.5082238251120147
S30,do,xxx,True,14,0.5082238251120147
S30,do,xxx,True,14,0.5082238251120147
S37,do,xxx,False,14,0.5082238251120147
S37,do,xxx,True,14,0.5082238251120147
S37,do,xxx,True,14,0.5082238251120147
S37,do,xxx,True,14,0.5082238251120147
S37,do,xxx,True,14,0.5082238251120147
S15,do,xxx,False,14,0.5082238251120147
S15,do,xxx,True,14,0.5082238251120147
S15,do,xxx,True,14,0.5082238251120147
S15,do,xxx,True,14,0.5082238251120147
S15,do,xxx,True,14,0.5082238251120147
S11,do,xxx,False,14,0.5082238251120147
S11,do,xxx,False,14,0.5082238251120147
S11,do,xxx,True,14,0.5082238251120147
S11,do,xxx,True,14,0.5082238251120147
S11,do,xxx,True,14,0.5082238251120147
S11,do,xxx,True,14,0.5082238251120147
S11,do,xxx,False,14,0.5082238251120147
S56,do,xxx,False,14,0.5082238251120147
S56,do,xxx,False,14,0.5082238251120147
S56,do,xxx,False,14,0.5082238251120147
S56,do,xxx,True,14,0.5082238251120147
S56,do,xxx,True,14,0.5082238251120147
S56,do,xxx,True,14,0.5082238251120147
S56,do,xxx,True,14,0.5082238251120147
S56,do,xxx,False,14,0.5082238251120147
S56,do,xxx,False,14,0.5082238251120147
S40,do,xxx,False,14,0.5082238251120147
S40,do,xxx,False,14,0.5082238251120147
S40,do,xxx,False,14,0.5082238251120147
S40,do,xxx,True,14,0.5082238251120147
S40,do,xxx,True,14,0.5082238251120147
S40,do,xxx,True,14,0.5082238251120147
S40,do,xxx,True,14,0.5082238251120147
S40,do,xxx,False,14,0.5082238251120147
S40,do,xxx,False,14,0.5082238251120147
S22,do,xxx,False,14,0.5082238251120147
S22,do,xxx,True,14,0.5082238251120147
S22,do,xxx,True,14,0.5082238251120147
S22,do,xxx,True,14,0.5082238251120147
S22,do,xxx,True,14,0.5082238251120147
S1,do,xxx,False,14,0.5082238251120147
S1,do,xxx,False,14,0.5082238251120147
S1,do,xxx,False,14,0.5082238251120147
S1,do,xxx,False,14,0.5082238251120147
S1,do,xxx,False,14,0.5082238251120147
S1,do,xxx,False,14,0.5082238251120147
S1,do,xxx,False,14,0.5082238251120147
S1,do,xxx,False,14,0.5082238251120147
S1,do,xxx,False,14,0.5082238251120147
S1,do,xxx,True,14,0.5082238251120147
S1,do,xxx,True,14,0.5082238251120147
S1,do,xxx,True,14,0.5082238251120147
S1,do,xxx,True,14,0.5082238251120147
S57,do,xxx,False,14,0.5082238251120147
S57,do,xxx,True,14,0.5082238251120147
S57,do,xxx,True,14,0.5082238251120147
S57,do,xxx,True,14,0.5082238251120147
S57,do,xxx,True,14,0.5082238251120147
S33,do,xxx,False,14,0.5082238251120147
S33,do,xxx,True,14,0.5082238251120147
S33,do,xxx,True,14,0.5082238251120147
S33,do,xxx,True,14,0.5082238251120147
S33,do,xxx,True,14,0.5082238251120147
S32,do,xxx,False,14,0.5082238251120147
S32,do,xxx,True,14,0.5082238251120147
S32,do,xxx,True,14,0.5082238251120147
S32,do,xxx,True,14,0.5082238251120147
S32,do,xxx,True,14,0.5082238251120147
S44,do,xxx,False,14,0.5082238251120147
S44,do,xxx,True,14,0.5082238251120147
S44,do,xxx,True,14,0.5082238251120147
S44,do,xxx,True,14,0.5082238251120147
S44,do,xxx,True,14,0.5082238251120147
S54,do,xxx,False,14,0.5082238251120147
S54,do,xxx,True,14,0.5082238251120147
S54,do,xxx,True,14,0.5082238251120147
S54,do,xxx,True,14,0.5082238251120147
S54,do,xxx,True,14,0.5082238251120147
S3,do,xxx,False,14,0.5082238251120147
S3,do,xxx,True,14,0.5082238251120147
S3,do,xxx,True,14,0.5082238251120147
S3,do,xxx,True,14,0.5082238251120147
S3,do,xxx,True,14,0.5082238251120147
S42,do,xxx,False,14,0.5082238251120147
S8,do,xxx,False,14,0.5082238251120147
S42,do,xxx,False,14,0.5082238251120147
S8,do,xxx,True,14,0.5082238251120147
S8,do,xxx,True,14,0.5082238251120147
S8,do,xxx,True,14,0.5082238251120147
S42,do,xxx,False,14,0.5082238251120147
S8,do,xxx,True,14,0.5082238251120147
S42,do,xxx,True,14,0.5082238251120147
S42,do,xxx,True,14,0.5082238251120147
S42,do,xxx,True,14,0.5082238251120147
S42,do,xxx,True,14,0.5082238251120147
S5,do,oxo,False,4,0.4994588313647153
S5,do,oxo,True,4,0.4994588313647153
S5,do,oxo,True,4,0.4994588313647153
S5,do,oxo,True,4,0.4994588313647153
S5,do,oxo,True,4,0.4994588313647153
S5,do,oxo,True,4,0.4994588313647153
S5,do,oxo,True,4,0.4994588313647153
S5,do,oxo,True,4,0.4994588313647153
S5,do,oxo,True,4,0.4994588313647153
S38,do,oxo,False,4,0.4994588313647153
S38,do,oxo,True,4,0.4994588313647153
S38,do,oxo,True,4,0.4994588313647153
S38,do,oxo,True,4,0.4994588313647153
S38,do,oxo,True,4,0.4994588313647153
S27,do,oxo,False,4,0.4994588313647153
S27,do,oxo,True,4,0.4994588313647153
S27,do,oxo,True,4,0.4994588313647153
S27,do,oxo,True,4,0.4994588313647153
S27,do,oxo,True,4,0.4994588313647153
S27,do,oxo,True,4,0.4994588313647153
S27,do,oxo,True,4,0.4994588313647153
S27,do,oxo,False,4,0.4994588313647153
S27,do,oxo,False,4,0.4994588313647153
S41,do,oxo,False,4,0.4994588313647153
S41,do,oxo,False,4,0.4994588313647153
S41,do,oxo,False,4,0.4994588313647153
S41,do,oxo,True,4,0.4994588313647153
S41,do,oxo,True,4,0.4994588313647153
S41,do,oxo,True,4,0.4994588313647153
S41,do,oxo,True,4,0.4994588313647153
S41,do,oxo,True,4,0.4994588313647153
S41,do,oxo,True,4,0.4994588313647153
S52,do,oxo,False,4,0.4994588313647153
S52,do,oxo,True,4,0.4994588313647153
S52,do,oxo,True,4,0.4994588313647153
S52,do,oxo,True,4,0.4994588313647153
S52,do,oxo,True,4,0.4994588313647153
S52,do,oxo,True,4,0.4994588313647153
S52,do,oxo,True,4,0.4994588313647153
S52,do,oxo,False,4,0.4994588313647153
S52,do,oxo,False,4,0.4994588313647153
S9,do,oxo,False,4,0.4994588313647153
S9,do,oxo,False,4,0.4994588313647153
S9,do,oxo,False,4,0.4994588313647153
S9,do,oxo,True,4,0.4994588313647153
S9,do,oxo,True,4,0.4994588313647153
S9,do,oxo,True,4,0.4994588313647153
S9,do,oxo,True,4,0.4994588313647153
S9,do,oxo,False,4,0.4994588313647153
S9,do,oxo,False,4,0.4994588313647153
S29,do,oxo,False,4,0.4994588313647153
S29,do,oxo,False,4,0.4994588313647153
S29,do,oxo,False,4,0.4994588313647153
S29,do,oxo,True,4,0.4994588313647153
S29,do,oxo,True,4,0.4994588313647153
S29,do,oxo,True,4,0.4994588313647153
S29,do,oxo,True,4,0.4994588313647153
S29,do,oxo,False,4,0.4994588313647153
S29,do,oxo,False,4,0.4994588313647153
S36,do,oxo,False,4,0.4994588313647153
S36,do,oxo,True,4,0.4994588313647153
S36,do,oxo,True,4,0.4994588313647153
S36,do,oxo,True,4,0.4994588313647153
S36,do,oxo,True,4,0.4994588313647153
S36,do,oxo,True,4,0.4994588313647153
S36,do,oxo,True,4,0.4994588313647153
S36,do,oxo,False,4,0.4994588313647153
S36,do,oxo,False,4,0.4994588313647153
S48,do,oxo,False,4,0.4994588313647153
S48,do,oxo,False,4,0.4994588313647153
S48,do,oxo,False,4,0.4994588313647153
S48,do,oxo,True,4,0.4994588313647153
S48,do,oxo,True,4,0.4994588313647153
S48,do,oxo,True,4,0.4994588313647153
S48,do,oxo,True,4,0.4994588313647153
S48,do,oxo,False,4,0.4994588313647153
S48,do,oxo,False,4,0.4994588313647153
S30,do,oxo,False,4,0.4994588313647153
S30,do,oxo,True,4,0.4994588313647153
S30,do,oxo,True,4,0.4994588313647153
S30,do,oxo,True,4,0.4994588313647153
S30,do,oxo,True,4,0.4994588313647153
S30,do,oxo,True,4,0.4994588313647153
S30,do,oxo,True,4,0.4994588313647153
S47,do,oxo,False,4,0.4994588313647153
S30,do,oxo,False,4,0.4994588313647153
S30,do,oxo,False,4,0.4994588313647153
S47,do,oxo,False,4,0.4994588313647153
S47,do,oxo,False,4,0.4994588313647153
S47,do,oxo,True,4,0.4994588313647153
S47,do,oxo,True,4,0.4994588313647153
S47,do,oxo,True,4,0.4994588313647153
S47,do,oxo,True,4,0.4994588313647153
S47,do,oxo,False,4,0.4994588313647153
S47,do,oxo,False,4,0.4994588313647153
S34,do,oxo,False,4,0.4994588313647153
S34,do,oxo,False,4,0.4994588313647153
S34,do,oxo,False,4,0.4994588313647153
S34,do,oxo,True,4,0.4994588313647153
S34,do,oxo,True,4,0.4994588313647153
S34,do,oxo,True,4,0.4994588313647153
S34,do,oxo,True,4,0.4994588313647153
S34,do,oxo,True,4,0.4994588313647153
S34,do,oxo,True,4,0.4994588313647153
S14,do,oxo,False,4,0.4994588313647153
S14,do,oxo,True,4,0.4994588313647153
S14,do,oxo,True,4,0.4994588313647153
S14,do,oxo,True,4,0.4994588313647153
S14,do,oxo,True,4,0.4994588313647153
S14,do,oxo,True,4,0.4994588313647153
S14,do,oxo,True,4,0.4994588313647153
S14,do,oxo,False,4,0.4994588313647153
S14,do,oxo,False,4,0.4994588313647153
S37,do,oxo,False,4,0.4994588313647153
S37,do,oxo,True,4,0.4994588313647153
S37,do,oxo,True,4,0.4994588313647153
S37,do,oxo,True,4,0.4994588313647153
S37,do,oxo,True,4,0.4994588313647153
S37,do,oxo,True,4,0.4994588313647153
S37,do,oxo,True,4,0.4994588313647153
S37,do,oxo,False,4,0.4994588313647153
S37,do,oxo,False,4,0.4994588313647153
S10,do,oxo,False,4,0.4994588313647153
S10,do,oxo,True,4,0.4994588313647153
S10,do,oxo,True,4,0.4994588313647153
S10,do,oxo,True,4,0.4994588313647153
S10,do,oxo,True,4,0.4994588313647153
S10,do,oxo,True,4,0.4994588313647153
S10,do,oxo,True,4,0.4994588313647153
S10,do,oxo,False,4,0.4994588313647153
S10,do,oxo,False,4,0.4994588313647153
S11,do,oxo,False,4,0.4994588313647153
S11,do,oxo,False,4,0.4994588313647153
S11,do,oxo,False,4,0.4994588313647153
S11,do,oxo,True,4,0.4994588313647153
S11,do,oxo,True,4,0.4994588313647153
S11,do,oxo,True,4,0.4994588313647153
S11,do,oxo,True,4,0.4994588313647153
S11,do,oxo,True,4,0.4994588313647153
S11,do,oxo,True,4,0.4994588313647153
S15,do,oxo,False,4,0.4994588313647153
S15,do,oxo,False,4,0.4994588313647153
S15,do,oxo,False,4,0.4994588313647153
S15,do,oxo,True,4,0.4994588313647153
S15,do,oxo,True,4,0.4994588313647153
S15,do,oxo,True,4,0.4994588313647153
S15,do,oxo,True,4,0.4994588313647153
S15,do,oxo,False,4,0.4994588313647153
S15,do,oxo,False,4,0.4994588313647153
S56,do,oxo,False,4,0.4994588313647153
S56,do,oxo,False,4,0.4994588313647153
S56,do,oxo,False,4,0.4994588313647153
S56,do,oxo,True,4,0.4994588313647153
S56,do,oxo,True,4,0.4994588313647153
S56,do,oxo,True,4,0.4994588313647153
S56,do,oxo,True,4,0.4994588313647153
S56,do,oxo,True,4,0.4994588313647153
S56,do,oxo,True,4,0.4994588313647153
S22,do,oxo,False,4,0.4994588313647153
S22,do,oxo,False,4,0.4994588313647153
S22,do,oxo,False,4,0.4994588313647153
S22,do,oxo,True,4,0.4994588313647153
S22,do,oxo,True,4,0.4994588313647153
S22,do,oxo,True,4,0.4994588313647153
S22,do,oxo,True,4,0.4994588313647153
S22,do,oxo,True,4,0.4994588313647153
S22,do,oxo,True,4,0.4994588313647153
S40,do,oxo,False,4,0.4994588313647153
S40,do,oxo,False,4,0.4994588313647153
S40,do,oxo,False,4,0.4994588313647153
S40,do,oxo,True,4,0.4994588313647153
S40,do,oxo,True,4,0.4994588313647153
S40,do,oxo,True,4,0.4994588313647153
S40,do,oxo,True,4,0.4994588313647153
S40,do,oxo,False,4,0.4994588313647153
S40,do,oxo,False,4,0.4994588313647153
S1,do,oxo,False,4,0.4994588313647153
S1,do,oxo,False,4,0.4994588313647153
S1,do,oxo,False,4,0.4994588313647153
S1,do,oxo,True,4,0.4994588313647153
S1,do,oxo,True,4,0.4994588313647153
S1,do,oxo,True,4,0.4994588313647153
S1,do,oxo,True,4,0.4994588313647153
S1,do,oxo,False,4,0.4994588313647153
S1,do,oxo,False,4,0.4994588313647153
S57,do,oxo,False,4,0.4994588313647153
S57,do,oxo,False,4,0.4994588313647153
S57,do,oxo,False,4,0.4994588313647153
S57,do,oxo,True,4,0.4994588313647153
S57,do,oxo,True,4,0.4994588313647153
S57,do,oxo,True,4,0.4994588313647153
S57,do,oxo,True,4,0.4994588313647153
S57,do,oxo,False,4,0.4994588313647153
S57,do,oxo,False,4,0.4994588313647153
S33,do,oxo,False,4,0.4994588313647153
S33,do,oxo,True,4,0.4994588313647153
S33,do,oxo,True,4,0.4994588313647153
S33,do,oxo,True,4,0.4994588313647153
S33,do,oxo,True,4,0.4994588313647153
S33,do,oxo,True,4,0.4994588313647153
S33,do,oxo,True,4,0.4994588313647153
S33,do,oxo,False,4,0.4994588313647153
S33,do,oxo,False,4,0.4994588313647153
S32,do,oxo,False,4,0.4994588313647153
S32,do,oxo,False,4,0.4994588313647153
S32,do,oxo,False,4,0.4994588313647153
S32,do,oxo,True,4,0.4994588313647153
S32,do,oxo,True,4,0.4994588313647153
S32,do,oxo,True,4,0.4994588313647153
S32,do,oxo,True,4,0.4994588313647153
S32,do,oxo,False,4,0.4994588313647153
S32,do,oxo,False,4,0.4994588313647153
S44,do,oxo,False,4,0.4994588313647153
S44,do,oxo,False,4,0.4994588313647153
S44,do,oxo,False,4,0.4994588313647153
S44,do,oxo,True,4,0.4994588313647153
S44,do,oxo,True,4,0.4994588313647153
S44,do,oxo,True,4,0.4994588313647153
S44,do,oxo,True,4,0.4994588313647153
S44,do,oxo,False,4,0.4994588313647153
S44,do,oxo,False,4,0.4994588313647153
S54,do,oxo,False,4,0.4994588313647153
S54,do,oxo,False,4,0.4994588313647153
S54,do,oxo,False,4,0.4994588313647153
S54,do,oxo,True,4,0.4994588313647153
S54,do,oxo,True,4,0.4994588313647153
S54,do,oxo,True,4,0.4994588313647153
S54,do,oxo,True,4,0.4994588313647153
S54,do,oxo,True,4,0.4994588313647153
S54,do,oxo,True,4,0.4994588313647153
S3,do,oxo,False,4,0.4994588313647153
S3,do,oxo,False,4,0.4994588313647153
S3,do,oxo,False,4,0.4994588313647153
S3,do,oxo,True,4,0.4994588313647153
S3,do,oxo,True,4,0.4994588313647153
S3,do,oxo,True,4,0.4994588313647153
S3,do,oxo,True,4,0.4994588313647153
S3,do,oxo,False,4,0.4994588313647153
S3,do,oxo,False,4,0.4994588313647153
S42,do,oxo,False,4,0.4994588313647153
S42,do,oxo,True,4,0.4994588313647153
S42,do,oxo,True,4,0.4994588313647153
S42,do,oxo,True,4,0.4994588313647153
S42,do,oxo,True,4,0.4994588313647153
S42,do,oxo,True,4,0.4994588313647153
S42,do,oxo,True,4,0.4994588313647153
S42,do,oxo,False,4,0.4994588313647153
S42,do,oxo,False,4,0.4994588313647153
S8,do,oxo,False,4,0.4994588313647153
S8,do,oxo,False,4,0.4994588313647153
S8,do,oxo,False,4,0.4994588313647153
S8,do,oxo,True,4,0.4994588313647153
S8,do,oxo,True,4,0.4994588313647153
S8,do,oxo,True,4,0.4994588313647153
S8,do,oxo,True,4,0.4994588313647153
S8,do,oxo,False,4,0.4994588313647153
S8,do,oxo,False,4,0.4994588313647153
S38,do,oox,False,2,0.511499611499611
S38,do,oox,True,2,0.511499611499611
S38,do,oox,True,2,0.511499611499611
S38,do,oox,True,2,0.511499611499611
S38,do,oox,True,2,0.511499611499611
S5,do,oox,False,2,0.511499611499611
S5,do,oox,True,2,0.511499611499611
S5,do,oox,True,2,0.511499611499611
S5,do,oox,True,2,0.511499611499611
S27,do,oox,False,2,0.511499611499611
S5,do,oox,True,2,0.511499611499611
S27,do,oox,True,2,0.511499611499611
S5,do,oox,True,2,0.511499611499611
S5,do,oox,False,2,0.511499611499611
S27,do,oox,True,2,0.511499611499611
S27,do,oox,True,2,0.511499611499611
S27,do,oox,True,2,0.511499611499611
S27,do,oox,True,2,0.511499611499611
S27,do,oox,False,2,0.511499611499611
S41,do,oox,False,2,0.511499611499611
S41,do,oox,False,2,0.511499611499611
S41,do,oox,True,2,0.511499611499611
S41,do,oox,True,2,0.511499611499611
S41,do,oox,True,2,0.511499611499611
S41,do,oox,True,2,0.511499611499611
S41,do,oox,False,2,0.511499611499611
S52,do,oox,False,2,0.511499611499611
S52,do,oox,True,2,0.511499611499611
S52,do,oox,True,2,0.511499611499611
S52,do,oox,True,2,0.511499611499611
S52,do,oox,True,2,0.511499611499611
S52,do,oox,True,2,0.511499611499611
S52,do,oox,True,2,0.511499611499611
S52,do,oox,False,2,0.511499611499611
