participant,mdp_code,cond,belief-reward,unknown_color_ent_exp,avg_revisit_exp,uncertain_prop_exp,dem_len_exp,uncertain_prop_sim,unknown_color_ent_sim,dem_len_sim,avg_revisit_sim
S22,xoo,do,0,0.5435644431995964,0.1,0.7272727272727273,11.0,0.5132132181543981,0.6932013218498823,11.352,0.027113697413697447
S27,xoo,do,0,0.5916727785823275,0.0,0.6363636363636364,11.0,0.5132132181543981,0.6932013218498823,11.352,0.027113697413697447
S29,xoo,do,0,0.5435644431995964,0.1,0.7272727272727273,11.0,0.5132132181543981,0.6932013218498823,11.352,0.027113697413697447
S3,xoo,do,0,-0.0,0.0,0.4444444444444444,9.0,0.5132132181543981,0.6932013218498823,11.352,0.027113697413697447
S30,xoo,do,0,-0.0,0.0,0.6666666666666666,9.0,0.5132132181543981,0.6932013218498823,11.352,0.027113697413697447
S32,xoo,do,0,-0.0,0.0,0.4444444444444444,9.0,0.5132132181543981,0.6932013218498823,11.352,0.027113697413697447
S33,xoo,do,0,0.5435644431995964,0.1,0.7272727272727273,11.0,0.5132132181543981,0.6932013218498823,11.352,0.027113697413697447
S34,xoo,do,0,-0.0,0.0,0.4444444444444444,9.0,0.5132132181543981,0.6932013218498823,11.352,0.027113697413697447
S36,xoo,do,0,-0.0,0.0,0.4444444444444444,9.0,0.5132132181543981,0.6932013218498823,11.352,0.027113697413697447
S37,xoo,do,0,-0.0,0.0,0.4444444444444444,9.0,0.5132132181543981,0.6932013218498823,11.352,0.027113697413697447
S38,xoo,do,0,-0.0,0.0,0.6666666666666666,9.0,0.5132132181543981,0.6932013218498823,11.352,0.027113697413697447
S40,xoo,do,0,-0.0,0.0,0.4444444444444444,9.0,0.5132132181543981,0.6932013218498823,11.352,0.027113697413697447
S41,xoo,do,0,-0.0,0.0,0.6666666666666666,9.0,0.5132132181543981,0.6932013218498823,11.352,0.027113697413697447
S42,xoo,do,0,-0.0,0.0,0.4444444444444444,9.0,0.5132132181543981,0.6932013218498823,11.352,0.027113697413697447
S44,xoo,do,0,-0.0,0.0,0.4444444444444444,9.0,0.5132132181543981,0.6932013218498823,11.352,0.027113697413697447
S47,xoo,do,0,-0.0,0.0,0.4444444444444444,9.0,0.5132132181543981,0.6932013218498823,11.352,0.027113697413697447
S48,xoo,do,0,-0.0,0.0,0.6666666666666666,9.0,0.5132132181543981,0.6932013218498823,11.352,0.027113697413697447
S5,xoo,do,0,-0.0,0.0,0.6666666666666666,9.0,0.5132132181543981,0.6932013218498823,11.352,0.027113697413697447
S52,xoo,do,0,-0.0,0.0,0.4444444444444444,9.0,0.5132132181543981,0.6932013218498823,11.352,0.027113697413697447
S54,xoo,do,0,-0.0,0.0,0.4444444444444444,9.0,0.5132132181543981,0.6932013218498823,11.352,0.027113697413697447
S56,xoo,do,0,0.5435644431995964,0.1,0.7272727272727273,11.0,0.5132132181543981,0.6932013218498823,11.352,0.027113697413697447
S57,xoo,do,0,-0.0,0.0,0.4444444444444444,9.0,0.5132132181543981,0.6932013218498823,11.352,0.027113697413697447
S8,xoo,do,0,-0.0,0.0,0.4444444444444444,9.0,0.5132132181543981,0.6932013218498823,11.352,0.027113697413697447
S9,xoo,do,0,-0.0,0.0,0.4444444444444444,9.0,0.5132132181543981,0.6932013218498823,11.352,0.027113697413697447
S1,xox,do,0,0.7219280948873623,0.0,0.7142857142857143,7.0,0.46882004662005244,0.8188788158400354,9.462,0.028643434343434356
S10,xox,do,0,0.7219280948873623,0.0,0.7142857142857143,7.0,0.46882004662005244,0.8188788158400354,9.462,0.028643434343434356
S11,xox,do,0,0.7219280948873623,0.0,0.7142857142857143,7.0,0.46882004662005244,0.8188788158400354,9.462,0.028643434343434356
S14,xox,do,0,0.7219280948873623,0.0,0.7142857142857143,7.0,0.46882004662005244,0.8188788158400354,9.462,0.028643434343434356
S15,xox,do,0,0.8112781244591328,0.0,0.5714285714285714,7.0,0.46882004662005244,0.8188788158400354,9.462,0.028643434343434356
S22,xox,do,0,0.8112781244591328,0.0,0.5714285714285714,7.0,0.46882004662005244,0.8188788158400354,9.462,0.028643434343434356
S27,xox,do,0,0.6500224216483541,0.0,0.6666666666666666,9.0,0.46882004662005244,0.8188788158400354,9.462,0.028643434343434356
S29,xox,do,0,0.863120568566631,0.0,0.6363636363636364,11.0,0.46882004662005244,0.8188788158400354,9.462,0.028643434343434356
S3,xox,do,0,0.7219280948873623,0.0,0.7142857142857143,7.0,0.46882004662005244,0.8188788158400354,9.462,0.028643434343434356
S30,xox,do,0,0.7219280948873623,0.0,0.7142857142857143,7.0,0.46882004662005244,0.8188788158400354,9.462,0.028643434343434356
S32,xox,do,0,0.7219280948873623,0.0,0.7142857142857143,7.0,0.46882004662005244,0.8188788158400354,9.462,0.028643434343434356
S33,xox,do,0,0.7219280948873623,0.0,0.7142857142857143,7.0,0.46882004662005244,0.8188788158400354,9.462,0.028643434343434356
S34,xox,do,0,0.8112781244591328,0.0,0.5714285714285714,7.0,0.46882004662005244,0.8188788158400354,9.462,0.028643434343434356
S36,xox,do,0,0.7219280948873623,0.0,0.7142857142857143,7.0,0.46882004662005244,0.8188788158400354,9.462,0.028643434343434356
S37,xox,do,0,0.7219280948873623,0.0,0.7142857142857143,7.0,0.46882004662005244,0.8188788158400354,9.462,0.028643434343434356
S38,xox,do,0,0.5916727785823275,0.0,0.7777777777777778,9.0,0.46882004662005244,0.8188788158400354,9.462,0.028643434343434356
S40,xox,do,0,-0.0,0.1,0.36363636363636365,11.0,0.46882004662005244,0.8188788158400354,9.462,0.028643434343434356
S41,xox,do,0,0.8112781244591328,0.0,0.5714285714285714,7.0,0.46882004662005244,0.8188788158400354,9.462,0.028643434343434356
S42,xox,do,0,0.7219280948873623,0.0,0.7142857142857143,7.0,0.46882004662005244,0.8188788158400354,9.462,0.028643434343434356
S44,xox,do,0,0.6500224216483541,0.0,0.6666666666666666,9.0,0.46882004662005244,0.8188788158400354,9.462,0.028643434343434356
S47,xox,do,0,0.7219280948873623,0.0,0.7142857142857143,7.0,0.46882004662005244,0.8188788158400354,9.462,0.028643434343434356
S48,xox,do,0,0.863120568566631,0.0,0.6363636363636364,11.0,0.46882004662005244,0.8188788158400354,9.462,0.028643434343434356
S5,xox,do,0,0.7219280948873623,0.0,0.7142857142857143,7.0,0.46882004662005244,0.8188788158400354,9.462,0.028643434343434356
S52,xox,do,0,0.7219280948873623,0.0,0.7142857142857143,7.0,0.46882004662005244,0.8188788158400354,9.462,0.028643434343434356
S54,xox,do,0,0.6500224216483541,0.0,0.6666666666666666,9.0,0.46882004662005244,0.8188788158400354,9.462,0.028643434343434356
S56,xox,do,0,0.7219280948873623,0.0,0.7142857142857143,7.0,0.46882004662005244,0.8188788158400354,9.462,0.028643434343434356
S57,xox,do,0,0.7219280948873623,0.0,0.7142857142857143,7.0,0.46882004662005244,0.8188788158400354,9.462,0.028643434343434356
S8,xox,do,0,0.8112781244591328,0.0,0.5714285714285714,7.0,0.46882004662005244,0.8188788158400354,9.462,0.028643434343434356
S9,xox,do,0,1.5,0.125,0.4444444444444444,9.0,0.46882004662005244,0.8188788158400354,9.462,0.028643434343434356
S1,xxo,do,0,-0.0,0.0,0.4444444444444444,9.0,0.4352428473487329,0.06754405399538047,11.422,0.03061713286713288
S10,xxo,do,0,-0.0,0.0,0.6666666666666666,9.0,0.4352428473487329,0.06754405399538047,11.422,0.03061713286713288
S11,xxo,do,0,-0.0,0.0,0.6666666666666666,9.0,0.4352428473487329,0.06754405399538047,11.422,0.03061713286713288
S14,xxo,do,0,-0.0,0.0,0.4444444444444444,9.0,0.4352428473487329,0.06754405399538047,11.422,0.03061713286713288
S15,xxo,do,0,-0.0,0.0,0.4444444444444444,9.0,0.4352428473487329,0.06754405399538047,11.422,0.03061713286713288
S22,xxo,do,0,-0.0,0.0,0.6666666666666666,9.0,0.4352428473487329,0.06754405399538047,11.422,0.03061713286713288
S27,xxo,do,0,-0.0,0.0,0.6666666666666666,9.0,0.4352428473487329,0.06754405399538047,11.422,0.03061713286713288
S29,xxo,do,0,-0.0,0.0,0.4444444444444444,9.0,0.4352428473487329,0.06754405399538047,11.422,0.03061713286713288
S3,xxo,do,0,-0.0,0.0,0.4444444444444444,9.0,0.4352428473487329,0.06754405399538047,11.422,0.03061713286713288
S30,xxo,do,0,-0.0,0.0,0.4444444444444444,9.0,0.4352428473487329,0.06754405399538047,11.422,0.03061713286713288
S32,xxo,do,0,-0.0,0.0,0.4444444444444444,9.0,0.4352428473487329,0.06754405399538047,11.422,0.03061713286713288
S33,xxo,do,0,0.5435644431995964,0.1,0.7272727272727273,11.0,0.4352428473487329,0.06754405399538047,11.422,0.03061713286713288
S34,xxo,do,0,-0.0,0.0,0.4444444444444444,9.0,0.4352428473487329,0.06754405399538047,11.422,0.03061713286713288
S36,xxo,do,0,-0.0,0.1,0.36363636363636365,11.0,0.4352428473487329,0.06754405399538047,11.422,0.03061713286713288
S37,xxo,do,0,-0.0,0.0,0.4444444444444444,9.0,0.4352428473487329,0.06754405399538047,11.422,0.03061713286713288
S38,xxo,do,0,1.5,0.0,0.8,5.0,0.4352428473487329,0.06754405399538047,11.422,0.03061713286713288
S40,xxo,do,0,-0.0,0.0,0.4444444444444444,9.0,0.4352428473487329,0.06754405399538047,11.422,0.03061713286713288
S41,xxo,do,0,-0.0,0.0,0.4444444444444444,9.0,0.4352428473487329,0.06754405399538047,11.422,0.03061713286713288
S42,xxo,do,0,0.7219280948873623,0.1,0.45454545454545453,11.0,0.4352428473487329,0.06754405399538047,11.422,0.03061713286713288
S44,xxo,do,0,-0.0,0.0,0.6666666666666666,9.0,0.4352428473487329,0.06754405399538047,11.422,0.03061713286713288
S47,xxo,do,0,-0.0,0.0,0.4444444444444444,9.0,0.4352428473487329,0.06754405399538047,11.422,0.03061713286713288
S48,xxo,do,0,-0.0,0.0,0.4444444444444444,9.0,0.4352428473487329,0.06754405399538047,11.422,0.03061713286713288
S5,xxo,do,0,-0.0,0.0,0.6666666666666666,9.0,0.4352428473487329,0.06754405399538047,11.422,0.03061713286713288
S52,xxo,do,0,-0.0,0.0,0.4444444444444444,9.0,0.4352428473487329,0.06754405399538047,11.422,0.03061713286713288
S54,xxo,do,0,-0.0,0.0,0.4444444444444444,9.0,0.4352428473487329,0.06754405399538047,11.422,0.03061713286713288
S56,xxo,do,0,-0.0,0.0,0.6666666666666666,9.0,0.4352428473487329,0.06754405399538047,11.422,0.03061713286713288
S57,xxo,do,0,-0.0,0.0,0.4444444444444444,9.0,0.4352428473487329,0.06754405399538047,11.422,0.03061713286713288
S8,xxo,do,0,-0.0,0.0,0.4444444444444444,9.0,0.4352428473487329,0.06754405399538047,11.422,0.03061713286713288
S9,xxo,do,0,0.7219280948873623,0.0,0.5555555555555556,9.0,0.4352428473487329,0.06754405399538047,11.422,0.03061713286713288
S1,xxx,do,0,1.5,0.8571428571428571,0.3076923076923077,13.0,0.5082238251120147,1.479788159062938,8.648,0.10522871572871585
S10,xxx,do,0,1.5,0.0,0.8,5.0,0.5082238251120147,1.479788159062938,8.648,0.10522871572871585
S11,xxx,do,0,0.8112781244591328,0.0,0.5714285714285714,7.0,0.5082238251120147,1.479788159062938,8.648,0.10522871572871585
S14,xxx,do,0,1.5,0.0,0.8,5.0,0.5082238251120147,1.479788159062938,8.648,0.10522871572871585
S15,xxx,do,0,1.5,0.0,0.8,5.0,0.5082238251120147,1.479788159062938,8.648,0.10522871572871585
S22,xxx,do,0,1.5,0.0,0.8,5.0,0.5082238251120147,1.479788159062938,8.648,0.10522871572871585
S27,xxx,do,0,1.5,0.0,0.8,5.0,0.5082238251120147,1.479788159062938,8.648,0.10522871572871585
S29,xxx,do,0,-0.0,0.0,0.4444444444444444,9.0,0.5082238251120147,1.479788159062938,8.648,0.10522871572871585
S3,xxx,do,0,1.5,0.0,0.8,5.0,0.5082238251120147,1.479788159062938,8.648,0.10522871572871585
S30,xxx,do,0,1.5,0.0,0.8,5.0,0.5082238251120147,1.479788159062938,8.648,0.10522871572871585
S32,xxx,do,0,1.5,0.0,0.8,5.0,0.5082238251120147,1.479788159062938,8.648,0.10522871572871585
S33,xxx,do,0,1.5,0.0,0.8,5.0,0.5082238251120147,1.479788159062938,8.648,0.10522871572871585
