participant,mdp_code,cond,belief-reward,unknown_color_ent_exp,avg_revisit_exp,uncertain_prop_exp,dem_len_exp,uncertain_prop_sim,unknown_color_ent_sim,dem_len_sim,avg_revisit_sim
S34,xxx,do,0,1.5,0.16666666666666666,0.5714285714285714,7.0,0.5082238251120147,1.479788159062938,8.648,0.10522871572871585
S36,xxx,do,0,1.5,0.0,0.8,5.0,0.5082238251120147,1.479788159062938,8.648,0.10522871572871585
S37,xxx,do,0,1.5,0.0,0.8,5.0,0.5082238251120147,1.479788159062938,8.648,0.10522871572871585
S38,xxx,do,0,1.5,0.0,0.8,5.0,0.5082238251120147,1.479788159062938,8.648,0.10522871572871585
S40,xxx,do,0,-0.0,0.0,0.4444444444444444,9.0,0.5082238251120147,1.479788159062938,8.648,0.10522871572871585
S41,xxx,do,0,1.5,0.16666666666666666,0.5714285714285714,7.0,0.5082238251120147,1.479788159062938,8.648,0.10522871572871585
S42,xxx,do,0,1.5,0.16666666666666666,0.5714285714285714,7.0,0.5082238251120147,1.479788159062938,8.648,0.10522871572871585
S44,xxx,do,0,1.5,0.0,0.8,5.0,0.5082238251120147,1.479788159062938,8.648,0.10522871572871585
S47,xxx,do,0,1.5,0.0,0.8,5.0,0.5082238251120147,1.479788159062938,8.648,0.10522871572871585
S48,xxx,do,0,1.5,0.0,0.8,5.0,0.5082238251120147,1.479788159062938,8.648,0.10522871572871585
S5,xxx,do,0,1.5,0.0,0.8,5.0,0.5082238251120147,1.479788159062938,8.648,0.10522871572871585
S52,xxx,do,0,1.5,0.0,0.8,5.0,0.5082238251120147,1.479788159062938,8.648,0.10522871572871585
S54,xxx,do,0,1.5,0.0,0.8,5.0,0.5082238251120147,1.479788159062938,8.648,0.10522871572871585
S56,xxx,do,0,-0.0,0.0,0.4444444444444444,9.0,0.5082238251120147,1.479788159062938,8.648,0.10522871572871585
S57,xxx,do,0,1.5,0.0,0.8,5.0,0.5082238251120147,1.479788159062938,8.648,0.10522871572871585
S8,xxx,do,0,1.5,0.0,0.8,5.0,0.5082238251120147,1.479788159062938,8.648,0.10522871572871585
S9,xxx,do,0,-0.0,0.4444444444444444,0.3076923076923077,13.0,0.5082238251120147,1.479788159062938,8.648,0.10522871572871585
S0,ooo,show,10,1.4591479170272446,0.46153846153846156,0.9473684210526315,19.0,0.6708728134610474,1.452128095997288,9.312,0.1378101010101011
S12,ooo,show,10,1.5812908992306924,0.0,0.8,25.0,0.6708728134610474,1.452128095997288,9.312,0.1378101010101011
S13,ooo,show,10,1.5,0.0,0.8,5.0,0.6708728134610474,1.452128095997288,9.312,0.1378101010101011
S16,ooo,show,10,1.5,0.0,0.8,5.0,0.6708728134610474,1.452128095997288,9.312,0.1378101010101011
S17,ooo,show,10,1.5812908992306924,0.0,0.8,25.0,0.6708728134610474,1.452128095997288,9.312,0.1378101010101011
S18,ooo,show,10,1.5715416718219246,0.10526315789473684,0.8571428571428571,21.0,0.6708728134610474,1.452128095997288,9.312,0.1378101010101011
S19,ooo,show,10,1.548565226030918,0.1875,0.8947368421052632,19.0,0.6708728134610474,1.452128095997288,9.312,0.1378101010101011
S2,ooo,show,10,1.5,0.0,0.8,5.0,0.6708728134610474,1.452128095997288,9.312,0.1378101010101011
S20,ooo,show,10,1.5,0.0,0.8,5.0,0.6708728134610474,1.452128095997288,9.312,0.1378101010101011
S21,ooo,show,10,-0.0,0.0,0.4444444444444444,9.0,0.6708728134610474,1.452128095997288,9.312,0.1378101010101011
S23,ooo,show,10,1.5,0.0,0.8,5.0,0.6708728134610474,1.452128095997288,9.312,0.1378101010101011
S24,ooo,show,10,1.5,0.0,0.8,5.0,0.6708728134610474,1.452128095997288,9.312,0.1378101010101011
S25,ooo,show,10,1.4591479170272446,0.0,0.8571428571428571,7.0,0.6708728134610474,1.452128095997288,9.312,0.1378101010101011
S26,ooo,show,10,1.5219280948873621,0.0,0.5555555555555556,9.0,0.6708728134610474,1.452128095997288,9.312,0.1378101010101011
S28,ooo,show,10,1.5,0.0,0.8,5.0,0.6708728134610474,1.452128095997288,9.312,0.1378101010101011
S31,ooo,show,10,1.5,0.0,0.8,5.0,0.6708728134610474,1.452128095997288,9.312,0.1378101010101011
S35,ooo,show,10,1.5,0.0,0.8,5.0,0.6708728134610474,1.452128095997288,9.312,0.1378101010101011
S39,ooo,show,10,1.5219280948873621,0.0,0.7142857142857143,7.0,0.6708728134610474,1.452128095997288,9.312,0.1378101010101011
S4,ooo,show,10,1.4315602842833155,0.07142857142857142,0.9333333333333333,15.0,0.6708728134610474,1.452128095997288,9.312,0.1378101010101011
S43,ooo,show,10,1.5663672668986361,0.45,0.9310344827586207,29.0,0.6708728134610474,1.452128095997288,9.312,0.1378101010101011
S45,ooo,show,10,0.7219280948873623,0.0,0.7142857142857143,7.0,0.6708728134610474,1.452128095997288,9.312,0.1378101010101011
S46,ooo,show,10,1.5461796919474975,0.4166666666666667,0.9411764705882353,17.0,0.6708728134610474,1.452128095997288,9.312,0.1378101010101011
S49,ooo,show,10,1.5,0.0,0.8,5.0,0.6708728134610474,1.452128095997288,9.312,0.1378101010101011
S50,ooo,show,10,1.5219280948873621,0.05555555555555555,0.7894736842105263,19.0,0.6708728134610474,1.452128095997288,9.312,0.1378101010101011
S51,ooo,show,10,1.5219280948873621,0.0,0.7142857142857143,7.0,0.6708728134610474,1.452128095997288,9.312,0.1378101010101011
S53,ooo,show,10,1.5812908992306924,0.0,0.8,25.0,0.6708728134610474,1.452128095997288,9.312,0.1378101010101011
S55,ooo,show,10,1.5,0.0,0.8,5.0,0.6708728134610474,1.452128095997288,9.312,0.1378101010101011
S6,ooo,show,10,1.5,0.0,0.8,5.0,0.6708728134610474,1.452128095997288,9.312,0.1378101010101011
S7,ooo,show,10,1.5,0.0,0.8,5.0,0.6708728134610474,1.452128095997288,9.312,0.1378101010101011
S0,oox,show,10,0.8812908992306927,0.08333333333333333,0.7692307692307693,13.0,0.5662373417432163,0.9804775951091576,9.52,0.028663969363969394
S12,oox,show,10,0.9774178175281716,0.26666666666666666,0.8947368421052632,19.0,0.5662373417432163,0.9804775951091576,9.52,0.028663969363969394
S13,oox,show,10,0.9709505944546686,0.0,0.7142857142857143,7.0,0.5662373417432163,0.9804775951091576,9.52,0.028663969363969394
S16,oox,show,10,0.9709505944546686,0.0,0.7142857142857143,7.0,0.5662373417432163,0.9804775951091576,9.52,0.028663969363969394
S17,oox,show,10,0.9975025463691152,0.23529411764705882,0.8095238095238095,21.0,0.5662373417432163,0.9804775951091576,9.52,0.028663969363969394
S18,oox,show,10,0.9910760598382222,0.1,0.8181818181818182,11.0,0.5662373417432163,0.9804775951091576,9.52,0.028663969363969394
S19,oox,show,10,1.0,0.0,0.7272727272727273,11.0,0.5662373417432163,0.9804775951091576,9.52,0.028663969363969394
S2,oox,show,10,0.8112781244591328,0.0,0.5714285714285714,7.0,0.5662373417432163,0.9804775951091576,9.52,0.028663969363969394
S20,oox,show,10,0.7219280948873623,0.0,0.7142857142857143,7.0,0.5662373417432163,0.9804775951091576,9.52,0.028663969363969394
S21,oox,show,10,-0.0,0.0,0.4444444444444444,9.0,0.5662373417432163,0.9804775951091576,9.52,0.028663969363969394
S23,oox,show,10,0.7219280948873623,0.0,0.7142857142857143,7.0,0.5662373417432163,0.9804775951091576,9.52,0.028663969363969394
S24,oox,show,10,1.0,0.0625,0.8235294117647058,17.0,0.5662373417432163,0.9804775951091576,9.52,0.028663969363969394
S25,oox,show,10,0.9709505944546686,0.0,0.7142857142857143,7.0,0.5662373417432163,0.9804775951091576,9.52,0.028663969363969394
S26,oox,show,10,0.9852281360342515,0.3076923076923077,0.8235294117647058,17.0,0.5662373417432163,0.9804775951091576,9.52,0.028663969363969394
S28,oox,show,10,0.7219280948873623,0.0,0.7142857142857143,7.0,0.5662373417432163,0.9804775951091576,9.52,0.028663969363969394
S31,oox,show,10,0.9709505944546686,0.0,0.7142857142857143,7.0,0.5662373417432163,0.9804775951091576,9.52,0.028663969363969394
S35,oox,show,10,0.7219280948873623,0.0,0.7142857142857143,7.0,0.5662373417432163,0.9804775951091576,9.52,0.028663969363969394
S39,oox,show,10,0.863120568566631,0.0,0.7777777777777778,9.0,0.5662373417432163,0.9804775951091576,9.52,0.028663969363969394
S4,oox,show,10,1.0,0.0,0.7692307692307693,13.0,0.5662373417432163,0.9804775951091576,9.52,0.028663969363969394
S43,oox,show,10,0.9980008838722996,1.4545454545454546,0.7037037037037037,27.0,0.5662373417432163,0.9804775951091576,9.52,0.028663969363969394
S45,oox,show,10,0.7219280948873623,0.0,0.7142857142857143,7.0,0.5662373417432163,0.9804775951091576,9.52,0.028663969363969394
S46,oox,show,10,1.0,0.3,0.7692307692307693,13.0,0.5662373417432163,0.9804775951091576,9.52,0.028663969363969394
S49,oox,show,10,0.7219280948873623,0.0,0.5555555555555556,9.0,0.5662373417432163,0.9804775951091576,9.52,0.028663969363969394
S50,oox,show,10,0.9182958340544896,0.26666666666666666,0.7894736842105263,19.0,0.5662373417432163,0.9804775951091576,9.52,0.028663969363969394
S51,oox,show,10,0.954434002924965,0.0,0.7272727272727273,11.0,0.5662373417432163,0.9804775951091576,9.52,0.028663969363969394
S53,oox,show,10,0.9992492479956565,1.0588235294117647,0.8857142857142857,35.0,0.5662373417432163,0.9804775951091576,9.52,0.028663969363969394
S55,oox,show,10,0.8112781244591328,0.0,0.5714285714285714,7.0,0.5662373417432163,0.9804775951091576,9.52,0.028663969363969394
S6,oox,show,10,0.7219280948873623,0.0,0.7142857142857143,7.0,0.5662373417432163,0.9804775951091576,9.52,0.028663969363969394
S7,oox,show,10,0.8112781244591328,0.0,0.5714285714285714,7.0,0.5662373417432163,0.9804775951091576,9.52,0.028663969363969394
S0,oxo,show,10,0.9182958340544896,0.07142857142857142,0.8,15.0,0.6249721925133684,0.897447824479116,11.552,0.028955710955710937
S12,oxo,show,10,0.9709505944546686,0.4,0.9523809523809523,21.0,0.6249721925133684,0.897447824479116,11.552,0.028955710955710937
S13,oxo,show,10,0.9182958340544896,0.0,0.6666666666666666,9.0,0.6249721925133684,0.897447824479116,11.552,0.028955710955710937
S16,oxo,show,10,0.8112781244591328,0.0,0.8888888888888888,9.0,0.6249721925133684,0.897447824479116,11.552,0.028955710955710937
S17,oxo,show,10,0.9760206482366149,0.47058823529411764,0.88,25.0,0.6249721925133684,0.897447824479116,11.552,0.028955710955710937
S18,oxo,show,10,0.9494520153879484,0.4,0.9047619047619048,21.0,0.6249721925133684,0.897447824479116,11.552,0.028955710955710937
S19,oxo,show,10,0.9819407868640977,0.35,0.7037037037037037,27.0,0.6249721925133684,0.897447824479116,11.552,0.028955710955710937
S2,oxo,show,10,0.8112781244591328,0.0,0.8888888888888888,9.0,0.6249721925133684,0.897447824479116,11.552,0.028955710955710937
S20,oxo,show,10,0.9182958340544896,0.0,0.6666666666666666,9.0,0.6249721925133684,0.897447824479116,11.552,0.028955710955710937
S21,oxo,show,10,-0.0,0.0,0.4444444444444444,9.0,0.6249721925133684,0.897447824479116,11.552,0.028955710955710937
S23,oxo,show,10,0.8112781244591328,0.0,0.8888888888888888,9.0,0.6249721925133684,0.897447824479116,11.552,0.028955710955710937
S24,oxo,show,10,0.8112781244591328,0.0,0.8888888888888888,9.0,0.6249721925133684,0.897447824479116,11.552,0.028955710955710937
S25,oxo,show,10,0.8112781244591328,0.0,0.8888888888888888,9.0,0.6249721925133684,0.897447824479116,11.552,0.028955710955710937
S26,oxo,show,10,0.9798687566511528,0.13333333333333333,0.7058823529411765,17.0,0.6249721925133684,0.897447824479116,11.552,0.028955710955710937
S28,oxo,show,10,0.5435644431995964,0.1,0.7272727272727273,11.0,0.6249721925133684,0.897447824479116,11.552,0.028955710955710937
S31,oxo,show,10,-0.0,0.0,0.4444444444444444,9.0,0.6249721925133684,0.897447824479116,11.552,0.028955710955710937
S35,oxo,show,10,0.8112781244591328,0.0,0.8888888888888888,9.0,0.6249721925133684,0.897447824479116,11.552,0.028955710955710937
S39,oxo,show,10,0.8112781244591328,0.0,0.8888888888888888,9.0,0.6249721925133684,0.897447824479116,11.552,0.028955710955710937
S4,oxo,show,10,0.8112781244591328,0.0,0.8888888888888888,9.0,0.6249721925133684,0.897447824479116,11.552,0.028955710955710937
S43,oxo,show,10,0.8708644692353644,0.8125,0.8275862068965517,29.0,0.6249721925133684,0.897447824479116,11.552,0.028955710955710937
S45,oxo,show,10,0.8112781244591328,0.0,0.8888888888888888,9.0,0.6249721925133684,0.897447824479116,11.552,0.028955710955710937
S46,oxo,show,10,0.9709505944546686,0.0,0.7692307692307693,13.0,0.6249721925133684,0.897447824479116,11.552,0.028955710955710937
S49,oxo,show,10,0.7219280948873623,0.0,0.5555555555555556,9.0,0.6249721925133684,0.897447824479116,11.552,0.028955710955710937
S50,oxo,show,10,0.8812908992306927,0.07142857142857142,0.6666666666666666,15.0,0.6249721925133684,0.897447824479116,11.552,0.028955710955710937
S51,oxo,show,10,0.9456603046006401,0.21428571428571427,0.6470588235294118,17.0,0.6249721925133684,0.897447824479116,11.552,0.028955710955710937
S53,oxo,show,10,0.9910760598382222,0.23529411764705882,0.8571428571428571,21.0,0.6249721925133684,0.897447824479116,11.552,0.028955710955710937
S55,oxo,show,10,0.9182958340544896,0.0,0.6666666666666666,9.0,0.6249721925133684,0.897447824479116,11.552,0.028955710955710937
S6,oxo,show,10,0.9182958340544896,0.0,0.6666666666666666,9.0,0.6249721925133684,0.897447824479116,11.552,0.028955710955710937
S7,oxo,show,10,0.7219280948873623,0.0,0.5555555555555556,9.0,0.6249721925133684,0.897447824479116,11.552,0.028955710955710937
S0,oxx,show,10,-0.0,0.0,0.6666666666666666,9.0,0.5914809149570824,0.0663548032119906,12.778,0.13819075507825648
S12,oxx,show,10,-0.0,0.0,0.6666666666666666,9.0,0.5914809149570824,0.0663548032119906,12.778,0.13819075507825648
S13,oxx,show,10,-0.0,0.0,0.6666666666666666,9.0,0.5914809149570824,0.0663548032119906,12.778,0.13819075507825648
S16,oxx,show,10,-0.0,0.0,0.6666666666666666,9.0,0.5914809149570824,0.0663548032119906,12.778,0.13819075507825648
S17,oxx,show,10,-0.0,0.0,0.6666666666666666,9.0,0.5914809149570824,0.0663548032119906,12.778,0.13819075507825648
S18,oxx,show,10,-0.0,0.1,0.7272727272727273,11.0,0.5914809149570824,0.0663548032119906,12.778,0.13819075507825648
S19,oxx,show,10,-0.0,0.0,0.6363636363636364,11.0,0.5914809149570824,0.0663548032119906,12.778,0.13819075507825648
S2,oxx,show,10,-0.0,0.0,0.4444444444444444,9.0,0.5914809149570824,0.0663548032119906,12.778,0.13819075507825648
S20,oxx,show,10,-0.0,0.0,0.6666666666666666,9.0,0.5914809149570824,0.0663548032119906,12.778,0.13819075507825648
S21,oxx,show,10,-0.0,0.18181818181818182,0.3076923076923077,13.0,0.5914809149570824,0.0663548032119906,12.778,0.13819075507825648
S23,oxx,show,10,-0.0,0.0,0.4444444444444444,9.0,0.5914809149570824,0.0663548032119906,12.778,0.13819075507825648
S24,oxx,show,10,-0.0,0.0,0.6363636363636364,11.0,0.5914809149570824,0.0663548032119906,12.778,0.13819075507825648
S25,oxx,show,10,-0.0,0.0,0.6666666666666666,9.0,0.5914809149570824,0.0663548032119906,12.778,0.13819075507825648
S26,oxx,show,10,-0.0,0.0,0.6666666666666666,9.0,0.5914809149570824,0.0663548032119906,12.778,0.13819075507825648
S28,oxx,show,10,-0.0,0.0,0.6666666666666666,9.0,0.5914809149570824,0.0663548032119906,12.778,0.13819075507825648
S31,oxx,show,10,-0.0,0.0,0.4444444444444444,9.0,0.5914809149570824,0.0663548032119906,12.778,0.13819075507825648
S35,oxx,show,10,-0.0,0.0,0.6666666666666666,9.0,0.5914809149570824,0.0663548032119906,12.778,0.13819075507825648
S39,oxx,show,10,-0.0,0.0,0.6363636363636364,11.0,0.5914809149570824,0.0663548032119906,12.778,0.13819075507825648
S4,oxx,show,10,-0.0,0.0,0.6666666666666666,9.0,0.5914809149570824,0.0663548032119906,12.778,0.13819075507825648
S43,oxx,show,10,-0.0,1.0769230769230769,0.6666666666666666,27.0,0.5914809149570824,0.0663548032119906,12.778,0.13819075507825648
S45,oxx,show,10,-0.0,0.0,0.6666666666666666,9.0,0.5914809149570824,0.0663548032119906,12.778,0.13819075507825648
S46,oxx,show,10,-0.0,0.36363636363636365,0.7333333333333333,15.0,0.5914809149570824,0.0663548032119906,12.778,0.13819075507825648
S49,oxx,show,10,-0.0,0.0,0.4444444444444444,9.0,0.5914809149570824,0.0663548032119906,12.778,0.13819075507825648
S50,oxx,show,10,-0.0,1.1111111111111112,0.631578947368421,19.0,0.5914809149570824,0.0663548032119906,12.778,0.13819075507825648
S51,oxx,show,10,-0.0,0.0,0.6666666666666666,9.0,0.5914809149570824,0.0663548032119906,12.778,0.13819075507825648
S53,oxx,show,10,-0.0,1.0909090909090908,0.8260869565217391,23.0,0.5914809149570824,0.0663548032119906,12.778,0.13819075507825648
S55,oxx,show,10,-0.0,0.0,0.4444444444444444,9.0,0.5914809149570824,0.0663548032119906,12.778,0.13819075507825648
S6,oxx,show,10,-0.0,0.0,0.6666666666666666,9.0,0.5914809149570824,0.0663548032119906,12.778,0.13819075507825648
S7,oxx,show,10,-0.0,0.0,0.4444444444444444,9.0,0.5914809149570824,0.0663548032119906,12.778,0.13819075507825648
S0,xoo,show,10,1.5219280948873621,0.0,0.7142857142857143,7.0,0.5359342931578245,0.9571081791174187,11.49,0.03201244866244869
S12,xoo,show,10,0.9852281360342515,0.0625,0.8235294117647058,17.0,0.5359342931578245,0.9571081791174187,11.49,0.03201244866244869
S13,xoo,show,10,0.5435644431995964,0.1,0.7272727272727273,11.0,0.5359342931578245,0.9571081791174187,11.49,0.03201244866244869
S16,xoo,show,10,0.863120568566631,0.0,0.6363636363636364,11.0,0.5359342931578245,0.9571081791174187,11.49,0.03201244866244869
S17,xoo,show,10,0.9957274520849255,0.0,0.7647058823529411,17.0,0.5359342931578245,0.9571081791174187,11.49,0.03201244866244869
S18,xoo,show,10,0.9798687566511528,0.15384615384615385,0.8,15.0,0.5359342931578245,0.9571081791174187,11.49,0.03201244866244869
S19,xoo,show,10,0.9957274520849255,0.0,0.7647058823529411,17.0,0.5359342931578245,0.9571081791174187,11.49,0.03201244866244869
S2,xoo,show,10,0.9182958340544896,0.0,0.6666666666666666,9.0,0.5359342931578245,0.9571081791174187,11.49,0.03201244866244869
S20,xoo,show,10,-0.0,0.0,0.6666666666666666,9.0,0.5359342931578245,0.9571081791174187,11.49,0.03201244866244869
S21,xoo,show,10,-0.0,0.0,0.4444444444444444,9.0,0.5359342931578245,0.9571081791174187,11.49,0.03201244866244869
S23,xoo,show,10,1.224394445405986,0.08333333333333333,0.6923076923076923,13.0,0.5359342931578245,0.9571081791174187,11.49,0.03201244866244869
S24,xoo,show,10,1.5715416718219246,0.15,0.782608695652174,23.0,0.5359342931578245,0.9571081791174187,11.49,0.03201244866244869
S25,xoo,show,10,1.3709505944546687,0.0,0.7142857142857143,7.0,0.5359342931578245,0.9571081791174187,11.49,0.03201244866244869
S26,xoo,show,10,0.5435644431995964,0.0,0.7272727272727273,11.0,0.5359342931578245,0.9571081791174187,11.49,0.03201244866244869
S28,xoo,show,10,-0.0,0.0,0.6666666666666666,9.0,0.5359342931578245,0.9571081791174187,11.49,0.03201244866244869
S31,xoo,show,10,0.9182958340544896,0.0,0.6666666666666666,9.0,0.5359342931578245,0.9571081791174187,11.49,0.03201244866244869
S35,xoo,show,10,0.9940302114769565,0.0,0.7333333333333333,15.0,0.5359342931578245,0.9571081791174187,11.49,0.03201244866244869
S39,xoo,show,10,0.863120568566631,0.0,0.6363636363636364,11.0,0.5359342931578245,0.9571081791174187,11.49,0.03201244866244869
S4,xoo,show,10,0.9182958340544896,0.0,0.6666666666666666,9.0,0.5359342931578245,0.9571081791174187,11.49,0.03201244866244869
S43,xoo,show,10,0.9927744539878083,0.4375,0.8695652173913043,23.0,0.5359342931578245,0.9571081791174187,11.49,0.03201244866244869
S45,xoo,show,10,-0.0,0.0,0.6666666666666666,9.0,0.5359342931578245,0.9571081791174187,11.49,0.03201244866244869
S46,xoo,show,10,0.9940302114769565,0.0,0.7333333333333333,15.0,0.5359342931578245,0.9571081791174187,11.49,0.03201244866244869
S49,xoo,show,10,0.6500224216483541,0.0,0.6666666666666666,9.0,0.5359342931578245,0.9571081791174187,11.49,0.03201244866244869
S50,xoo,show,10,0.8524051786494786,1.0909090909090908,0.782608695652174,23.0,0.5359342931578245,0.9571081791174187,11.49,0.03201244866244869
S51,xoo,show,10,0.7219280948873623,0.0,0.5555555555555556,9.0,0.5359342931578245,0.9571081791174187,11.49,0.03201244866244869
S53,xoo,show,10,0.9957274520849255,0.0,0.7647058823529411,17.0,0.5359342931578245,0.9571081791174187,11.49,0.03201244866244869
S55,xoo,show,10,0.5916727785823275,0.1,0.6363636363636364,11.0,0.5359342931578245,0.9571081791174187,11.49,0.03201244866244869
S6,xoo,show,10,1.5,0.0,0.8,5.0,0.5359342931578245,0.9571081791174187,11.49,0.03201244866244869
S7,xoo,show,10,0.6500224216483541,0.0,0.6666666666666666,9.0,0.5359342931578245,0.9571081791174187,11.49,0.03201244866244869
S0,xox,show,10,0.4394969869215134,0.625,0.8461538461538461,13.0,0.4266441235407243,0.8263274551963924,10.236,0.08472264957264942
S12,xox,show,10,0.5032583347756457,0.2222222222222222,0.8181818181818182,11.0,0.4266441235407243,0.8263274551963924,10.236,0.08472264957264942
S13,xox,show,10,1.224394445405986,0.08333333333333333,0.6923076923076923,13.0,0.4266441235407243,0.8263274551963924,10.236,0.08472264957264942
S16,xox,show,10,0.9709505944546686,0.0,0.7142857142857143,7.0,0.4266441235407243,0.8263274551963924,10.236,0.08472264957264942
S17,xox,show,10,0.5032583347756457,0.2222222222222222,0.8181818181818182,11.0,0.4266441235407243,0.8263274551963924,10.236,0.08472264957264942
S18,xox,show,10,0.6840384356390417,0.3,0.8461538461538461,13.0,0.4266441235407243,0.8263274551963924,10.236,0.08472264957264942
S19,xox,show,10,0.5435644431995964,0.1,0.7272727272727273,11.0,0.4266441235407243,0.8263274551963924,10.236,0.08472264957264942
S2,xox,show,10,0.7219280948873623,0.0,0.7142857142857143,7.0,0.4266441235407243,0.8263274551963924,10.236,0.08472264957264942
S20,xox,show,10,0.7219280948873623,0.0,0.7142857142857143,7.0,0.4266441235407243,0.8263274551963924,10.236,0.08472264957264942
S21,xox,show,10,-0.0,0.0,0.4444444444444444,9.0,0.4266441235407243,0.8263274551963924,10.236,0.08472264957264942
S23,xox,show,10,0.7219280948873623,0.0,0.7142857142857143,7.0,0.4266441235407243,0.8263274551963924,10.236,0.08472264957264942
S24,xox,show,10,0.6500224216483541,0.0,0.6666666666666666,9.0,0.4266441235407243,0.8263274551963924,10.236,0.08472264957264942
S25,xox,show,10,0.7219280948873623,0.0,0.7142857142857143,7.0,0.4266441235407243,0.8263274551963924,10.236,0.08472264957264942
S26,xox,show,10,0.7219280948873623,0.0,0.7142857142857143,7.0,0.4266441235407243,0.8263274551963924,10.236,0.08472264957264942
S28,xox,show,10,0.863120568566631,0.125,0.7777777777777778,9.0,0.4266441235407243,0.8263274551963924,10.236,0.08472264957264942
S31,xox,show,10,0.7219280948873623,0.0,0.7142857142857143,7.0,0.4266441235407243,0.8263274551963924,10.236,0.08472264957264942
S35,xox,show,10,0.6500224216483541,0.0,0.6666666666666666,9.0,0.4266441235407243,0.8263274551963924,10.236,0.08472264957264942
S39,xox,show,10,0.6500224216483541,0.0,0.6666666666666666,9.0,0.4266441235407243,0.8263274551963924,10.236,0.08472264957264942
S4,xox,show,10,0.7219280948873623,0.0,0.7142857142857143,7.0,0.4266441235407243,0.8263274551963924,10.236,0.08472264957264942
S43,xox,show,10,0.2974722489192896,1.5833333333333333,0.6129032258064516,31.0,0.4266441235407243,0.8263274551963924,10.236,0.08472264957264942
S45,xox,show,10,0.7219280948873623,0.0,0.7142857142857143,7.0,0.4266441235407243,0.8263274551963924,10.236,0.08472264957264942
S46,xox,show,10,0.7219280948873623,0.0,0.7142857142857143,7.0,0.4266441235407243,0.8263274551963924,10.236,0.08472264957264942
S49,xox,show,10,0.8112781244591328,0.0,0.5714285714285714,7.0,0.4266441235407243,0.8263274551963924,10.236,0.08472264957264942
S50,xox,show,10,0.4689955935892812,0.3,0.7692307692307693,13.0,0.4266441235407243,0.8263274551963924,10.236,0.08472264957264942
S51,xox,show,10,0.7219280948873623,0.0,0.7142857142857143,7.0,0.4266441235407243,0.8263274551963924,10.236,0.08472264957264942
S53,xox,show,10,0.3095434291503252,1.1,0.8571428571428571,21.0,0.4266441235407243,0.8263274551963924,10.236,0.08472264957264942
S55,xox,show,10,0.6500224216483541,0.0,0.6666666666666666,9.0,0.4266441235407243,0.8263274551963924,10.236,0.08472264957264942
S6,xox,show,10,0.863120568566631,0.125,0.7777777777777778,9.0,0.4266441235407243,0.8263274551963924,10.236,0.08472264957264942
S7,xox,show,10,0.8112781244591328,0.0,0.5714285714285714,7.0,0.4266441235407243,0.8263274551963924,10.236,0.08472264957264942
S0,xxo,show,10,-0.0,0.1,0.7272727272727273,11.0,0.4522134981633455,0.06771348568966033,11.73,0.045629453879453885
S12,xxo,show,10,-0.0,0.1,0.7272727272727273,11.0,0.4522134981633455,0.06771348568966033,11.73,0.045629453879453885
S13,xxo,show,10,-0.0,0.0,0.4444444444444444,9.0,0.4522134981633455,0.06771348568966033,11.73,0.045629453879453885
S16,xxo,show,10,-0.0,0.0,0.6666666666666666,9.0,0.4522134981633455,0.06771348568966033,11.73,0.045629453879453885
S17,xxo,show,10,-0.0,0.1,0.7272727272727273,11.0,0.4522134981633455,0.06771348568966033,11.73,0.045629453879453885
S18,xxo,show,10,-0.0,0.0,0.6666666666666666,9.0,0.4522134981633455,0.06771348568966033,11.73,0.045629453879453885
S19,xxo,show,10,-0.0,0.1,0.7272727272727273,11.0,0.4522134981633455,0.06771348568966033,11.73,0.045629453879453885
S2,xxo,show,10,-0.0,0.0,0.6666666666666666,9.0,0.4522134981633455,0.06771348568966033,11.73,0.045629453879453885
S20,xxo,show,10,-0.0,0.0,0.6666666666666666,9.0,0.4522134981633455,0.06771348568966033,11.73,0.045629453879453885
S21,xxo,show,10,-0.0,0.0,0.4444444444444444,9.0,0.4522134981633455,0.06771348568966033,11.73,0.045629453879453885
S23,xxo,show,10,-0.0,0.0,0.6666666666666666,9.0,0.4522134981633455,0.06771348568966033,11.73,0.045629453879453885
S24,xxo,show,10,-0.0,0.0,0.6666666666666666,9.0,0.4522134981633455,0.06771348568966033,11.73,0.045629453879453885
S25,xxo,show,10,-0.0,0.0,0.6666666666666666,9.0,0.4522134981633455,0.06771348568966033,11.73,0.045629453879453885
S26,xxo,show,10,-0.0,0.0,0.6666666666666666,9.0,0.4522134981633455,0.06771348568966033,11.73,0.045629453879453885
S28,xxo,show,10,-0.0,0.0,0.6666666666666666,9.0,0.4522134981633455,0.06771348568966033,11.73,0.045629453879453885
S31,xxo,show,10,-0.0,0.0,0.4444444444444444,9.0,0.4522134981633455,0.06771348568966033,11.73,0.045629453879453885
S35,xxo,show,10,-0.0,0.0,0.4444444444444444,9.0,0.4522134981633455,0.06771348568966033,11.73,0.045629453879453885
S39,xxo,show,10,-0.0,0.0,0.6666666666666666,9.0,0.4522134981633455,0.06771348568966033,11.73,0.045629453879453885
S4,xxo,show,10,-0.0,0.0,0.6666666666666666,9.0,0.4522134981633455,0.06771348568966033,11.73,0.045629453879453885
S43,xxo,show,10,-0.0,0.0,0.6666666666666666,9.0,0.4522134981633455,0.06771348568966033,11.73,0.045629453879453885
S45,xxo,show,10,-0.0,0.0,0.6666666666666666,9.0,0.4522134981633455,0.06771348568966033,11.73,0.045629453879453885
