,cond,participant,mdp_code,obs_model-color,belief,obs_model
152,do,S29,xox,b_orange_cor,0.9999584898378967,b
153,do,S3,xox,b_orange_cor,0.3558215277491713,b
154,do,S30,xox,b_orange_cor,0.3558215277491713,b
155,do,S32,xox,b_orange_cor,0.3558215277491713,b
156,do,S33,xox,b_orange_cor,0.3558215277491713,b
157,do,S34,xox,b_orange_cor,0.6350354520210023,b
158,do,S36,xox,b_orange_cor,0.3558215277491713,b
159,do,S37,xox,b_orange_cor,0.3558215277491713,b
160,do,S38,xox,b_orange_cor,0.00018763860211679084,b
161,do,S40,xox,b_orange_cor,0.9547089245416881,b
162,do,S41,xox,b_orange_cor,0.6350354520210023,b
163,do,S42,xox,b_orange_cor,0.3558215277491713,b
164,do,S44,xox,b_orange_cor,0.1274725513543774,b
165,do,S47,xox,b_orange_cor,0.3558215277491713,b
166,do,S48,xox,b_orange_cor,0.9999584898378967,b
167,do,S5,xox,b_orange_cor,0.3558215277491713,b
168,do,S52,xox,b_orange_cor,0.3558215277491713,b
169,do,S54,xox,b_orange_cor,0.1274725513543774,b
170,do,S56,xox,b_orange_cor,0.3558215277491713,b
171,do,S57,xox,b_orange_cor,0.3558215277491713,b
172,do,S8,xox,b_orange_cor,0.6350354520210023,b
173,do,S9,xox,b_orange_cor,0.9018327661518941,b
174,do,S1,xxo,b_orange_cor,0.8778557607386412,b
175,do,S10,xxo,b_orange_cor,0.8776874842412339,b
176,do,S11,xxo,b_orange_cor,0.8776874842412339,b
177,do,S14,xxo,b_orange_cor,0.8778557607386412,b
178,do,S15,xxo,b_orange_cor,0.8778557607386412,b
179,do,S22,xxo,b_orange_cor,0.8776874842412339,b
180,do,S27,xxo,b_orange_cor,0.8776874842412339,b
181,do,S29,xxo,b_orange_cor,0.8778557607386412,b
182,do,S3,xxo,b_orange_cor,0.8778557607386412,b
183,do,S30,xxo,b_orange_cor,0.8778557607386412,b
184,do,S32,xxo,b_orange_cor,0.8778557607386412,b
185,do,S33,xxo,b_orange_cor,0.8776874182664054,b
186,do,S34,xxo,b_orange_cor,0.8778557607386412,b
187,do,S36,xxo,b_orange_cor,0.9547089245416881,b
188,do,S37,xxo,b_orange_cor,0.8778557607386412,b
189,do,S38,xxo,b_orange_cor,0.4151011184857474,b
190,do,S40,xxo,b_orange_cor,0.8778557607386412,b
191,do,S41,xxo,b_orange_cor,0.8778557607386412,b
192,do,S42,xxo,b_orange_cor,0.08463584684668102,b
193,do,S44,xxo,b_orange_cor,0.8776874842412339,b
194,do,S47,xxo,b_orange_cor,0.8778557607386412,b
195,do,S48,xxo,b_orange_cor,0.8778557607386412,b
196,do,S5,xxo,b_orange_cor,0.8776874842412339,b
197,do,S52,xxo,b_orange_cor,0.8778557607386412,b
198,do,S54,xxo,b_orange_cor,0.8778557607386412,b
199,do,S56,xxo,b_orange_cor,0.8776874842412339,b
200,do,S57,xxo,b_orange_cor,0.8778557607386412,b
201,do,S8,xxo,b_orange_cor,0.8778557607386412,b
202,do,S9,xxo,b_orange_cor,0.09015102254420693,b
203,do,S1,xxx,b_orange_cor,0.9999908832487646,b
204,do,S10,xxx,b_orange_cor,0.4151011184857474,b
205,do,S11,xxx,b_orange_cor,0.6350354520210023,b
206,do,S14,xxx,b_orange_cor,0.4151011184857474,b
207,do,S15,xxx,b_orange_cor,0.4151011184857474,b
208,do,S22,xxx,b_orange_cor,0.4151011184857474,b
209,do,S27,xxx,b_orange_cor,0.4151011184857474,b
210,do,S29,xxx,b_orange_cor,0.8778557607386412,b
211,do,S3,xxx,b_orange_cor,0.4151011184857474,b
212,do,S30,xxx,b_orange_cor,0.4151011184857474,b
213,do,S32,xxx,b_orange_cor,0.4151011184857474,b
214,do,S33,xxx,b_orange_cor,0.4151011184857474,b
215,do,S34,xxx,b_orange_cor,0.9166558684686634,b
216,do,S36,xxx,b_orange_cor,0.4151011184857474,b
217,do,S37,xxx,b_orange_cor,0.4151011184857474,b
218,do,S38,xxx,b_orange_cor,0.4151011184857474,b
219,do,S40,xxx,b_orange_cor,0.0023112919466308224,b
220,do,S41,xxx,b_orange_cor,0.9166558684686634,b
221,do,S42,xxx,b_orange_cor,0.9166558575674901,b
222,do,S44,xxx,b_orange_cor,0.4151011184857474,b
223,do,S47,xxx,b_orange_cor,0.4151011184857474,b
224,do,S48,xxx,b_orange_cor,0.4151011184857474,b
225,do,S5,xxx,b_orange_cor,0.4151011184857474,b
226,do,S52,xxx,b_orange_cor,0.4151011184857474,b
227,do,S54,xxx,b_orange_cor,0.4151011184857474,b
228,do,S56,xxx,b_orange_cor,0.8778557607386412,b
229,do,S57,xxx,b_orange_cor,0.4151011184857474,b
230,do,S8,xxx,b_orange_cor,0.4151011184857474,b
231,do,S9,xxx,b_orange_cor,0.8778557607386412,b
232,show,S0,ooo,b_orange_cor,1.0,b
233,show,S12,ooo,b_orange_cor,0.9987147003062203,b
234,show,S13,ooo,b_orange_cor,0.5848988815142526,b
235,show,S16,ooo,b_orange_cor,0.5848988815142526,b
236,show,S17,ooo,b_orange_cor,0.0806412230828086,b
237,show,S18,ooo,b_orange_cor,1.0,b
238,show,S19,ooo,b_orange_cor,1.0,b
239,show,S2,ooo,b_orange_cor,0.5848988815142526,b
240,show,S20,ooo,b_orange_cor,0.5848988815142526,b
241,show,S21,ooo,b_orange_cor,0.1221442392613587,b
242,show,S23,ooo,b_orange_cor,0.5848988815142526,b
243,show,S24,ooo,b_orange_cor,0.5848988815142526,b
244,show,S25,ooo,b_orange_cor,0.9356852447957785,b
245,show,S26,ooo,b_orange_cor,0.00010394356397286711,b
246,show,S28,ooo,b_orange_cor,0.5848988815142526,b
247,show,S31,ooo,b_orange_cor,0.5848988815142526,b
248,show,S35,ooo,b_orange_cor,0.5848988815142526,b
249,show,S39,ooo,b_orange_cor,0.9356852444430075,b
250,show,S4,ooo,b_orange_cor,1.0,b
251,show,S43,ooo,b_orange_cor,1.0,b
252,show,S45,ooo,b_orange_cor,0.6441784722508287,b
253,show,S46,ooo,b_orange_cor,1.0,b
254,show,S49,ooo,b_orange_cor,0.5848988815142526,b
255,show,S50,ooo,b_orange_cor,0.010911612124330092,b
256,show,S51,ooo,b_orange_cor,0.2055323096864856,b
257,show,S53,ooo,b_orange_cor,0.9987147003062203,b
258,show,S55,ooo,b_orange_cor,0.5848988815142526,b
259,show,S6,ooo,b_orange_cor,0.5848988815142526,b
260,show,S7,ooo,b_orange_cor,0.5848988815142526,b
261,show,S0,oox,b_orange_cor,0.9606432063082179,b
262,show,S12,oox,b_orange_cor,1.0,b
263,show,S13,oox,b_orange_cor,0.9606536106270096,b
264,show,S16,oox,b_orange_cor,0.9606536106270096,b
265,show,S17,oox,b_orange_cor,0.8719578434887492,b
266,show,S18,oox,b_orange_cor,0.992059752641243,b
267,show,S19,oox,b_orange_cor,0.9231827194356179,b
268,show,S2,oox,b_orange_cor,0.3649645479789977,b
269,show,S20,oox,b_orange_cor,0.6441784722508287,b
270,show,S21,oox,b_orange_cor,0.1221442392613587,b
271,show,S23,oox,b_orange_cor,0.6441784722508287,b
272,show,S24,oox,b_orange_cor,0.9989509124501819,b
273,show,S25,oox,b_orange_cor,0.9606536106270096,b
274,show,S26,oox,b_orange_cor,0.9989514717071228,b
275,show,S28,oox,b_orange_cor,0.6441784722508287,b
276,show,S31,oox,b_orange_cor,0.9606536106270096,b
277,show,S35,oox,b_orange_cor,0.6441784722508287,b
278,show,S39,oox,b_orange_cor,0.9990116122397087,b
279,show,S4,oox,b_orange_cor,0.992059752641243,b
280,show,S43,oox,b_orange_cor,0.992059752641243,b
281,show,S45,oox,b_orange_cor,0.6441784722508287,b
282,show,S46,oox,b_orange_cor,0.9919933836329089,b
283,show,S49,oox,b_orange_cor,0.9972479687828149,b
284,show,S50,oox,b_orange_cor,0.991872575665629,b
285,show,S51,oox,b_orange_cor,0.6584045657925592,b
286,show,S53,oox,b_orange_cor,1.0,b
287,show,S55,oox,b_orange_cor,0.3649645479789977,b
288,show,S6,oox,b_orange_cor,0.6441784722508287,b
289,show,S7,oox,b_orange_cor,0.3649645479789977,b
290,show,S0,oxo,b_orange_cor,0.9987147003062306,b
291,show,S12,oxo,b_orange_cor,0.9987147003062306,b
292,show,S13,oxo,b_orange_cor,0.997431945987932,b
293,show,S16,oxo,b_orange_cor,0.9987147003062203,b
294,show,S17,oxo,b_orange_cor,0.9953542149640953,b
295,show,S18,oxo,b_orange_cor,0.9987147003062203,b
296,show,S19,oxo,b_orange_cor,0.9987147003062306,b
297,show,S2,oxo,b_orange_cor,0.9987147003062203,b
298,show,S20,oxo,b_orange_cor,0.997431945987932,b
299,show,S21,oxo,b_orange_cor,0.1221442392613587,b
300,show,S23,oxo,b_orange_cor,0.9987147003062203,b
301,show,S24,oxo,b_orange_cor,0.9987147003062203,b
302,show,S25,oxo,b_orange_cor,0.9987147003062203,b
303,show,S26,oxo,b_orange_cor,0.9999466900564344,b
304,show,S28,oxo,b_orange_cor,0.12231258173359462,b
305,show,S31,oxo,b_orange_cor,0.9976887080533692,b
306,show,S35,oxo,b_orange_cor,0.9987147003062203,b
307,show,S39,oxo,b_orange_cor,0.9987147003062203,b
308,show,S4,oxo,b_orange_cor,0.9987147003062203,b
309,show,S43,oxo,b_orange_cor,0.9953542149640953,b
310,show,S45,oxo,b_orange_cor,0.9987147003062203,b
311,show,S46,oxo,b_orange_cor,0.9987147003062203,b
312,show,S49,oxo,b_orange_cor,0.9098489774557931,b
313,show,S50,oxo,b_orange_cor,0.9756019883180389,b
314,show,S51,oxo,b_orange_cor,0.9756019883180389,b
315,show,S53,oxo,b_orange_cor,0.9987147003062306,b
316,show,S55,oxo,b_orange_cor,0.997431945987932,b
317,show,S6,oxo,b_orange_cor,0.997431945987932,b
318,show,S7,oxo,b_orange_cor,0.9098489774557931,b
319,show,S0,oxx,b_orange_cor,0.9998325696831232,b
320,show,S12,oxx,b_orange_cor,0.9998325696831232,b
321,show,S13,oxx,b_orange_cor,0.9998325696831232,b
322,show,S16,oxx,b_orange_cor,0.9998325696831232,b
323,show,S17,oxx,b_orange_cor,0.9998325696831232,b
324,show,S18,oxx,b_orange_cor,0.9999975111122166,b
325,show,S19,oxx,b_orange_cor,0.9999975111122166,b
326,show,S2,oxx,b_orange_cor,0.9976887080533692,b
327,show,S20,oxx,b_orange_cor,0.9998325696831232,b
328,show,S21,oxx,b_orange_cor,0.3687755125186074,b
329,show,S23,oxx,b_orange_cor,0.9976887080533692,b
330,show,S24,oxx,b_orange_cor,0.9999975111122166,b
331,show,S25,oxx,b_orange_cor,0.9998325696831232,b
332,show,S26,oxx,b_orange_cor,0.9998325696831232,b
333,show,S28,oxx,b_orange_cor,0.9998325696831232,b
334,show,S31,oxx,b_orange_cor,0.9976887080533692,b
335,show,S35,oxx,b_orange_cor,0.9998325696831232,b
336,show,S39,oxx,b_orange_cor,0.9999975111122166,b
337,show,S4,oxx,b_orange_cor,0.9998325696831232,b
338,show,S43,oxx,b_orange_cor,0.9999975111122167,b
339,show,S45,oxx,b_orange_cor,0.9998325696831232,b
340,show,S46,oxx,b_orange_cor,0.9999975111122167,b
341,show,S49,oxx,b_orange_cor,0.9976887080533692,b
342,show,S50,oxx,b_orange_cor,0.8719578434887492,b
343,show,S51,oxx,b_orange_cor,0.9998325696831232,b
344,show,S53,oxx,b_orange_cor,0.9999975111122167,b
345,show,S55,oxx,b_orange_cor,0.9976887080533692,b
346,show,S6,oxx,b_orange_cor,0.9998325696831232,b
347,show,S7,oxx,b_orange_cor,0.9976887080533692,b
348,show,S0,xoo,b_orange_cor,0.7944676903135144,b
349,show,S12,xoo,b_orange_cor,0.9996222534332238,b
350,show,S13,xoo,b_orange_cor,0.9890884148391739,b
351,show,S16,xoo,b_orange_cor,0.9999584898378967,b
352,show,S17,xoo,b_orange_cor,0.9996222534322188,b
353,show,S18,xoo,b_orange_cor,0.9999587477070967,b
354,show,S19,xoo,b_orange_cor,0.9996222534322188,b
355,show,S2,xoo,b_orange_cor,0.9997702582819543,b
356,show,S20,xoo,b_orange_cor,0.00016743031687682652,b
357,show,S21,xoo,b_orange_cor,0.8778557607386412,b
358,show,S23,xoo,b_orange_cor,0.9999584898378967,b
359,show,S24,xoo,b_orange_cor,0.9788047706952746,b
360,show,S25,xoo,b_orange_cor,0.8991029529784182,b
361,show,S26,xoo,b_orange_cor,0.8776874910544361,b
362,show,S28,xoo,b_orange_cor,0.8776874842412339,b
363,show,S31,xoo,b_orange_cor,0.9997702582819543,b
364,show,S35,xoo,b_orange_cor,0.9999587444030096,b
365,show,S39,xoo,b_orange_cor,0.9999584898378967,b
366,show,S4,xoo,b_orange_cor,0.9997702582819543,b
367,show,S43,xoo,b_orange_cor,0.9999587477070967,b
368,show,S45,xoo,b_orange_cor,0.8776874842412339,b
369,show,S46,xoo,b_orange_cor,0.9996222534322188,b
370,show,S49,xoo,b_orange_cor,0.9890883978953894,b
371,show,S50,xoo,b_orange_cor,0.9999587477070967,b
372,show,S51,xoo,b_orange_cor,0.9890909943302131,b
373,show,S53,xoo,b_orange_cor,0.9996222534322188,b
374,show,S55,xoo,b_orange_cor,0.9890909943302447,b
375,show,S6,xoo,b_orange_cor,0.4151011184857474,b
376,show,S7,xoo,b_orange_cor,0.9890883978953894,b
377,show,S0,xox,b_orange_cor,0.34264452835951253,b
378,show,S12,xox,b_orange_cor,0.06431475555699251,b
379,show,S13,xox,b_orange_cor,0.9999584898378967,b
380,show,S16,xox,b_orange_cor,0.0393463893729904,b
381,show,S17,xox,b_orange_cor,0.06431475555699251,b
382,show,S18,xox,b_orange_cor,0.06431475555699251,b
383,show,S19,xox,b_orange_cor,0.1274725513543774,b
384,show,S2,xox,b_orange_cor,0.3558215277491713,b
385,show,S20,xox,b_orange_cor,0.3558215277491713,b
386,show,S21,xox,b_orange_cor,0.8778557607386412,b
387,show,S23,xox,b_orange_cor,0.3558215277491713,b
388,show,S24,xox,b_orange_cor,0.1274725513543774,b
389,show,S25,xox,b_orange_cor,0.3558215277491713,b
390,show,S26,xox,b_orange_cor,0.3558215277491713,b
391,show,S28,xox,b_orange_cor,0.6339911830963688,b
392,show,S31,xox,b_orange_cor,0.3558215277491713,b
393,show,S35,xox,b_orange_cor,0.1274725513543774,b
394,show,S39,xox,b_orange_cor,0.1274725513543774,b
395,show,S4,xox,b_orange_cor,0.3558215277491713,b
396,show,S43,xox,b_orange_cor,0.7731927973850216,b
397,show,S45,xox,b_orange_cor,0.3558215277491713,b
398,show,S46,xox,b_orange_cor,0.3558215277491713,b
399,show,S49,xox,b_orange_cor,0.6350354520210023,b
400,show,S50,xox,b_orange_cor,0.1274725513543774,b
401,show,S51,xox,b_orange_cor,0.3558215277491713,b
402,show,S53,xox,b_orange_cor,0.34264452835951253,b
403,show,S55,xox,b_orange_cor,0.1274725513543774,b
404,show,S6,xox,b_orange_cor,0.6339911830963688,b
405,show,S7,xox,b_orange_cor,0.6350354520210023,b
406,show,S0,xxo,b_orange_cor,0.8776874841672743,b
407,show,S12,xxo,b_orange_cor,0.8776874841672743,b
408,show,S13,xxo,b_orange_cor,0.8778557607386412,b
409,show,S16,xxo,b_orange_cor,0.8776874842412339,b
410,show,S17,xxo,b_orange_cor,0.8776874841672743,b
411,show,S18,xxo,b_orange_cor,0.8776874842412339,b
412,show,S19,xxo,b_orange_cor,0.8776874841672743,b
413,show,S2,xxo,b_orange_cor,0.8776874842412339,b
414,show,S20,xxo,b_orange_cor,0.8776874842412339,b
415,show,S21,xxo,b_orange_cor,0.8778557607386412,b
416,show,S23,xxo,b_orange_cor,0.8776874842412339,b
417,show,S24,xxo,b_orange_cor,0.8776874842412339,b
418,show,S25,xxo,b_orange_cor,0.8776874842412339,b
419,show,S26,xxo,b_orange_cor,0.8776874842412339,b
420,show,S28,xxo,b_orange_cor,0.8776874842412339,b
421,show,S31,xxo,b_orange_cor,0.8778557607386412,b
422,show,S35,xxo,b_orange_cor,0.8778557607386412,b
423,show,S39,xxo,b_orange_cor,0.8776874842412339,b
424,show,S4,xxo,b_orange_cor,0.8776874842412339,b
425,show,S43,xxo,b_orange_cor,0.8776874842412339,b
426,show,S45,xxo,b_orange_cor,0.8776874842412339,b
427,show,S46,xxo,b_orange_cor,0.8778557607386412,b
428,show,S49,xxo,b_orange_cor,0.8778557607386412,b
429,show,S50,xxo,b_orange_cor,0.8778557607386412,b
430,show,S51,xxo,b_orange_cor,0.8778557607386412,b
431,show,S53,xxo,b_orange_cor,0.8776874841672743,b
432,show,S55,xxo,b_orange_cor,0.8778557607386412,b
433,show,S6,xxo,b_orange_cor,0.8778557607386412,b
434,show,S7,xxo,b_orange_cor,0.8778557607386412,b
435,show,S0,xxx,b_orange_cor,0.9943816578168442,b
436,show,S12,xxx,b_orange_cor,0.4151011184857474,b
437,show,S13,xxx,b_orange_cor,0.4151011184857474,b
438,show,S16,xxx,b_orange_cor,0.8991029529784182,b
439,show,S17,xxx,b_orange_cor,0.4151011184857474,b
440,show,S18,xxx,b_orange_cor,0.0023112919466308224,b
441,show,S19,xxx,b_orange_cor,0.9999971491578499,b
442,show,S2,xxx,b_orange_cor,0.15947351403505494,b
443,show,S20,xxx,b_orange_cor,0.4151011184857474,b
444,show,S21,xxx,b_orange_cor,0.8778557607386412,b
445,show,S23,xxx,b_orange_cor,0.4151011184857474,b
446,show,S24,xxx,b_orange_cor,0.4151011184857474,b
447,show,S25,xxx,b_orange_cor,0.4151011184857474,b
448,show,S26,xxx,b_orange_cor,0.8778557607386412,b
449,show,S28,xxx,b_orange_cor,0.4151011184857474,b
450,show,S31,xxx,b_orange_cor,0.4151011184857474,b
451,show,S35,xxx,b_orange_cor,0.4151011184857474,b
452,show,S39,xxx,b_orange_cor,0.9992200640620961,b
453,show,S4,xxx,b_orange_cor,0.4151011184857474,b
454,show,S43,xxx,b_orange_cor,0.9963411400618027,b
455,show,S45,xxx,b_orange_cor,0.4151011184857474,b
456,show,S46,xxx,b_orange_cor,0.4151011184857474,b
457,show,S49,xxx,b_orange_cor,0.4151011184857474,b
458,show,S50,xxx,b_orange_cor,0.4151011184857474,b
459,show,S51,xxx,b_orange_cor,0.8778557607386412,b
460,show,S53,xxx,b_orange_cor,0.4151011184857474,b
461,show,S55,xxx,b_orange_cor,0.4151011184857474,b
462,show,S6,xxx,b_orange_cor,0.4151011184857474,b
463,show,S7,xxx,b_orange_cor,0.08463584684668102,b
464,do,S1,ooo,b_purple_cor,0.592297534277485,b
465,do,S10,ooo,b_purple_cor,0.592297534277485,b
466,do,S11,ooo,b_purple_cor,0.592297534277485,b
467,do,S14,ooo,b_purple_cor,0.592297534277485,b
